product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
PV Module,"Gila County, Arizona",34.183878,-111.605691,1,1043.1919571396388,218.02
PV Module,"Gila County, Arizona",34.183878,-111.605691,2,635.1475282263033,218.02
PV Module,"Gila County, Arizona",34.183878,-111.605691,3,938.0848234518934,218.02
PV Module,"Gila County, Arizona",34.183878,-111.605691,4,1348.3910171894743,218.02
PV Module,"Gila County, Arizona",34.183878,-111.605691,5,1889.5137976371784,218.02
PV Module,"Gila County, Arizona",34.183878,-111.605691,6,2584.086656504568,243.66
PV Module,"Gila County, Arizona",34.183878,-111.605691,7,3450.609352143663,244.88
PV Module,"Gila County, Arizona",34.183878,-111.605691,8,5268.126672702451,269.32
PV Module,"Gila County, Arizona",34.183878,-111.605691,9,5650.134529034386,269.32
PV Module,"Gila County, Arizona",34.183878,-111.605691,10,33139.848755122,286.19
PV Module,"Gila County, Arizona",34.183878,-111.605691,11,30975.200561733913,286.19
PV Module,"Gila County, Arizona",34.183878,-111.605691,12,3428.3997978954376,286.19
PV Module,"Gila County, Arizona",34.183878,-111.605691,13,24442.302973552665,289.62
PV Module,"Gila County, Arizona",34.183878,-111.605691,14,4161.426687001118,289.62
PV Module,"Gila County, Arizona",34.183878,-111.605691,15,5250.590630202278,289.62
PV Module,"Gila County, Arizona",34.183878,-111.605691,16,24716.32864876948,302.23
PV Module,"Gila County, Arizona",34.183878,-111.605691,17,5534.057484583687,302.23
PV Module,"Gila County, Arizona",34.183878,-111.605691,18,6574.603793505578,302.23
PV Module,"Gila County, Arizona",34.183878,-111.605691,19,21935.180965033054,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,20,19567.47000837299,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,21,3896.0139332883396,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,22,10661.669373183808,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,23,3301.891211666294,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,24,3598.759802654417,331.76
PV Module,"Gila County, Arizona",34.183878,-111.605691,25,7254.551004661043,332.25
PV Module,"Gila County, Arizona",34.183878,-111.605691,26,2833.5295136471173,332.25
PV Module,"San Bernardino, California",35.120104,-117.159039,1,2179.677543826088,236.75
PV Module,"San Bernardino, California",35.120104,-117.159039,2,1357.1880439458582,236.75
PV Module,"San Bernardino, California",35.120104,-117.159039,3,2048.47538206562,236.75
PV Module,"San Bernardino, California",35.120104,-117.159039,4,3018.090077604651,236.75
PV Module,"San Bernardino, California",35.120104,-117.159039,5,4346.4994174720005,244.31
PV Module,"San Bernardino, California",35.120104,-117.159039,6,6124.939539240654,269.95
PV Module,"San Bernardino, California",35.120104,-117.159039,7,8451.831186632866,271.18
PV Module,"San Bernardino, California",35.120104,-117.159039,8,44351.33118084062,296.69
