,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27
0,Snohomish County,47.82099062,-121.4522522,0.0011842586406451,0.0019614814622933,0.0031483123283703,0.0049125389807821,0.0074700027225566,0.0110902115023594,0.0160996817909867,0.0228821258641067,0.0318747612938345,0.043560466566474,0.0584564436105581,0.0776398293587165,0.1683095399261014,0.1818420522949494,0.321602579448938,0.7558062067964644,0.4345417591602979,0.6157607463763134,0.5250009433261301,0.2089139794217471,0.2852456617209423,0.3844714709829093,0.5119255318195426,0.6739918398162847,0.8783831624178202,1.1343857581508696,1.45283173202283
1,state,35.12010447,-117.1590386,0.345518099189208,0.5516447872522989,0.8563926332046499,1.2955056107017806,1.9129048601621792,2.7606826452798536,3.8982001126665065,5.389983274134962,7.302178356114148,9.697487278819812,12.62873382284025,33.061906849699454,21.60707730847093,25.34504983363457,84.41695635717117,215.56274423025195,58.635276447671565,83.02744047760628,33.85469110716606,7.401588004496052,9.328169003412112,11.517426126250946,13.930892049071378,16.516283528135858,19.22306099925814,22.02538181832823,24.94494274469015
2,Warren County,38.79110825,-78.25771359,1.6035022844921706e-05,3.408720728917427e-05,6.809376911881192e-05,0.0001286237363628,0.000231173967016,0.0003976200734486,0.0006578471385188,0.0010514965021784,0.0016296984556307,0.0024565572278518,0.0036100053828773,0.0051814471496981,0.0072733775672271,0.0099939408142171,0.0197654284780239,0.0374589872988906,0.0267385462266553,0.0354352762396025,0.19017132563419,0.0223636651383762,0.0276565896492738,0.0335147590371464,0.0398518193228835,0.0466441488282637,0.0540498601482663,0.0625715604732555,0.073238514853416
3,Sumter County,28.70869529,-82.19247661,0.0152684844181239,0.0239978805977186,0.0369659791695241,0.0559421681471065,0.0832854179732849,0.1220599146214024,0.1761456961396152,0.2503409474883135,0.3504592437772088,0.4834354529270231,0.6574648131673752,1.711490820494338,1.3359070223799996,1.6332909510763507,2.183535287915724,3.736046702266575,5.776173342145116,7.986310449186048,12.33359727162733,4.128841045771826,5.180427373358771,6.357283468976791,7.625603116258587,8.939065037731078,10.247264754252967,11.50971579478636,12.712153098046072
4,Palm Beach County,26.67709172,-80.56373053,0.0077871167420407,0.0118454122639847,0.0176056801037393,0.0256399081436999,0.0366623052231498,0.0515504811049383,0.0713740103109531,0.0974403676262982,0.1313756367398478,0.1752676543778676,0.2319102479329136,0.8779719511602755,0.3554947084365977,0.4698394740926589,0.7100826309363476,1.2359849850754812,1.2441977597825484,1.7373275135352535,6.035314277873269,2.289484773652589,3.1179140807950803,4.183219027168651,5.532742067715363,7.2183692141052225,9.295722078197054,11.82162893442525,14.847693915368437
5,Midland County,43.57419001,-84.55437763,0.0003122475354056,0.0006167337917544,0.0011550999604505,0.0020654210743196,0.0035473385780768,0.0058851061405409,0.0094802793495485,0.0148972520641432,0.0229245423099259,0.0346539388220286,0.0515783130847213,0.0757071665602432,0.1096971331676928,0.1569933849773187,0.3878588983607824,0.828403223681157,0.5264723325476968,0.7522278763335029,1.8135766519463297,0.8081735441289928,1.1315275764526749,1.5595177511940406,2.1170954069673917,2.832239486841109,3.735018896025371,4.855482313163999,6.21955444450664
6,Cass County,42.06225929,-85.90993949,3.369849651147594e-05,6.612821846134911e-05,0.0001221378135296,0.0002143073063092,0.0003598561934511,0.000581634646095,0.0009090917671406,0.0013790829526452,0.0020362882048378,0.0029328897197749,0.00412700865027,0.0056792603409163,0.0076467293939162,0.0100738290531262,0.0257461493131819,0.0562324926486854,0.0813984110696511,0.1158924666436358,0.0187455824792521,0.0051397492222618,0.0078340922180327,0.0122423780187038,0.0195444457610967,0.0316739842642965,0.0517270139962325,0.0845465956614334,0.1375391143500163
7,Cass County,40.72939342,-86.25965362,0.0010974789310135,0.0018251926273369,0.0029447694288265,0.0046226090942898,0.0070756402061343,0.0105783646388345,0.0154675034066209,0.0221425421987301,0.0310602586708369,0.0427213921174429,0.0576481166224159,0.0763518485252016,0.1639045145378902,0.1779513950257127,0.2828664852067141,0.6335282510186607,0.4951379505468429,0.6940415273383631,0.6853450299035222,0.1405916929127829,0.1743163269051833,0.2110328703937425,0.2491999505085212,0.286849937773458,0.3219243399973021,0.352791315544559,0.3788063516711581
8,Hamilton County,39.94240296,-86.10103966,0.0020806974358703,0.0037710807193974,0.0065054182016501,0.0107575983205854,0.0171513812987233,0.0264926004293463,0.0398075771214519,0.0583875444751001,0.0838364544185633,0.1181163374767115,0.1635810537120139,0.2229873033183323,0.316703991255956,0.4101450728717735,1.8323883137667043,4.788195131644666,0.4419515270363242,0.6638327387395244,0.7266354125262499,0.9217399425937765,1.3412778134713503,1.9138408779147196,2.6804350429496826,3.6871687267136144,4.982864360944854,6.614482191027459,8.619475804213062
9,Lawrence County,38.87073858,-86.34789005,0.0001372164270277,0.0002852119056778,0.0005562946215927,0.0010270806496894,0.0018080035785768,0.0030527255530743,0.0049684591487312,0.0078266022981175,0.0119725772999318,0.0178329950133397,0.0259171868365133,0.0368087662054921,0.0511413350338513,0.0695511203953894,0.1293142983431726,0.2353689988320029,0.4179841180172962,0.5843731566464586,0.6951657328211175,0.1221251354008705,0.1506243084865611,0.1812514744407882,0.212537097662712,0.2426567337698468,0.2697507577745343,0.292402831632312,0.3101442859837383
10,McLean County,37.49153121,-87.22032662,4.927160003822712e-06,1.025839827189209e-05,2.0077364892327e-05,3.72015968679092e-05,6.568344030680426e-05,0.0001111384243955,0.0001810958925803,0.0002853465835224,0.0004362429268603,0.0006488804539552,0.0009410539465713,0.0013328476179094,0.0018457062622187,0.0025008879456787,0.0052125787830825,0.0102312190691578,0.0087392894462659,0.0119016709946659,0.0450391472821288,0.0044706971543866,0.0062206055645806,0.0090345963466812,0.0137732717263169,0.0219438721808065,0.0360937855582061,0.0603861751923876,0.1014167642768916
11,Jessamine County,37.83050346,-84.51931615,3.519364968573247e-05,7.64671729946833e-05,0.0001538721250705,0.0002905417612018,0.0005201502581892,0.0008902783229114,0.0014666537331448,0.0023385526581821,0.0036256282744013,0.0054863023538329,0.0081276070684747,0.0118159975741968,0.0168882019930909,0.0237607339838618,0.0348573534886062,0.0510087344537882,0.1656359761921053,0.2349653717360314,0.3033921670810802,0.0840547840579939,0.117651915267457,0.1624085399851293,0.2212329623252559,0.2975710335122952,0.3954312165604892,0.5193348337107366,0.6741160924298519
12,state,33.03174695,-116.7176058,0.0452936253337247,0.0685440868815415,0.1009020318082353,0.1448170835134902,0.2029584623253052,0.27802533004924,0.3724506725793541,0.488000932299526,0.6253119701877584,0.7834609149058183,0.9597429284173472,4.550316765028252,0.9184565426583186,1.088597969977509,3.097191848761621,7.6082459406721,3.0564897564462186,4.311788873280788,3.431688130107419,0.875925312556235,1.1401955153773553,1.4597232051643907,1.8389845790713224,2.281937861562757,2.792786055925269,3.376910845462056,4.041141903528332
13,Knott County,37.37099172,-82.8503912,1.821245783987816e-06,3.840291952249996e-06,7.60338637356697e-06,1.423218030639014e-05,2.535056902261689e-05,4.322139813559144e-05,7.089371993717665e-05,0.0001123509262681,0.0001726425595479,0.0002579712333425,0.0003756900078073,0.0005341446920052,0.0007422718041282,0.0010088420606764,0.0020405105598806,0.0039284582996461,0.0029853037709352,0.0039753745192766,0.0198403515635488,0.0015782053744878,0.0018792677166107,0.0021834192192233,0.0024832783551977,0.0027883581653465,0.0031446739330525,0.0036627354266321,0.0045534055862364
14,Cuyahoga County,41.28166353,-81.83937601,0.0017108302657634,0.0027264929774407,0.0042084930217317,0.0063136456215669,0.0092293223348904,0.0131700003718877,0.0183682583206956,0.0250585066662604,0.033452438893067,0.0437069195812739,0.0558880533469466,0.0708892948131187,0.2072994679792273,0.1989563122389988,0.1959957279509836,0.4704498175996162,0.1685483947077525,0.2332241838610421,0.5006487515170521,0.0643937063580596,0.0801070139462205,0.09754037183988,0.11625914689239,0.135781178459244,0.1557694211254817,0.1762883378602684,0.1980409676408093
15,Delaware County,40.17734323,-82.81856565,0.0083245641913021,0.0126926652411735,0.0187777593810185,0.027026233260026,0.0379126486544572,0.0518983209009746,0.0693672308486295,0.0905380350434094,0.1153579111977863,0.1433958141504551,0.173768688764439,0.6168338165394349,0.4147237151685855,0.3910580454757688,0.3985130801825198,1.0092164750416233,0.2029702573894788,0.2873456721780628,0.3897001255214586,0.1552266210463176,0.2114221405851063,0.2833036508713806,0.3735832203548002,0.4848317503384913,0.6191376839000212,0.777572317547311,0.9593837441023036
16,Greene County,39.78941957,-83.9413805,0.0010865900000403,0.001674742008918,0.0025054630844742,0.003648460644396,0.0051819012564203,0.0071881191206183,0.0097462580264438,0.0129214429808141,0.0167508503752778,0.0212284258768269,0.0262919342639084,0.0771349267090399,0.0677491478029937,0.0657287417248358,0.0869351621297749,0.2199792909545991,0.0303670748257411,0.0416273396678503,0.0798411623236787,0.0304984315815626,0.0384942963925568,0.0476390484224917,0.0578545242153471,0.0690885188467338,0.081451097897817,0.0954336422105509,0.1122067467851384
17,Clermont County,39.20877458,-84.23150769,0.0005683308896401,0.0009284654317094,0.0014807409350365,0.002314491708615,0.0035542200405166,0.0053698575171801,0.0079888890335072,0.0117105477144525,0.016922384238243,0.0241197612919379,0.0339292418465299,0.0471372830280517,0.102240837384385,0.1175991070945618,0.1720481667578279,0.3551294495388493,0.1838605122129085,0.2535525365119913,0.3457712826791935,0.4014250552302273,0.5233324208763526,0.6703821380578878,0.8441027330956555,1.0454730516787003,1.2753191406837614,1.5350263409493046,1.8273280822945128
18,Allegheny County,40.37731547,-79.86635294,0.0035732433941214,0.0056574528290455,0.0086676386124643,0.0128948555933757,0.0186761511287852,0.026382208946965,0.0363929385594375,0.0490577842845307,0.0646392553982396,0.0832421807009532,0.1047380203626623,0.1425732685837012,0.3960356537547931,0.371511368549913,0.3926953883660556,1.0093222207872274,0.1524441578319267,0.213665772872347,0.2623085519482591,0.0814733393430605,0.1060119119451916,0.135627819068051,0.1706934813811832,0.2115182417420936,0.2584280114774993,0.3118788560721617,0.3725385177192306
19,Upshur County,38.8763551,-80.19443111,0.0004404676167421,0.0008189831395691,0.0014437499988655,0.0024326690127925,0.0039424703553057,0.0061754844998162,0.0093853133336678,0.0138798112462519,0.0200189047049695,0.0282036551152128,0.0388517311564909,0.0523534552113916,0.0690025415280639,0.0888977660983028,0.4070970802629415,1.0596498684709963,0.1536713961829651,0.2167251127530839,0.1596017395180523,0.0288038864728726,0.0368738713391416,0.0466879784092557,0.0587076847290021,0.0737429311727837,0.0932228074420346,0.1195812701490548,0.1567572901257937
20,Boone County,38.05258266,-81.7519919,4.656491717021098e-05,8.614452428310954e-05,0.0001510829615129,0.0002532590465274,0.0004083313560108,0.0006363431899801,0.0009622030160098,0.0014158923257401,0.0020321703711586,0.0028494388225235,0.0039073163270922,0.0052423961092311,0.006881703127645,0.0088336696342226,0.0431219983982666,0.1136711499042871,0.01090097701997,0.0155784614084866,0.0100432967869326,0.0033213945378671,0.0051209114835318,0.0078990951548521,0.0121942593928097,0.0188335293128919,0.0290728531410544,0.0447925593234473,0.0687642389404415
21,Wythe County,37.06277512,-80.92007066,4.76457839844097e-05,9.074940206827588e-05,0.0001639493653,0.0002830654847353,0.0004698347713012,0.0007532668144732,0.0011710673157233,0.0017710430268861,0.0026123186181401,0.0037660662252567,0.0053152814131317,0.0073529657001027,0.0099779654580074,0.0132877987215069,0.0464291541947112,0.1130782348078139,0.0354545284604859,0.0496627879309707,0.0989528805264688,0.0220313087614295,0.0298333242235516,0.039919726738776,0.0528451826937395,0.0693132756055638,0.0902383782175815,0.1168181286229385,0.1505966583921843
22,Clinton County,41.3405889,-78.01141702,0.0004730328911124,0.0007615251484315,0.0011865943242149,0.0017955371838804,0.0026452677124339,0.0038015509392507,0.0053366787079305,0.00732503106168,0.0098360706494853,0.0129246536564797,0.0166191791646838,0.0248358369857582,0.0514031871878511,0.0511456165172738,0.0972409409029788,0.2541087581006085,0.0228517614658836,0.0318360325464182,0.0513924674425612,0.0095663832003389,0.012138945218338,0.0151112194414427,0.01846032579784,0.0221518471021275,0.0261578438564812,0.030481391270145,0.0351772135681808
23,Lander County,39.59882101,-116.7842291,0.0040094314599703,0.0064111343103843,0.009968895063368,0.0151288454545697,0.0224651138158237,0.0326959461295442,0.0466927025243408,0.0654784118390383,0.090213992269666,0.1221736970299001,0.1627171486392346,0.2261930151495365,0.552355260453599,0.5693255939641139,0.5441111023273605,1.0954115764443348,0.8312046159432736,1.1390322177557377,2.012870271850263,0.8319287489129266,1.042270479821222,1.2762927175082213,1.5261361312269122,1.780887957306785,2.0281253142186104,2.256614406250576,2.459552020271655
24,Franklin County,39.90665131,-77.895377,0.0004084465581714,0.0006509853097088,0.0010055352735661,0.0015097304105191,0.0022083342728211,0.0031523480890116,0.0043968301973882,0.0059970275805004,0.008002544264119,0.0104495832444321,0.0133518279024812,0.0263499413929559,0.0356903245026661,0.03615006146425,0.0810317805843743,0.213729365486356,0.01516320779761,0.0213096656586464,0.0214801636996458,0.0048908101329705,0.0062826363529526,0.0079279508634708,0.0098319582014721,0.0119951582421457,0.0144203668103672,0.0171222879350554,0.0201348307192816
25,Allegany County,39.55126096,-79.01946377,0.0031887540432903,0.0052980857118192,0.0085107200861708,0.0132634160502849,0.0201079164619529,0.029718890979377,0.0428920294852595,0.0605268734173436,0.0835883119403257,0.1130410087657094,0.1497529435602511,0.1943680023859426,0.4202353065751951,0.4447841157334969,0.957541993279485,2.4028229295052705,0.8691073454411645,1.2296082924625145,0.4199784509064301,0.1288595765295752,0.1589685266388795,0.1911192843486762,0.2235056098296498,0.2537844478147575,0.27938086649296,0.2980042849105118,0.3082701332843864
