,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27
0,Snohomish County,47.82099062,-121.4522522,0.0024364999705961,0.0039927118864777,0.0063472497711273,0.009819377190937801,0.014817377847601301,0.021847676290233,0.0315190004587496,0.0445399301741169,0.062100797256541204,0.08385850746569129,0.2264275602922117,0.2434414812329484,0.2296616258253211,0.42836248256388443,0.4210166308252173,0.888112117193071,0.7021022246654998,0.8270001482857351,0.7940666234569889,0.8288872171662547,0.9244460938623642,0.7895860269197568,1.3128962752307403,1.2537645620569606,1.620844245414418,2.237541028642763,2.5940438613423877
1,state,35.12010447,-117.1590386,0.558827901703612,0.8918892272298005,1.3842153501981693,2.093709692252036,3.0916795823463854,4.462896792741729,6.304208644042681,8.72120501296759,24.150205979985785,14.521290481933685,26.691494035487093,47.978588041944384,30.821964029557005,89.23568257650473,95.98646461287782,230.321213492499,107.04429607589503,101.71507373025875,56.21515583786101,78.22089380689296,73.93061202954895,27.181712754707547,53.3998322797915,31.46967333466873,36.03934492485722,52.54674712920411,41.273568311771356
2,Warren County,38.79110825,-78.25771359,2.9771450866678743e-05,6.55966633867674e-05,0.0001347833083572122,0.0002602439109976,0.000475808605227,0.0008294669424862,0.0013870081080379999,0.0022359204889141,0.0034892677390032,0.0052890312878917,0.0078080748827206,0.0112494318969245,0.015841057760118397,0.0273783121088307,0.0353292329588189,0.0580919735739753,0.056707086226442896,0.06892916723406589,0.231615436565781,0.0787237123219918,0.0911921606416614,0.0975790655946519,0.243248751615554,0.0925772185948003,0.1046302007231491,0.1912607414226941,0.110280993500482
3,Sumter County,28.70869529,-82.19247661,0.026492188389388202,0.0421529153916013,0.0658029896751224,0.1009873326510754,0.1525094076542812,0.22670212216877428,0.3316963167077946,0.4776758954927207,1.2809487823054817,0.8866931544795362,1.7687720804768179,2.9664276420333953,2.3109821608411334,3.3905997999957256,4.000898550911738,6.164757995864101,9.186108261479786,12.026143120178588,17.393191865988026,13.207883569272784,14.835749064835815,13.872531850300577,23.28951423802785,17.05870199508456,19.320102168071138,25.287064816339004,22.037188645974744
4,Palm Beach County,26.67709172,-80.56373053,0.0123271144845286,0.0189310406743099,0.028467891708092802,0.0420323150519695,0.061042393348132704,0.0873052323063162,0.1230998836320818,0.17129302768828708,0.652572093800027,0.2801419246183113,0.4879191933371927,1.186892859195913,0.6496140871375196,1.0114767546074148,1.2967349352399422,2.051433406203242,2.4279645684928326,3.2273384316456877,8.007529921494864,5.025758460543031,6.542037809325459,8.278208727599576,14.019194793292465,12.783046125393124,16.31465064491733,22.449036187003756,25.078763279673694
5,Midland County,43.57419001,-84.55437763,0.0005158035697961,0.0010440606192006,0.0020002321549954,0.0036496661455698,0.0063801339950501,0.0107470422646407,0.017536100582473,0.0278488867049878,0.0432160820846277,0.0657414988425888,0.0982772617289638,0.14462668795446582,0.2097669491027851,0.44591599762374357,0.5784996992744043,1.0954856107687179,0.9797107989143751,1.2437810850821105,2.4755386338566527,1.8521622798576305,2.413474319730248,2.991039909937344,4.927238868380238,4.988089421290938,6.539154082217269,8.988957003369276,10.61979876755355
6,Cass County,42.06225929,-85.90993949,6.067854978118232e-05,0.00012029666768780136,0.0002240857226127,0.0003960129424759,0.0006690258913904,0.0010870119995052,0.0017067341977074,0.0025994852566192,0.003852032023481,0.005566183103965601,0.0078560218030357,0.0108415557906056,0.0146373781479865,0.03055861630862,0.036902649589659,0.07043514260029429,0.1055617382737461,0.13653485255946,0.0432431796164783,0.09917001787984141,0.09184689156884851,0.0248302683656729,0.0494801236877496,0.0562020130960721,0.0910802445148304,0.15468632601885518,0.23833798796326733
7,Cass County,40.72939342,-86.25965362,0.0022920116950783,0.0037787697691896,0.0060504787612747,0.0094356344792311,0.014361153252404401,0.0213652815759006,0.0311053409131831,0.0443570360712459,0.0620018989552209,0.08500003504296649,0.2225140697489114,0.2416581747644147,0.23357056310202012,0.401515494560323,0.3977721145019615,0.7834075970726833,0.7612174785268222,0.9228968365938877,0.9640703415109357,0.804895603353091,0.8174554009761067,0.5133446627962025,1.0298095347784122,0.5547221462949712,0.612488011399376,0.9033972528498762,0.6134190827117605
8,Hamilton County,39.94240296,-86.10103966,0.0031409152442051,0.0056279232292456,0.0096218638419125,0.0157973344879172,0.0250407962201291,0.0384980160548147,0.0576334744340461,0.0843034116368494,0.1208412645296663,0.17015037520852141,0.26463960410975307,0.3462506240598674,0.44415582713062907,1.7450164430603594,1.9796990596985982,4.9996480578776215,1.415807195216283,1.0071480057938653,1.230880421123219,1.7953835634876767,2.491125303356337,3.31059065917586,4.710358016336478,6.339570623089342,8.565270456487134,11.41355277387736,14.798782818303808
9,Lawrence County,38.87073858,-86.34789005,0.0002678479937593,0.0005655879189495,0.0011171715745846,0.002083542504722,0.0036974992914250004,0.0062837603109197,0.01028095443197,0.0162642798163512,0.0249664998402084,0.0372933154258029,0.054326844601665,0.07730793761397581,0.1075846062145471,0.17878953262546898,0.2295679557420792,0.3665244564654211,0.6044055313411082,0.7914909098747758,0.9474229168744186,0.6963464459891144,0.7111210416364635,0.4636211776730012,0.9867030811548347,0.4761855552457952,0.5205917334662903,0.8083192335590919,0.49181333757917617
10,McLean County,37.49153121,-87.22032662,9.128378428144206e-06,1.9593066316366783e-05,3.9312941812070266e-05,7.432893010893454e-05,0.00013341103078152135,0.0002288070813163,0.00037705257661779996,0.0005997908816499,0.0009245131230695,0.0013850675887399,0.0020217093649976,0.0028803737572873,0.0040107977490944,0.007129339985986799,0.009053203951968899,0.015280475459908502,0.0162034838951575,0.0199770105772964,0.055036646439522705,0.0206239295945067,0.024018484446257697,0.0252478582209877,0.0661006160211559,0.041012578386669704,0.0653859659936704,0.1248489423948558,0.17171119269189028
11,Jessamine County,37.83050346,-84.51931615,7.796117379918634e-05,0.00017001866761929144,0.0003430533399051,0.000648891152906,0.0011625905073168,0.0019893751100181,0.0032730248566361997,0.0052060896355204,0.0080421800041249,0.012110240394672699,0.0178301046651915,0.0257277669511754,0.0364477441750749,0.052447655376353,0.0713435592851786,0.09966119734332851,0.2303881707422552,0.3170248110684755,0.4073743343812656,0.3179020384983328,0.358959428018078,0.317669051635335,0.6044693315181477,0.4998026409806061,0.6603359062983944,0.9680915426606886,1.086448679197653
12,state,33.03174695,-116.7176058,0.0695843991682323,0.105552885608209,0.1557967138351359,0.22427691188082172,0.31538382278593924,0.4336710420109925,0.5834270672003934,0.7680855901945882,3.4655062723607717,1.0083083270269277,1.5986353803134217,5.240879591242534,1.3801913449612961,3.451999993543805,3.7718716859392143,8.485013219771659,5.183722363708094,5.575418423445268,4.97930222113689,4.852512764724168,4.9705635332998135,3.13425822323803,5.930281752244115,4.053502796258239,4.878517665228733,6.983770522491808,6.463030206425259
13,Knott County,37.37099172,-82.8503912,3.398313223256997e-06,7.411710288903236e-06,1.5075544305779565e-05,2.8830039251018587e-05,5.224000663009461e-05,9.030973594482652e-05,0.00014982605323423333,0.0002397099164071,0.00037134078215689996,0.0005587931187251,0.0008188884529026,0.0011709181805355999,0.0016358347761740999,0.0028494328383644,0.0036388563955874,0.0060313888901866,0.0060448979429897996,0.0073235519274477,0.0239367663974316,0.0074947992180259,0.008315169419043901,0.0080508809712611,0.0230875468358844,0.0061899351465059,0.0067815011608911,0.015476361887523899,0.0063908512672135
14,Cuyahoga County,41.28166353,-81.83937601,0.0036905097076478,0.0058478086924010995,0.008976280890336402,0.0133939899405799,0.0194773114583799,0.027651647353485298,0.038370048991125505,0.0520763517533926,0.0698429810539231,0.0897769145071408,0.3180421623767271,0.3137442370669105,0.243515093307805,0.3529072429506301,0.2525526979894692,0.5443884374555609,0.3239754517070501,0.3438570659578887,0.6361794682131265,0.32292803833627237,0.3435936425981932,0.272298607575219,0.6560547886567442,0.2658613691735817,0.2981544093273003,0.5207521972400692,0.2982840525175827
15,Delaware County,40.17734323,-82.81856565,0.014756243522193,0.0225620602160648,0.033454591344322396,0.0482403758557302,0.0677775151493157,0.0928999114877931,0.1242989298752989,0.1623590356748393,0.506716415679765,0.228295610399955,0.7053013792120181,1.100540478672161,0.45622449188677533,0.6845289206456109,0.4526116991001361,1.0801386668644504,0.432193514185582,0.38548791190773096,0.5130195361967133,0.41816952653665873,0.48211495592490505,0.45966005051527836,0.7998952026780337,0.6898011417905425,0.8707960578483795,1.2012967553547522,1.2881602517119264
16,Greene County,39.78941957,-83.9413805,0.0019720002686141,0.0030426486248226,0.0045542529245090994,0.0066327362922098,0.0094188683624339,0.0130601773026431,0.0176970949679219,0.023442514624801,0.0633520526408244,0.0352243366681211,0.10829249838842389,0.1526706643157475,0.07751334995647169,0.1309326373152807,0.1003700259884331,0.2377946474859661,0.0836738566096745,0.0674128070187059,0.1124493517389086,0.0825290915790481,0.0963831209056535,0.1006935144940823,0.1628052966932906,0.1296622864073761,0.15070048104411599,0.1976544137205502,0.19301689946145167
17,Clermont County,39.20877458,-84.23150769,0.0011938571582852,0.0019289445734034997,0.0030431024543740998,0.0047070889815356,0.0071571981124384995,0.0107135703115162,0.0158013477289504,0.0229749486631107,0.0329460874283289,0.0466169429514812,0.127924634762152,0.142505027589984,0.1445342203335048,0.2380112476555306,0.2541889564463296,0.47031440999259766,0.3767287977043381,0.4635260140869547,0.6252065001977238,0.7821374353818218,1.003634364310785,1.2533912799022362,1.5988839312385075,1.9148829968955696,2.3162746002931263,2.7817268125580026,3.254077172448624
