name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26
"Snohomish County, Washington",47.82099062,-121.4522522,0.37771524128066325,0.2465946590761625,0.3778594882925137,0.5649080402234824,0.8254639868363569,1.180527690695219,1.6540975887886349,2.2999791708553228,3.06078696740473,12.628745112583353,12.904097540088628,4.547628361304951,19.675481398734053,7.135128185015933,9.405237281476664,20.06926839828504,14.459824193541372,18.103022868497785,45.12974984596903,44.1838084509612,23.43221572968276,48.05747502219772,30.785392007890263,38.10529981122963,56.76248972990044,53.33239549262126
"San Bernardino, California",35.12010447,-117.1590386,63.10776125043712,39.8448214466792,60.49066727374761,89.63709259710603,129.82962332335268,183.996631750495,255.35676286602725,1210.9037227728472,379.5085826641531,1077.46356083421,1177.51280781767,724.20772878473,5245.846615238206,883.6371808933059,1123.0141084856557,3907.119936360439,1379.6019162155008,1643.2401557471132,5532.785565252785,4892.366897359612,1004.1863072304492,2588.889593150898,953.393887349187,1079.8746931734763,1959.832046699176,1071.2465812954092
"Warren County, Virginia",38.79110825,-78.25771359,0.0038617304014816247,0.0046712603599796,0.0091362293322656,0.0168914120662591,0.0297752815756024,0.0504112444239663,0.0824790606990644,0.13106317829654,0.2030848777646009,0.3078152103241432,0.4574505713691559,0.6677124091422162,1.419379416169307,1.3192424459601575,1.84243412204338,2.8033536386495594,3.399838353914122,4.545153593304291,6.508678627786577,8.176987365354208,9.795168575021908,21.328120306121267,13.766993850118885,17.8476777026841,27.53396135918997,27.47127858764624
"Sumter County, Florida",28.70869529,-82.19247661,3.292265639011122,2.114822726721836,3.2882493436409628,5.024180591167728,7.546485718426035,11.146032619355688,16.193221427253757,65.45492248848392,28.50791723327382,80.73931748758416,92.56464204034204,68.06154869217842,128.70785787334216,128.82659019711983,174.44779023960942,251.3528958083627,300.2755731343286,385.0254746793681,718.9020237728076,776.9379249760731,642.5572406821158,1253.2764572470237,841.3877973117702,1025.394031790273,1480.9731297754358,1392.7234187328909
"Palm Beach County, Florida",26.67709172,-80.56373053,1.3097985104377792,0.7725190600214255,1.161017992533726,1.718021552732054,2.504922415962845,3.600385090273017,5.1039496703476415,36.359001043176136,7.046047110706905,17.888432382237916,21.52503788958084,18.902688039466405,36.86647884059702,37.018130257923225,51.10610690699536,75.14183616317999,91.81211342882516,120.5620796763552,169.27735379805353,208.044794656929,242.24757271716663,524.5211193897287,316.18150524353416,396.1944413642588,609.6525800299635,565.2987430010543
"Midland County, Michigan",43.57419001,-84.55437763,0.060051859709128186,0.0630914232717977,0.1166916688207004,0.2061754003380556,0.3498677551571934,0.5729684430294728,0.909348465608543,1.40358343390867,2.113115801375136,3.110325122533796,4.484134420737863,6.340604683168039,20.904391233451747,11.092918286404856,15.01151230234926,27.03592122740843,25.22303526169641,32.53610935207443,54.60380096873427,61.55742983263579,58.23335821669895,135.46722619757247,72.56279543469063,91.02674436065963,146.76083428749226,128.45414005682974
"Cass County, Michigan",42.06225929,-85.90993949,0.008194762514564302,0.0081984013553834,0.0146678129265605,0.0252767297222123,0.0424506482630465,0.0702041896015406,0.1152480961941127,0.188695864197526,0.3085491497289305,0.503148810391624,0.8157808542662938,1.3106250052295754,3.0116360002926528,3.184725591510755,4.930414254047694,8.045964358109527,11.151212472015706,16.41891099625543,29.095004805975545,37.93587189894553,45.66607169258073,64.72369856107984,87.78226559866965,118.74201525615346,158.2109707785757,205.7689647721565
"Cass County, Indiana",40.72939342,-86.25965362,0.3597775992959887,0.2386895704494673,0.3691748788150851,0.557374208313503,0.8227167038131249,1.1886387253728794,1.6824314088633554,2.3346632259084266,3.1781178832907284,12.35290612635178,12.787800815663516,5.113731250148236,17.639312506562497,8.318328756463051,10.860085776608914,20.150584962307853,16.566198461944825,20.287590750953395,51.29934521837294,48.7966163627235,22.269976088402064,55.35191136029168,22.804577439192144,26.534800824902312,45.96476144182966,29.56486735662937
"Hamilton County, Indiana",39.94240296,-86.10103966,0.3276764951566086,0.2541638401121355,0.4112951869561952,0.6438493683321332,0.9785624126120304,1.4482772386076,2.0921980740955264,2.95558263032383,4.088526590864877,7.70518596285361,9.294979843992506,9.060337110757107,108.07035232933742,7.578680795890387,9.847549289960307,68.94559057094818,9.106505665220515,12.345872160695166,28.335794465200976,30.966693934067614,24.78820889193968,39.31336848604981,44.3621413480489,59.35800118609734,81.03109328468774,100.28393078306686
"Lawrence County, Indiana",38.87073858,-86.34789005,0.03848581300759338,0.0423867503796402,0.0790740108148781,0.1402288766873151,0.2380130526659343,0.388811218012637,0.6140675481874072,0.941064800375176,1.4035000202533208,2.04162405707819,2.901599229402099,4.033600480464791,8.166806513301902,7.108239608941676,9.29032051292502,13.440200651615672,14.635242884236414,17.84322935237563,43.50073439523888,41.43326920716199,19.410624612591832,52.72481268782097,17.423832019595192,19.62887355220456,37.8754736965176,18.46132207988626
