name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26
"Snohomish County, Washington",47.82099062,-121.4522522,0.029867628249946997,0.020790802846013,0.0326874241478974,0.0500643198982927,0.0748547528561039,0.1094480632951043,0.1567224509565243,0.2247157797956467,0.3028503871099803,0.9432617858672764,1.0914572513122485,0.5716897119967126,2.155172950978238,0.916588317909959,1.2053334203341983,5.536299637657018,1.500539296061213,1.9490172292402987,3.9515121792574246,5.1021964974449485,3.23863305930995,5.557934889398043,4.977945200888016,6.351712458622785,8.865708880991034,9.701511527260015
"San Bernardino, California",35.12010447,-117.1590386,8.567877655564695,5.481635966960056,8.372575105416644,12.476335466462729,18.16391210607432,25.865821308894823,36.06097171592534,195.83512638863843,51.79253294040304,105.75271114558272,130.0320587052283,113.12602703174878,586.6048856150803,152.2708285181838,189.74216709455487,1495.023869589333,119.74157507057664,144.69143738734863,401.4641249684082,505.2213150428881,109.28032096062051,234.2932020628022,127.2837870228895,150.14497073821138,239.10008603053737,180.1347326445283
"Warren County, Virginia",38.79110825,-78.25771359,0.00044545251259506046,0.0004920815279427,0.0009310164336042,0.0016807192905375,0.0029163568798756,0.0048964609710619,0.0080002311054965,0.0127797604235943,0.0200304665145374,0.03088241037518,0.0469141343438233,0.0702891767804427,0.1510902771059335,0.1480678976565851,0.2141459961384605,0.4411005960094905,0.4137744442089346,0.5795794791115201,0.8336873099392024,1.1355284939073558,1.4527140685698812,2.5793460625883555,2.408534539553784,3.190369775807808,4.561891663653249,5.23328802434222
"Sumter County, Florida",28.70869529,-82.19247661,0.3730038885511975,0.2295898054472531,0.3512848173542965,0.5290817222762655,0.7849941156898255,1.1479744405124872,1.6556515753523589,9.536313064089637,2.6195443819748747,6.313249994952431,8.028797198762609,7.065778856507964,13.478143518342316,13.862963654646016,19.163370744670765,35.84569599574485,33.7036617158809,44.66480148951904,73.18515888930378,94.89694852222762,87.90740210826317,145.75026453311372,132.70907399785878,166.83123902871648,228.10291532759584,247.69673044525723
"Palm Beach County, Florida",26.67709172,-80.56373053,0.1874935481511213,0.1057854414632123,0.1552213679867728,0.223879334967655,0.3178949228404619,0.444980137730822,0.6148529478844489,5.798880874894412,0.657405063989158,1.454781171377896,1.929044852960707,1.9711053842467616,3.887001392226945,4.046418855273965,5.736852934460193,10.925346077452948,10.673637818712592,14.567857620415325,20.459731664756955,27.144744343972103,33.589717797517494,59.84855963326472,52.11114659130621,67.24270255745105,95.74592248082004,104.62839193776654
"Midland County, Michigan",43.57419001,-84.55437763,0.008552098144026573,0.0083511362523234,0.0149299148640214,0.0256265078428001,0.0424487684791742,0.0681593820124464,0.1064991122397326,0.162458280565708,0.2425926956791914,0.3553694310705029,0.511514151327956,0.724317594184443,2.248450518261862,1.2939805032300804,1.7680522500103568,5.940591357651881,2.734618168510337,3.675935895041768,5.722782451113709,7.513850093014779,7.835754435182674,14.771400597473647,11.916679716984152,15.430636412122553,22.599185901158464,24.029363443615928
"Cass County, Michigan",42.06225929,-85.90993949,0.0009259557342471765,0.000897567760437,0.0015929586287735,0.0027466944642589,0.0046708031901358,0.0079329858275368,0.0135602920700707,0.0233595457023996,0.0403913306807999,0.0696370089304488,0.118900098898956,0.1999844253779912,0.4255134241650017,0.5270184584673343,0.8377919596365123,1.5772249159512035,1.9527619172233408,2.9300384273895155,4.649000101331098,6.679152473238276,8.674889445744483,12.225049133772112,16.753765400891,22.68840766721957,30.21999104768564,39.42064858584212
"Cass County, Indiana",40.72939342,-86.25965362,0.027689814781706006,0.0194582988899206,0.0307907666922554,0.0474848028579699,0.0714963056432505,0.1052561816576361,0.1516989140481552,0.2142590353340803,0.296823346374697,0.9074167928221232,1.054218660826196,0.5709104495735636,1.866280200795543,0.9287423144798326,1.2086896722136624,4.698664576105824,1.5441061859502214,1.934813392677912,4.097122714910818,5.166453977099439,2.5610521240137127,5.246723181276435,3.2290320919042856,3.915505240204233,6.010419158140495,5.145079777369897
"Hamilton County, Indiana",39.94240296,-86.10103966,0.055611319371579385,0.0464401857414507,0.0769401285209933,0.122836076852072,0.1898497948918696,0.285102809805996,0.4172178450941406,0.5963069912186354,0.8337620964997904,1.2760781737596003,1.6695397443527045,1.978852722840286,12.420757372034688,2.4983457265058258,3.1399709322009666,32.206232580167665,1.2553321129050936,1.7879120294729025,3.262831095056689,4.495320610786475,4.437859758998235,6.545190369856367,8.294784688405644,11.165479595752425,15.022440444913691,19.144391856094625
"Lawrence County, Indiana",38.87073858,-86.34789005,0.003813490320852321,0.0040599971244315,0.0074886264837261,0.013169886309167,0.0222186609532219,0.036141611254396,0.0569197258046045,0.0870890108492149,0.1298070572086961,0.1888855502561627,0.2687589320437165,0.3743483953831638,0.7849178148390358,0.6622448083114831,0.870085057814264,1.9072089051951784,1.3145061388022667,1.63079481928139,3.397127305162669,4.246338092085838,2.043116699931605,4.636570639872873,2.280072817272905,2.6820241226308257,4.4853291087738425,3.1330609699928864
"McLean County, Kentucky",37.49153121,-87.22032662,0.00013690322712531228,0.0001508830804294,0.0003051188021337,0.0006430544123345,0.0014245180822403,0.0032378423766733,0.0073026396968414,0.0159538736544328,0.0333665699046593,0.0665860459709032,0.1269329344081632,0.2318550326060515,0.4214489808245665,0.6895984046438134,1.1331428933060217,1.849489695195789,2.8077073780651083,4.264600480454474,6.356345893822418,9.249586337454796,13.157904713546984,18.606225019296648,25.38271000055361,34.37432794451112,45.82879582009715,59.71442969433896
"Jessamine County, Kentucky",37.83050346,-84.51931615,0.0009899286312169866,0.0011364915621186,0.0021701228369522,0.0039901998607366,0.0071750977977456,0.0127668543805869,0.0226244452284141,0.0399745887020558,0.0702214682758981,0.1220806672260191,0.2091045956690734,0.351666417162756,0.5938091742762648,0.9335397331111848,1.474085409039796,2.3201599646354216,3.4473474746817736,5.123899669460897,8.01386803580135,11.440796147779146,14.863965591648284,21.63532978686971,28.21054105986054,38.11668053162238,51.17257791463506,65.82787099222249
