product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
PV Module,"Gila County, Arizona",34.183878,-111.605691,1,1043.1919571396388,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,2,635.1475282263033,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,3,938.0848234518934,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,4,1348.3910171894743,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,5,1889.5137976371784,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,6,2584.086656504568,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,7,3450.609352143663,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,8,5268.126672702451,301.58
PV Module,"Gila County, Arizona",34.183878,-111.605691,9,5650.134529034386,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,10,33139.848755122,297.24
PV Module,"Gila County, Arizona",34.183878,-111.605691,11,30975.200561733913,300.09
PV Module,"Gila County, Arizona",34.183878,-111.605691,12,3428.3997978954376,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,13,24442.302973552665,414.8
PV Module,"Gila County, Arizona",34.183878,-111.605691,14,4161.426687001118,289.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,15,5250.590630202278,275.83
PV Module,"Gila County, Arizona",34.183878,-111.605691,16,24716.32864876948,423.14
PV Module,"Gila County, Arizona",34.183878,-111.605691,17,5534.057484583687,297.78
PV Module,"Gila County, Arizona",34.183878,-111.605691,18,6574.603793505578,277.15
PV Module,"Gila County, Arizona",34.183878,-111.605691,19,21935.180965033054,652.28
PV Module,"Gila County, Arizona",34.183878,-111.605691,20,19567.47000837299,526.93
PV Module,"Gila County, Arizona",34.183878,-111.605691,21,3896.0139332883396,395.32
PV Module,"Gila County, Arizona",34.183878,-111.605691,22,10661.669373183808,400.26
PV Module,"Gila County, Arizona",34.183878,-111.605691,23,3301.891211666294,277.15
PV Module,"Gila County, Arizona",34.183878,-111.605691,24,3598.759802654417,277.15
PV Module,"Gila County, Arizona",34.183878,-111.605691,25,7254.551004661043,398.16
PV Module,"Gila County, Arizona",34.183878,-111.605691,26,2833.5295136471173,277.15
PV Module,"San Bernardino, California",35.120104,-117.159039,1,2179.677543826088,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,2,1357.1880439458582,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,3,2048.47538206562,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,4,3018.090077604651,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,5,4346.4994174720005,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,6,6124.939539240654,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,7,8451.831186632866,293.13
PV Module,"San Bernardino, California",35.120104,-117.159039,8,44351.33118084062,344.59
PV Module,"San Bernardino, California",35.120104,-117.159039,9,11962.765992780014,279.71
PV Module,"San Bernardino, California",35.120104,-117.159039,10,33953.77918267358,337.31
PV Module,"San Bernardino, California",35.120104,-117.159039,11,36531.50192136276,340.17
PV Module,"San Bernardino, California",35.120104,-117.159039,12,22740.17797841163,293.09
PV Module,"San Bernardino, California",35.120104,-117.159039,13,159135.04709284095,464.06
PV Module,"San Bernardino, California",35.120104,-117.159039,14,27937.750899535084,332.46
PV Module,"San Bernardino, California",35.120104,-117.159039,15,35316.396908110924,315.9
PV Module,"San Bernardino, California",35.120104,-117.159039,16,161879.83471901302,472.4
PV Module,"San Bernardino, California",35.120104,-117.159039,17,38037.81170691914,340.79
PV Module,"San Bernardino, California",35.120104,-117.159039,18,45367.05128130604,320.16
PV Module,"San Bernardino, California",35.120104,-117.159039,19,151119.2694869181,701.54
PV Module,"San Bernardino, California",35.120104,-117.159039,20,135355.29464942508,569.94
PV Module,"San Bernardino, California",35.120104,-117.159039,21,28509.122892938656,438.34
PV Module,"San Bernardino, California",35.120104,-117.159039,22,71386.83827449061,443.27
PV Module,"San Bernardino, California",35.120104,-117.159039,23,27922.367507504576,320.16
PV Module,"San Bernardino, California",35.120104,-117.159039,24,31786.545225850336,319.23
PV Module,"San Bernardino, California",35.120104,-117.159039,25,56678.166090033934,441.17
PV Module,"San Bernardino, California",35.120104,-117.159039,26,32524.214888802097,320.01
PV Module,"Sac County, Iowa",42.419352,-95.026345,1,0.5850675633285305,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,2,0.5325995531861866,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,3,0.9194671860963514,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,4,1.5263403108065692,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,5,2.4474093962970276,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,6,3.8044320363742856,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,7,5.750158857878808,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,8,8.470109862458127,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,9,12.181248370432453,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,10,17.125495190975016,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,11,23.555406938856216,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,12,31.708932468052623,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,13,199.7491455842242,325.89
PV Module,"Sac County, Iowa",42.419352,-95.026345,14,41.94727761603922,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,15,53.777323575667886,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,16,211.66153479643793,325.89
PV Module,"Sac County, Iowa",42.419352,-95.026345,17,64.86155156457522,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,18,78.73153023024243,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,19,189.16005439280525,550.6
PV Module,"Sac County, Iowa",42.419352,-95.026345,20,181.09069853514814,426.73
PV Module,"Sac County, Iowa",42.419352,-95.026345,21,83.66013442855933,295.12
PV Module,"Sac County, Iowa",42.419352,-95.026345,22,242.30524473008086,414.46
PV Module,"Sac County, Iowa",42.419352,-95.026345,23,68.17565623050541,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,24,75.8153987556476,282.85
PV Module,"Sac County, Iowa",42.419352,-95.026345,25,164.54726581587144,515.7
PV Module,"Sac County, Iowa",42.419352,-95.026345,26,65.57600281220735,384.09
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,1,0.8920550579715698,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,2,0.5709666305481952,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,3,0.8701816184642331,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,4,1.2969146513553051,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,5,1.8951772395342228,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,6,2.723897966810038,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,7,3.8667375016695074,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,8,5.4503847536495105,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,9,7.675645947322575,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,10,32.640036902130134,313.52
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,11,34.28298817458278,306.17
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,12,17.046319224895264,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,13,49.31369180516165,340.31
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,14,41.5242838228897,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,15,65.70474684528668,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,16,122.50180336731296,340.31
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,17,154.33454080782536,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,18,233.39344671594375,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,19,363.2077828921747,538.33
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,20,518.9440193398616,419.46
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,21,720.8073512674442,300.04
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,22,1111.3378850193278,420.49
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,23,1403.8386772674257,302.32
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,24,1935.8856456170547,305.37
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,25,2675.008089514806,550.59
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,26,3487.2644045294323,418.99
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,1,3.0680730926455957,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,2,4.0304958434192315,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,3,8.261212363901606,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,4,15.92486362970458,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,5,29.094248646634398,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,6,50.72544896627803,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,7,84.8968788279023,269.91
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,8,137.07206745793295,271.86
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,9,214.37093210781873,271.86
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,10,325.8207218415981,290.77
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,11,482.53769557144057,283.42
