,FIPS,total waste
0,53061,2544.9700153889444
1,06071,210512.76001852826
2,51187,201.55079762992722
3,12119,30449.374981359644
4,12099,20468.872372124224
5,26111,7973.09658876916
6,26027,193.73608297931025
7,18017,1593.7044317256616
8,18057,11574.458786873256
9,18093,1174.8678282966791
10,21149,95.25629009048134
11,21113,959.424871591998
12,06073,14430.483612643657
13,21119,16.719277579287525
14,39035,948.5479289883672
15,39041,2400.689205555139
16,39057,378.44339356264834
17,39025,2808.296134960966
18,42003,1446.588023883296
19,54097,850.6886643470505
20,54005,119.37903564854642
21,51197,277.1038001412207
22,42023,236.5251812694236
23,32015,5988.498864417247
24,42055,172.3815444484989
25,24001,2695.380838018504
26,42027,5109.337741484808
27,24003,68528.30591646112
28,51001,1000.127652280551
29,10001,1502.3856525690294
30,34021,34885.52731247751
31,36053,18363.2812948568
32,36103,5634.1482589799825
33,50017,3055.586954306867
34,32003,29204.45724593826
35,33009,956.6155423966254
36,25027,38507.4831766296
37,09003,13482.354903305544
38,44003,1916.204239381049
39,23021,1776.8372404170643
40,16055,106.3143417997143
41,16037,2342.3952523694243
42,16011,1231.3404575437162
43,30063,49.075101086793346
44,30045,166.47706198292525
45,30105,1.2018906814680461
46,53041,226.3432164978277
47,30065,51.00311629941068
48,56013,819.05112998532
49,56019,3.299952174432964
50,56011,39.41753104430561
51,56001,26.724532890904843
52,49039,15406.790390080865
53,49013,615.1715879040833
54,04015,11916.687455194027
55,04007,35967.57725379937
56,04001,323.4541748846115
57,53019,697.3407186507781
58,04019,6329.712171739472
59,35061,7214.727519904092
60,46103,140.2131008334971
61,08049,8054.143089182682
62,08027,6623.6883571409935
63,30021,11.130758748538186
64,38057,371.64475559024095
65,38027,445.8307396353121
66,46065,668.4975008359506
67,31123,78.94176747005095
68,53025,1154.2608242715112
69,31175,473.48925619705847
70,31025,9958.682704448984
71,27007,153.6130285881304
72,27001,11097.87189956132
73,27083,1194.8310993257026
74,19161,300.047966736559
75,55107,340.19738935189855
76,35005,2784.037781501876
77,48381,476.29191729490697
78,40139,3.586010225682253
79,41065,4378.9279311791415
80,40027,4125.2759420610755
81,40131,4120.345875127328
82,20109,4624.643154579054
83,20113,8022.14289384389
84,29025,968.5212850486212
85,29057,794.8911318057031
86,05071,164.45967863445568
87,48315,76.27241459331042
88,22097,2829.1932937513457
89,48141,1237.9047466864781
90,41019,2470.7390989264372
91,48269,12205.217122399488
92,48371,25602.19967279945
93,48135,12130.40023905224
94,48251,11201.931597343446
95,48209,2163.5082090235173
96,48311,3634.7512723841855
97,48457,256.5220452038788
98,48039,15083.088964865652
99,27013,826.4651404200307
100,19037,1114.9333662941178
101,41025,1770.6037462825848
102,19157,702.618324074685
103,29103,124.53501908509737
104,29071,1072.3099005580953
105,29093,185.29724535899595
106,26071,29.45700327984918
107,55067,108.9532897051954
108,55137,1080.549516644829
109,55103,2461.738106930037
110,55105,157.04302923572254
111,55133,257.67887811225074
112,06049,1185.764948989482
113,17037,1272.574665085428
114,17117,886.4417148718878
115,17179,10481.13864771503
116,17041,9018.956855186258
117,29203,243.4271558946794
118,05085,1255.8585219026463
119,22073,55.6161576353625
120,28121,3770.1020228027446
121,28017,72.98159929490872
122,01127,1813.0765585555857
123,06067,108992.04013002898
124,01085,979.1360627998739
125,12131,13560.037965056217
126,47149,12500.84756621808
127,21221,3837.0755892546845
128,13289,21309.544244091645
129,45059,26082.581033863524
130,45027,22452.042184742873
131,37023,12235.703190784197
132,37191,46655.71738535582
133,51145,14390.478181256183
