plant type,location name,year,latitude (deg),longitude (deg),capacity (tonne),amount processed (tonne),amount received (tonne),amount in storage (tonne),utilization factor (%),energy (GJ),opening cost ($),expansion cost ($),fixed operating cost ($),variable operating cost ($),storage cost ($),total cost ($)
PV Manufacturing Plant,"Fresno, Fresno County, California",1,36.7831,-119.7941,2.72601387e6,2.72601387e6,2.72601387e6,0.0,100.0,5.4185153673e8,0.0,1.412720699e7,1.32302352e6,1.350333872726e10,0.0,1.351878895777e10
PV Manufacturing Plant,"Fresno, Fresno County, California",2,36.7831,-119.7941,2.72601387e6,365636.59,365636.59,0.0,13.41,7.267782031e7,0.0,0.0,1.32302352e6,1.81118472323e9,0.0,1.81250774675e9
PV Manufacturing Plant,"Fresno, Fresno County, California",3,36.7831,-119.7941,2.72601387e6,321437.71,321437.71,0.0,11.79,6.389238189e7,0.0,0.0,1.32302352e6,1.59224513769e9,0.0,1.59356816121e9
PV Manufacturing Plant,"Fresno, Fresno County, California",4,36.7831,-119.7941,2.72601387e6,318344.35,318344.35,0.0,11.68,6.327751209e7,0.0,0.0,1.32302352e6,1.57692213019e9,0.0,1.57824515371e9
PV Manufacturing Plant,"Fresno, Fresno County, California",5,36.7831,-119.7941,2.72601387e6,405128.15,405128.15,0.0,14.86,8.052758319e7,0.0,0.0,1.32302352e6,2.00680658618e9,0.0,2.0081296097e9
PV Manufacturing Plant,"Fresno, Fresno County, California",6,36.7831,-119.7941,2.72601387e6,400269.45,400269.45,0.0,14.68,7.956181774e7,0.0,0.0,1.32302352e6,1.98273900103e9,0.0,1.98406202455e9
PV Manufacturing Plant,"Fresno, Fresno County, California",7,36.7831,-119.7941,2.72601387e6,314915.61,314915.61,0.0,11.55,6.259597979e7,0.0,0.0,1.32302352e6,1.55993784425e9,0.0,1.56126086777e9
PV Manufacturing Plant,"Fresno, Fresno County, California",8,36.7831,-119.7941,2.72601387e6,312125.89,312125.89,0.0,11.45,6.204146512e7,0.0,0.0,1.32302352e6,1.54611893083e9,0.0,1.54744195435e9
PV Manufacturing Plant,"Fresno, Fresno County, California",9,36.7831,-119.7941,2.72601387e6,386507.64,386507.64,0.0,14.18,7.682637234e7,0.0,0.0,1.32302352e6,1.91456969035e9,0.0,1.91589271387e9
PV Manufacturing Plant,"Fresno, Fresno County, California",10,36.7831,-119.7941,2.72601387e6,384603.53,384603.53,0.0,14.11,7.644789185e7,0.0,0.0,1.32302352e6,1.90513767823e9,0.0,1.90646070175e9
PV Manufacturing Plant,"Fresno, Fresno County, California",11,36.7831,-119.7941,2.72601387e6,284882.1,284882.1,0.0,10.45,5.662619883e7,0.0,0.0,1.32302352e6,1.41116651291e9,0.0,1.41248953643e9
PV Manufacturing Plant,"Fresno, Fresno County, California",12,36.7831,-119.7941,2.72601387e6,283761.7,283761.7,0.0,10.41,5.640349667e7,0.0,0.0,1.32302352e6,1.4056166114e9,0.0,1.40693963492e9
PV Manufacturing Plant,"Fresno, Fresno County, California",13,36.7831,-119.7941,2.72601387e6,153602.52,153602.52,0.0,5.63,3.053167269e7,0.0,0.0,1.32302352e6,7.6087173396e8,0.0,7.6219475748e8
PV Manufacturing Plant,"Fresno, Fresno County, California",14,36.7831,-119.7941,2.72601387e6,153063.65,153063.65,0.0,5.61,3.042456144e7,0.0,0.0,1.32302352e6,7.5820244285e8,0.0,7.5952546637e8
PV Manufacturing Plant,"Fresno, Fresno County, California",15,36.7831,-119.7941,2.72601387e6,44017.64,44017.64,0.0,1.61,8.74941377e6,0.0,0.0,1.32302352e6,2.180418248e8,0.0,2.1936484832e8
PV Manufacturing Plant,"Fresno, Fresno County, California",16,36.7831,-119.7941,2.72601387e6,43878.26,43878.26,0.0,1.61,8.72171018e6,0.0,0.0,1.32302352e6,2.1735143089e8,0.0,2.1867445441e8
PV Manufacturing Plant,"Fresno, Fresno County, California",17,36.7831,-119.7941,2.72601387e6,61965.74,61965.74,0.0,2.27,1.231696993e7,0.0,0.0,1.32302352e6,3.0694794764e8,0.0,3.0827097116e8
PV Manufacturing Plant,"Fresno, Fresno County, California",18,36.7831,-119.7941,2.72601387e6,61786.96,61786.96,0.0,2.27,1.228143308e7,0.0,0.0,1.32302352e6,3.0606234307e8,0.0,3.0738536659e8
