plant type,location name,year,product name,amount produced (tonne),amount sent (tonne),amount disposed (tonne),disposal cost ($)
PV Recycling Plant,"Glen Lyn, Virginia",1,Copper (cSi),0.076826,0.0,0.076826,0.0
PV Recycling Plant,"Glen Lyn, Virginia",2,Copper (cSi),0.047803,0.0,0.047803,0.0
PV Recycling Plant,"Glen Lyn, Virginia",3,Copper (cSi),0.072051,0.0,0.072051,0.0
PV Recycling Plant,"Glen Lyn, Virginia",4,Copper (cSi),0.106064,0.0,0.106064,0.0
PV Recycling Plant,"Glen Lyn, Virginia",5,Copper (cSi),0.152724,0.0,0.152724,0.0
PV Recycling Plant,"Glen Lyn, Virginia",6,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Glen Lyn, Virginia",7,Copper (cSi),0.513114,0.0,0.513114,0.0
PV Recycling Plant,"Glen Lyn, Virginia",8,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Glen Lyn, Virginia",9,Copper (cSi),1.537345,0.0,1.537345,0.0
PV Recycling Plant,"Glen Lyn, Virginia",10,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Glen Lyn, Virginia",11,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Glen Lyn, Virginia",12,Copper (cSi),2.605997,0.0,2.605997,0.0
PV Recycling Plant,"Glen Lyn, Virginia",13,Copper (cSi),0.61491,0.0,0.61491,0.0
PV Recycling Plant,"Glen Lyn, Virginia",14,Copper (cSi),0.118601,0.0,0.118601,0.0
PV Recycling Plant,"Glen Lyn, Virginia",15,Copper (cSi),0.152254,0.0,0.152254,0.0
PV Recycling Plant,"Glen Lyn, Virginia",16,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",17,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",18,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",19,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",20,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",21,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Glen Lyn, Virginia",22,Copper (cSi),3.305718,0.0,3.305718,0.0
