plant type,location name,year,product name,amount produced (tonne),amount sent (tonne),amount disposed (tonne),disposal cost ($)
PV Recycling Plant,"San Juan, New Mexico",1,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",2,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",3,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",4,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",5,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",6,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",7,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",8,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",9,Encapsulant (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",10,Encapsulant (CdTe),122.72,0.0,122.72,0.0
PV Recycling Plant,"San Juan, New Mexico",11,Encapsulant (CdTe),100.93,0.0,100.93,0.0
PV Recycling Plant,"San Juan, New Mexico",12,Encapsulant (CdTe),13.84,0.0,13.84,0.0
PV Recycling Plant,"San Juan, New Mexico",13,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",14,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",15,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",16,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",17,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",18,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",19,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",20,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",21,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",22,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",23,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",24,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",25,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",26,Encapsulant (CdTe),129.98,0.0,129.98,0.0
PV Recycling Plant,"San Juan, New Mexico",1,Silicon (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",2,Silicon (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"San Juan, New Mexico",3,Silicon (cSi),0.0,0.0,0.0,0.0
