product name,location name,latitude (deg),longitude (deg),year,amount (tonne),amount disposed (tonne),marginal cost ($/tonne),acquisition cost ($),disposal cost ($)
PV Module,"San Bernardino, California",35.120104,-117.159039,11,36531.50192136276,156.34,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,12,22740.17797841163,22.16,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,13,159135.04709284095,282.16,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,14,27937.750899535084,17.06,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,15,35316.396908110924,18.66,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,16,161879.83471901302,289.74,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,17,38037.81170691914,19.64,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,18,45367.05128130604,22.45,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,19,151119.2694869181,477.07,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,20,135355.29464942508,128.15,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,21,28509.122892938656,17.06,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,22,71386.83827449061,34.93,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,23,27922.367507504576,17.06,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,24,31786.545225850336,18.66,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,25,56678.166090033934,31.01,0.0,0.0,0.0
PV Module,"San Bernardino, California",35.120104,-117.159039,26,32524.214888802097,18.66,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,1,0.5850675633285305,176.54,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,2,0.5325995531861866,8.16,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,3,0.9194671860963514,52.01,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,4,1.5263403108065692,78.8,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,5,2.4474093962970276,78.88,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,6,3.8044320363742856,78.88,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,7,5.750158857878808,78.88,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,8,8.470109862458127,111.26,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,9,12.181248370432453,46.49,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,10,17.125495190975016,82.99,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,11,23.555406938856216,122.71,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,12,31.708932468052623,30.75,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,13,199.7491455842242,211.62,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,14,41.94727761603922,8.73,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,15,53.777323575667886,16.28,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,16,211.66153479643793,207.19,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,17,64.86155156457522,9.21,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,18,78.73153023024243,21.65,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,19,189.16005439280525,383.9,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,20,181.09069853514814,42.02,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,21,83.66013442855933,10.03,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,22,242.30524473008086,47.65,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,23,68.17565623050541,10.03,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,24,75.8153987556476,10.5,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,25,164.54726581587144,81.15,0.0,0.0,0.0
PV Module,"Sac County, Iowa",42.419352,-95.026345,26,65.57600281220735,33.83,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,1,0.8920550579715698,183.5,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,2,0.5709666305481952,4.83,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,3,0.8701816184642331,54.08,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,4,1.2969146513553051,80.8,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,5,1.8951772395342228,80.8,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,6,2.723897966810038,80.8,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,7,3.8667375016695074,80.8,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,8,5.4503847536495105,121.21,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,9,7.675645947322575,40.71,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,10,32.640036902130134,101.65,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,11,34.28298817458278,127.49,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,12,17.046319224895264,20.19,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,13,49.31369180516165,208.92,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,14,41.5242838228897,5.63,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,15,65.70474684528668,18.47,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,16,122.50180336731296,204.39,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,17,154.33454080782536,7.65,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,18,233.39344671594375,30.37,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,19,363.2077828921747,372.51,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,20,518.9440193398616,42.12,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,21,720.8073512674442,6.04,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,22,1111.3378850193278,51.77,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,23,1403.8386772674257,14.53,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,24,1935.8856456170547,17.1,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,25,2675.008089514806,101.05,0.0,0.0,0.0
PV Module,"Richland County, Wisconsin",43.415603,-90.499373,26,3487.2644045294323,37.24,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,1,3.0680730926455957,182.7,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,2,4.0304958434192315,2.36,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,3,8.261212363901606,7.27,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,4,15.92486362970458,64.39,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,5,29.094248646634398,64.39,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,6,50.72544896627803,64.39,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,7,84.8968788279023,64.39,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,8,137.07206745793295,121.32,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,9,214.37093210781873,5.37,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,10,325.8207218415981,100.78,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,11,482.53769557144057,106.29,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,12,697.7629695946157,2.36,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,13,1190.8079437912963,205.69,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,14,1350.2574402603168,2.36,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,15,1833.0667107170939,2.36,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,16,2623.8112488460133,204.32,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,17,3150.6843194012595,3.04,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,18,4017.846180673623,4.21,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,19,5809.122938084271,363.95,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,20,6717.4367901833175,37.68,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,21,6950.283306691557,5.78,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,22,12920.608595080477,68.36,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,23,8093.976658146103,6.63,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,24,9111.72841837767,10.21,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,25,12649.174335342257,106.7,0.0,0.0,0.0
PV Module,"Powhatan County, Virginia",37.641073,-78.022226,26,9932.718666310124,10.84,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,1,0.1133294405222221,186.26,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,2,0.13426007914778731,1.91,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,3,0.2604357306012698,3.65,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,4,0.47773703813131607,63.94,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,5,0.8348066231442444,63.94,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,6,1.398311741171421,63.94,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,7,2.2568651773485215,63.94,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,8,3.5249036476142597,126.13,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,9,5.346000810461632,2.09,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,10,7.894750498837286,104.84,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,11,11.37588909813442,110.4,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,12,16.018748926560598,1.91,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,13,35.949348148422175,208.75,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,14,28.70024020105799,2.73,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,15,38.01079532584308,3.65,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,16,61.92496807409374,208.52,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,17,60.809253657128544,5.75,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,18,75.34448421771008,6.46,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,19,105.07643921618227,366.92,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,20,117.72882100516439,40.67,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,21,116.61736948660204,6.62,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,22,366.9611785397175,71.01,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,23,86.70814228084797,7.48,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,24,97.05004467055484,10.39,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,25,237.62750421047966,109.42,0.0,0.0,0.0
PV Module,"Warren County, Virginia",38.791108,-78.257714,26,79.74744255709241,14.2,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,1,0.11524960411063416,202.15,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,2,0.14150594983092402,19.63,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,3,0.2769630763743527,38.17,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,4,0.5108300289681263,86.65,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,5,0.8954388172102333,86.65,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,6,1.5022190252162562,86.65,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,7,2.425656914400219,86.65,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,8,3.7870881253953628,141.37,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,9,5.737725215874831,31.93,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,10,8.45994169093691,86.65,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,11,12.165310442651514,142.86,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,12,17.08723651758736,30.45,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,13,32.132630214999196,235.3,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,14,30.866778160585703,1.92,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,15,40.633431451505274,22.73,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,16,60.1892170098005,244.99,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,17,64.67247804533616,17.94,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,18,79.2162696711978,22.73,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,19,117.77167907489216,440.08,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,20,126.91126884938728,96.95,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,21,112.50716503385915,22.73,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,22,388.17373691817573,30.84,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,23,65.25496366309935,20.95,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,24,66.71682252953889,22.73,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,25,211.1411860574084,31.28,0.0,0.0,0.0
PV Module,"Judith Basin County, Montana",47.249484,-110.223112,26,14.751039925746328,1.92,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,1,0.013040819563364156,177.87,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,2,0.0151883124557699,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,3,0.0291826771366494,13.35,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,4,0.0530676023399881,64.59,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,5,0.09199224541828491,64.59,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,6,0.1529461579804946,64.59,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,7,0.2451245448772831,64.59,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,8,0.3802669367875536,126.05,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,9,0.5729073151571364,3.14,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,10,0.8404365828195975,91.3,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,11,1.2028282727072184,100.6,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,12,1.6818180258803141,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,13,3.8360034918410744,189.19,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,14,2.958948425944432,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,15,3.883769003711324,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,16,6.384471222811088,187.45,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,17,6.063540896832459,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,18,7.411580862867899,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,19,11.104866048835488,343.2,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,20,11.920692633131335,17.89,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,21,10.456040227711279,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,22,36.84759249660326,46.25,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,23,6.125978255590339,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,24,6.6598664876569975,2.56,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,25,21.2925899076675,92.93,0.0,0.0,0.0
PV Module,"Knott County, Kentucky",37.370992,-82.850391,26,4.073286472624337,14.72,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,1,43.13018951329762,193.23,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,2,25.722484968164448,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,3,37.66993219745697,8.39,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,4,53.720588144166626,67.52,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,5,74.73295805400295,67.52,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,6,101.52040574370402,67.52,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,7,134.72275199788314,67.52,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,8,175.6813598321696,126.44,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,9,220.90480717774778,8.61,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,10,1449.2505706145591,88.33,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,11,1340.8588715140072,138.36,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,12,88.89867780511997,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,13,175.27703524404356,183.26,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,14,168.29375718948847,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,15,227.6412336009126,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,16,347.5869604267769,192.99,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,17,385.91528985649575,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,18,491.1558002552049,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,19,813.1928430747091,371.46,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,20,899.9223509711722,30.68,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,21,810.0470847375143,0.95,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,22,1349.8708842330238,13.62,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,23,1002.4550911813819,1.38,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,24,1137.8554749216814,19.73,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,25,1482.2681410523053,60.19,0.0,0.0,0.0
PV Module,"Hays County, Texas",30.142906,-98.028191,26,1315.4398216491174,39.8,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,1,3.6546343337411225,178.0,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,2,5.08757518853652,3.38,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,3,10.631109694153873,28.47,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,4,20.776251972197336,69.95,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,5,38.34081279473918,69.95,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,6,67.36022301471611,69.95,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,7,113.43114386597156,69.95,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,8,184.10147082841425,122.6,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,9,289.29190339862737,17.31,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,10,441.71635648551495,92.1,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,11,657.241269395605,100.95,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,12,955.0856793615445,16.08,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,13,1477.3183450535807,199.72,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,14,1881.243578134757,3.38,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,15,2568.4190581092817,6.76,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,16,3546.521046084979,193.85,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,17,4495.404586039743,3.38,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,18,5779.384901241623,13.14,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,19,8169.280292741767,352.58,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,20,9652.334110166767,27.34,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,21,10466.130220865438,5.08,0.0,0.0,0.0
PV Module,"Clarendon County, South Carolina",33.666562,-80.470185,22,19503.53310352972,55.34,0.0,0.0,0.0
