name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27,amount 28
Snohomish County,47.82099062,-121.4522522,0.3842058483677734,0.3167248858286403,0.5289177014477344,0.8554598754557191,1.3442916041143531,2.0574708621827886,3.072933350727469,4.485465330425395,6.406363061024755,9.15332519647244,12.26633179046584,38.46821237072994,44.22277260307388,22.18815006888557,86.46949070959845,33.809514696259725,43.23466170398461,217.50051485326676,46.19504154221393,56.71135841128395,127.59408649533894,158.95101243481173,61.89482718780904,128.2967695926549,67.98288193853047,76.62677663476097,119.34882456019234,80.37654978243
San Bernardino,35.12010447,-117.1590386,119.75699427502965,89.2205888324421,143.93853691890175,225.683647055013,344.6270049503162,513.4205893233592,747.2818952883684,1063.8457648611893,1482.6880524133444,8067.391464505487,2125.68210992625,4345.300539255928,5338.923926785613,4631.254079090189,24135.702816808123,6207.672632726995,7721.614703422081,61319.894365537686,4754.843343147171,5706.026876407038,16124.19221432151,20191.84831589972,3852.350424008569,8706.728875513092,4050.6589144058817,4594.367278902199,7724.686350453941,4744.364953898746
Warren County,38.79110825,-78.25771359,0.003417391625045117,0.0047433859196086,0.0100714308873477,0.0200922623178203,0.0379014092011567,0.0680290120069143,0.1168562708416405,0.1930794236331194,0.3082008978141303,0.4770076697344439,0.7179663399065016,1.0534202527236038,1.5094150336585792,2.1149083881652726,4.844973939414477,3.7470513358121953,4.944181016041416,11.953269093985226,7.383950602019867,9.187886198387792,12.499166735810723,14.959460104712305,14.424939292192642,42.23380439528459,11.54847493616273,12.731938417858808,29.829595267863617,9.53491937376763
Sumter County,28.70869529,-82.19247661,5.460405680902374,3.8295028325060416,6.072428447989077,9.4437216465879,14.434555618896232,21.706844876992676,32.12905683681842,46.81143711247732,67.1392698376131,390.80029409775705,103.2442593873954,251.0488475312345,313.7978355075309,260.4306541594339,502.2119330010764,481.9695162692416,644.4155095304058,1246.057626772547,1034.0888491759454,1305.3588990530488,2221.745640917448,2758.338528399726,1999.47692397528,3722.601472243922,2364.6651371331054,2688.6195577401704,3840.09544300345,2994.6473814155875
Palm Beach County,26.67709172,-80.56373053,2.9069536271111382,1.9057699612407215,2.913309741564301,4.355605789470721,6.386086860552661,9.19819950051579,13.029065536855429,18.161153317528083,24.92220334211572,238.12561168645308,25.124520127375558,56.02672805874006,72.00957846211422,67.55513250943243,136.21905239495416,126.15779621168022,169.85379467826624,343.84285868155166,275.3045469805552,350.9151320563436,473.05123387980393,580.7234753530083,618.2506378428325,1385.559348268656,674.7774999139106,779.9583286681432,1294.855096864516,864.7023934066773
Midland County,43.57419001,-84.55437763,0.07545731502745712,0.0926114270002742,0.1828539706748241,0.3422010258036401,0.611024762556865,1.0466450924887571,1.7277977835366247,2.7594657233212248,4.277780231591992,6.454449142958326,9.499791084496044,13.662944248333996,19.22720470381288,26.49784444050181,86.84256427328762,43.5034388755071,56.84454017823733,218.9949447438665,73.50217660806554,92.30292863947112,148.16547770726956,182.5267842485516,143.06988768113047,355.275960169355,147.40391368183964,172.56685675705475,315.99420768214907,193.2305359250932
Cass County,42.06225929,-85.90993949,0.008032253230304171,0.0101006515852355,0.0198358482084299,0.036654549285451,0.0643353511497538,0.1080485998594991,0.174652287138223,0.2729799693469835,0.4140788117226548,0.6113285315579865,0.8803339628608545,1.238435896415815,1.7036325740386404,2.292663132864901,6.9477862003386335,3.588389890986882,4.532124793534514,16.836979035610295,5.334098676530027,6.296308826520663,21.067857672183504,26.514714184999377,2.0939411522446374,4.837796289643403,2.487808385344289,3.097755449340502,5.324410782106863,4.56202189991892
Cass County,40.72939342,-86.25965362,0.3545752973702906,0.2933251368474842,0.4920745447858283,0.8003805964391291,1.2658676322751037,1.9509965303134664,2.935281377747366,4.31687596280461,6.213032159855056,8.758838733658745,12.103617640830596,37.17384227723674,43.05286043048976,22.84284382779933,75.78981466540745,36.42542864007834,46.880219233595255,188.7146166826085,56.783880240235625,69.52844697751934,153.48974128116697,190.5631483125289,75.62687271394898,173.5020109967135,76.46369894836057,85.17461999517202,146.1160172984081,81.40411722431259
Hamilton County,39.94240296,-86.10103966,0.57532825559124,0.6078149668373729,1.1048202403921477,1.9102276774653968,3.164212387823835,5.049958853744844,7.799861362629458,11.69978566574757,17.089367922820454,24.355323294155628,33.913522740382966,51.71287502178515,67.1482481754696,78.54080085406571,506.7582753788856,94.04104132108806,114.78451913045288,1300.5653765669754,15.97113293923568,19.262407930239785,53.302700523120194,66.84445462638912,14.352765639950531,33.01049021754746,15.874473665826612,18.70869916608086,31.716923121459114,22.09201456735499
Lawrence County,38.87073858,-86.34789005,0.02981585632206517,0.0410614875541692,0.0852509397370486,0.1660404162398554,0.3060759941635628,0.5379159080215982,0.9067477507049084,1.4733480291308787,2.3171003755007127,3.5387365690808155,5.26223619047895,7.6350020362464175,10.825022287182936,15.013279212172945,31.681395072572126,26.22841574265004,34.20388331209995,75.98355487880346,50.41455696570902,61.68480837945825,131.6642243701936,162.89800087646807,68.61120240770117,168.3822039445218,64.98410004164334,71.68249347093337,132.8029780458561,63.09313135053545
