name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27,amount 28
Snohomish County,47.82099062,-121.4522522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,35.12010447,-117.1590386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren County,38.79110825,-78.25771359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter County,28.70869529,-82.19247661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach County,26.67709172,-80.56373053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland County,43.57419001,-84.55437763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,42.06225929,-85.90993949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,40.72939342,-86.25965362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,39.94240296,-86.10103966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence County,38.87073858,-86.34789005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean County,37.49153121,-87.22032662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessamine County,37.83050346,-84.51931615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,33.03174695,-116.7176058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knott County,37.37099172,-82.8503912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga County,41.28166353,-81.83937601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,40.17734323,-82.81856565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,39.78941957,-83.9413805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont County,39.20877458,-84.23150769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegheny County,40.37731547,-79.86635294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upshur County,38.8763551,-80.19443111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone County,38.05258266,-81.7519919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wythe County,37.06277512,-80.92007066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,41.3405889,-78.01141702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lander County,39.59882101,-116.7842291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,39.90665131,-77.895377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegany County,39.55126096,-79.01946377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre County,40.92107394,-77.39607808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne Arundel County,39.07725918,-76.76367486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accomack County,37.81184868,-75.60492375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent County,39.04284209,-75.53282965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer County,40.24746962,-74.6629847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County,43.01255158,-75.57684419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suffolk County,40.80291312,-73.25855327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County,44.03042544,-72.66603564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,36.23284216,-115.0174041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grafton County,43.71401219,-71.56225601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester County,42.31304362,-71.90533052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitol Region COG,41.60246114,-72.75108047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent County,41.66667273,-71.59672773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piscataquis County,45.39211237,-69.24794622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai County,47.64818073,-116.6294762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,44.43004937,-115.2177288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bingham County,43.02868119,-112.4327899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missoula County,46.82138594,-113.6065082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
