product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
PV Module,Allegheny County,40.377315,-79.866353,1,13.157592211769908,909.74
PV Module,Allegheny County,40.377315,-79.866353,2,9.62133775222047,909.74
PV Module,Allegheny County,40.377315,-79.866353,3,15.067706993913179,909.74
PV Module,Allegheny County,40.377315,-79.866353,4,22.82281835222347,909.74
PV Module,Allegheny County,40.377315,-79.866353,5,33.553242016234634,909.74
PV Module,Allegheny County,40.377315,-79.866353,6,48.00044036254318,909.74
PV Module,Allegheny County,40.377315,-79.866353,7,66.93398540416645,909.74
PV Module,Allegheny County,40.377315,-79.866353,8,91.07062466829939,909.74
PV Module,Allegheny County,40.377315,-79.866353,9,120.95169958691876,912.52
PV Module,Allegheny County,40.377315,-79.866353,10,183.75145165434634,937.47
PV Module,Allegheny County,40.377315,-79.866353,11,195.60556286145732,934.78
PV Module,Allegheny County,40.377315,-79.866353,12,1207.9141123107174,964.99
PV Module,Allegheny County,40.377315,-79.866353,13,1121.529092987162,966.09
PV Module,Allegheny County,40.377315,-79.866353,14,94.4982837378242,942.21
PV Module,Allegheny County,40.377315,-79.866353,15,732.1130635050835,1100.62
PV Module,Allegheny County,40.377315,-79.866353,16,112.9183394655373,934.78
PV Module,Allegheny County,40.377315,-79.866353,17,144.90304877489925,934.78
PV Module,Allegheny County,40.377315,-79.866353,18,737.6006496861708,1108.28
PV Module,Allegheny County,40.377315,-79.866353,19,156.05798469760308,941.01
PV Module,Allegheny County,40.377315,-79.866353,20,193.47674454825983,946.67
PV Module,Allegheny County,40.377315,-79.866353,21,433.70100724728593,2369.5
PV Module,Allegheny County,40.377315,-79.866353,22,431.5061722354045,1108.22
PV Module,Allegheny County,40.377315,-79.866353,23,247.7257396429197,950.26
PV Module,Allegheny County,40.377315,-79.866353,24,566.5714349810132,993.96
PV Module,Allegheny County,40.377315,-79.866353,25,270.9786961179721,950.26
PV Module,Allegheny County,40.377315,-79.866353,26,316.2323623880135,951.19
PV Module,Allegheny County,40.377315,-79.866353,27,514.7060036403519,970.24
PV Module,Allegheny County,40.377315,-79.866353,28,366.12346097761167,951.19
PV Module,Grand County,40.033681,-105.86663,1,50.90166209490851,910.52
PV Module,Grand County,40.033681,-105.86663,2,37.42234052265411,910.52
PV Module,Grand County,40.033681,-105.86663,3,58.94605665917141,910.52
PV Module,Grand County,40.033681,-105.86663,4,89.92552523979546,910.52
PV Module,Grand County,40.033681,-105.86663,5,133.321181703778,910.52
PV Module,Grand County,40.033681,-105.86663,6,192.56378914112963,910.52
PV Module,Grand County,40.033681,-105.86663,7,271.42532121390894,910.52
PV Module,Grand County,40.033681,-105.86663,8,373.7635956460668,910.52
PV Module,Grand County,40.033681,-105.86663,9,503.10899460824265,949.14
PV Module,Grand County,40.033681,-105.86663,10,889.6975985476392,971.59
PV Module,Grand County,40.033681,-105.86663,11,829.6946866109349,948.88
