product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
PV Module,"Gila County, Arizona",34.183878,-111.605691,1,1043.1919571396388,2940.9
PV Module,"Gila County, Arizona",34.183878,-111.605691,2,635.1475282263033,2940.9
PV Module,"Gila County, Arizona",34.183878,-111.605691,3,938.0848234518934,2940.9
PV Module,"Gila County, Arizona",34.183878,-111.605691,4,1348.3910171894743,2940.9
PV Module,"Gila County, Arizona",34.183878,-111.605691,5,1889.5137976371784,3040.39
PV Module,"Gila County, Arizona",34.183878,-111.605691,6,2584.086656504568,3324.91
PV Module,"Gila County, Arizona",34.183878,-111.605691,7,3450.609352143663,3349.71
PV Module,"Gila County, Arizona",34.183878,-111.605691,8,5268.126672702451,3385.17
PV Module,"Gila County, Arizona",34.183878,-111.605691,9,5650.134529034386,3385.17
PV Module,"Gila County, Arizona",34.183878,-111.605691,10,33139.848755122,3520.69
PV Module,"Gila County, Arizona",34.183878,-111.605691,11,30975.200561733913,3520.69
PV Module,"Gila County, Arizona",34.183878,-111.605691,12,3428.3997978954376,3520.69
PV Module,"Gila County, Arizona",34.183878,-111.605691,13,24442.302973552665,3556.14
PV Module,"Gila County, Arizona",34.183878,-111.605691,14,4161.426687001118,3556.14
PV Module,"Gila County, Arizona",34.183878,-111.605691,15,5250.590630202278,3556.14
PV Module,"Gila County, Arizona",34.183878,-111.605691,16,24716.32864876948,3583.21
PV Module,"Gila County, Arizona",34.183878,-111.605691,17,5534.057484583687,3583.21
PV Module,"Gila County, Arizona",34.183878,-111.605691,18,6574.603793505578,3583.21
PV Module,"Gila County, Arizona",34.183878,-111.605691,19,21935.180965033054,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,20,19567.47000837299,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,21,3896.0139332883396,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,22,10661.669373183808,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,23,3301.891211666294,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,24,3598.759802654417,3668.45
PV Module,"Gila County, Arizona",34.183878,-111.605691,25,7254.551004661043,3686.32
PV Module,"Gila County, Arizona",34.183878,-111.605691,26,2833.5295136471173,3686.32
PV Module,"San Bernardino, California",35.120104,-117.159039,1,2179.677543826088,2969.88
PV Module,"San Bernardino, California",35.120104,-117.159039,2,1357.1880439458582,2969.88
PV Module,"San Bernardino, California",35.120104,-117.159039,3,2048.47538206562,2970.58
PV Module,"San Bernardino, California",35.120104,-117.159039,4,3018.090077604651,2970.58
PV Module,"San Bernardino, California",35.120104,-117.159039,5,4346.4994174720005,3070.08
PV Module,"San Bernardino, California",35.120104,-117.159039,6,6124.939539240654,3354.59
PV Module,"San Bernardino, California",35.120104,-117.159039,7,8451.831186632866,3378.7
PV Module,"San Bernardino, California",35.120104,-117.159039,8,44351.33118084062,3414.17
PV Module,"San Bernardino, California",35.120104,-117.159039,9,11962.765992780014,3414.17
PV Module,"San Bernardino, California",35.120104,-117.159039,10,33953.77918267358,3550.38
PV Module,"San Bernardino, California",35.120104,-117.159039,11,36531.50192136276,3550.38
PV Module,"San Bernardino, California",35.120104,-117.159039,12,22740.17797841163,3550.38
