product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
battery,"Peekskill, NY",41.290094,-73.920416,1,0.2995,3262.62
battery,"Peekskill, NY",41.290094,-73.920416,2,0.298,3112.62
battery,"Peekskill, NY",41.290094,-73.920416,3,0.29,2962.62
battery,"Peekskill, NY",41.290094,-73.920416,4,0.277,2812.62
battery,"Peekskill, NY",41.290094,-73.920416,5,0.262,2662.62
battery,"North Wantagh, NY",40.693434,-73.507626,1,0.152,3261.37
battery,"North Wantagh, NY",40.693434,-73.507626,2,0.151,3111.37
battery,"North Wantagh, NY",40.693434,-73.507626,3,0.147,2961.37
battery,"North Wantagh, NY",40.693434,-73.507626,4,0.1405,2811.37
battery,"North Wantagh, NY",40.693434,-73.507626,5,0.133,2661.37
battery,"Andover, MN",45.233298,-93.29134,1,0.568,3285.95
battery,"Andover, MN",45.233298,-93.29134,2,0.5655,3135.95
battery,"Andover, MN",45.233298,-93.29134,3,0.5505,2985.95
battery,"Andover, MN",45.233298,-93.29134,4,0.5265,2835.95
battery,"Andover, MN",45.233298,-93.29134,5,0.497,2685.95
battery,"Rosaryville, MD",38.756782,-76.809692,1,0.373,3227.22
battery,"Rosaryville, MD",38.756782,-76.809692,2,0.3715,3077.22
battery,"Rosaryville, MD",38.756782,-76.809692,3,0.3615,2927.22
battery,"Rosaryville, MD",38.756782,-76.809692,4,0.3455,2777.22
battery,"Rosaryville, MD",38.756782,-76.809692,5,0.3265,2627.22
battery,"Irondequoit, NY",43.213396,-77.579723,1,0.656,3259.1
battery,"Irondequoit, NY",43.213396,-77.579723,2,0.6525,3109.1
battery,"Irondequoit, NY",43.213396,-77.579723,3,0.6355,2959.1
battery,"Irondequoit, NY",43.213396,-77.579723,4,0.6075,2809.1
battery,"Irondequoit, NY",43.213396,-77.579723,5,0.574,2659.1
battery,"Accokeek, MD",38.667617,-77.028309,1,0.369,3225.19
battery,"Accokeek, MD",38.667617,-77.028309,2,0.367,3075.19
battery,"Accokeek, MD",38.667617,-77.028309,3,0.3575,2925.19
battery,"Accokeek, MD",38.667617,-77.028309,4,0.3415,2775.19
battery,"Accokeek, MD",38.667617,-77.028309,5,0.323,2625.19
battery,"East Patchogue, NY",40.767043,-72.996219,1,0.285,3265.21
battery,"East Patchogue, NY",40.767043,-72.996219,2,0.2835,3115.21
battery,"East Patchogue, NY",40.767043,-72.996219,3,0.276,2965.21
battery,"East Patchogue, NY",40.767043,-72.996219,4,0.264,2815.21
battery,"East Patchogue, NY",40.767043,-72.996219,5,0.2495,2665.21
battery,"Massillon, OH",40.796724,-81.521509,1,0.514,3222.37
battery,"Massillon, OH",40.796724,-81.521509,2,0.5115,3072.37
battery,"Massillon, OH",40.796724,-81.521509,3,0.498,2922.37
battery,"Massillon, OH",40.796724,-81.521509,4,0.476,2772.37
battery,"Massillon, OH",40.796724,-81.521509,5,0.45,2622.37
battery,"Norton, OH",41.029222,-81.63818,1,0.1935,3224.44
battery,"Norton, OH",41.029222,-81.63818,2,0.1925,3074.44
battery,"Norton, OH",41.029222,-81.63818,3,0.1875,2924.44
battery,"Norton, OH",41.029222,-81.63818,4,0.179,2774.44
battery,"Norton, OH",41.029222,-81.63818,5,0.169,2624.44
battery,"Marumsco, VA",38.637024,-77.261804,1,0.8235,3223.46
battery,"Marumsco, VA",38.637024,-77.261804,2,0.8195,3073.46
battery,"Marumsco, VA",38.637024,-77.261804,3,0.798,2923.46
battery,"Marumsco, VA",38.637024,-77.261804,4,0.763,2773.46
battery,"Marumsco, VA",38.637024,-77.261804,5,0.721,2623.46
battery,"Bayonne, NJ",40.668714,-74.114309,1,2.533,3257.27
battery,"Bayonne, NJ",40.668714,-74.114309,2,2.5205,3107.27
battery,"Bayonne, NJ",40.668714,-74.114309,3,2.454,2957.27
battery,"Bayonne, NJ",40.668714,-74.114309,4,2.346,2807.27
battery,"Bayonne, NJ",40.668714,-74.114309,5,2.2165,2657.27
battery,"Metuchen, NJ",40.54316,-74.363205,1,0.5455,3254.85
battery,"Metuchen, NJ",40.54316,-74.363205,2,0.543,3104.85
battery,"Metuchen, NJ",40.54316,-74.363205,3,0.5285,2954.85
battery,"Metuchen, NJ",40.54316,-74.363205,4,0.5055,2804.85
battery,"Metuchen, NJ",40.54316,-74.363205,5,0.4775,2654.85
battery,"Medina, OH",41.138388,-81.863747,1,0.4265,3225.05
battery,"Medina, OH",41.138388,-81.863747,2,0.4245,3075.05
battery,"Medina, OH",41.138388,-81.863747,3,0.4135,2925.05
battery,"Medina, OH",41.138388,-81.863747,4,0.395,2775.05
battery,"Medina, OH",41.138388,-81.863747,5,0.3735,2625.05
battery,"Elkton, MD",39.606779,-75.833272,1,0.539,3239.21
battery,"Elkton, MD",39.606779,-75.833272,2,0.536,3089.21
battery,"Elkton, MD",39.606779,-75.833272,3,0.522,2939.21
battery,"Elkton, MD",39.606779,-75.833272,4,0.499,2789.21
battery,"Elkton, MD",39.606779,-75.833272,5,0.4715,2639.21
