product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
battery,"Peekskill, NY",41.290094,-73.920416,1,0.2995,4159.45
battery,"Peekskill, NY",41.290094,-73.920416,2,0.298,3559.45
battery,"Peekskill, NY",41.290094,-73.920416,3,0.29,2959.45
battery,"Peekskill, NY",41.290094,-73.920416,4,0.277,2359.45
battery,"Peekskill, NY",41.290094,-73.920416,5,0.262,1759.45
battery,"North Wantagh, NY",40.693434,-73.507626,1,0.152,4158.2
battery,"North Wantagh, NY",40.693434,-73.507626,2,0.151,3558.2
battery,"North Wantagh, NY",40.693434,-73.507626,3,0.147,2958.2
battery,"North Wantagh, NY",40.693434,-73.507626,4,0.1405,2358.2
battery,"North Wantagh, NY",40.693434,-73.507626,5,0.133,1758.2
battery,"Andover, MN",45.233298,-93.29134,1,0.568,4182.78
battery,"Andover, MN",45.233298,-93.29134,2,0.5655,3582.78
battery,"Andover, MN",45.233298,-93.29134,3,0.5505,2982.78
battery,"Andover, MN",45.233298,-93.29134,4,0.5265,2382.78
battery,"Andover, MN",45.233298,-93.29134,5,0.497,1782.78
battery,"Rosaryville, MD",38.756782,-76.809692,1,0.373,4124.05
battery,"Rosaryville, MD",38.756782,-76.809692,2,0.3715,3524.05
battery,"Rosaryville, MD",38.756782,-76.809692,3,0.3615,2924.05
battery,"Rosaryville, MD",38.756782,-76.809692,4,0.3455,2324.05
battery,"Rosaryville, MD",38.756782,-76.809692,5,0.3265,1724.05
battery,"Irondequoit, NY",43.213396,-77.579723,1,0.656,4155.93
battery,"Irondequoit, NY",43.213396,-77.579723,2,0.6525,3555.93
battery,"Irondequoit, NY",43.213396,-77.579723,3,0.6355,2955.93
battery,"Irondequoit, NY",43.213396,-77.579723,4,0.6075,2355.93
battery,"Irondequoit, NY",43.213396,-77.579723,5,0.574,1755.93
battery,"Accokeek, MD",38.667617,-77.028309,1,0.369,4122.02
battery,"Accokeek, MD",38.667617,-77.028309,2,0.367,3522.02
battery,"Accokeek, MD",38.667617,-77.028309,3,0.3575,2922.02
battery,"Accokeek, MD",38.667617,-77.028309,4,0.3415,2322.02
battery,"Accokeek, MD",38.667617,-77.028309,5,0.323,1722.02
battery,"East Patchogue, NY",40.767043,-72.996219,1,0.285,4162.04
battery,"East Patchogue, NY",40.767043,-72.996219,2,0.2835,3562.04
battery,"East Patchogue, NY",40.767043,-72.996219,3,0.276,2962.04
battery,"East Patchogue, NY",40.767043,-72.996219,4,0.264,2362.04
battery,"East Patchogue, NY",40.767043,-72.996219,5,0.2495,1762.04
battery,"Massillon, OH",40.796724,-81.521509,1,0.514,4119.2
battery,"Massillon, OH",40.796724,-81.521509,2,0.5115,3519.2
battery,"Massillon, OH",40.796724,-81.521509,3,0.498,2919.2
battery,"Massillon, OH",40.796724,-81.521509,4,0.476,2319.2
battery,"Massillon, OH",40.796724,-81.521509,5,0.45,1719.2
battery,"Norton, OH",41.029222,-81.63818,1,0.1935,4121.27
battery,"Norton, OH",41.029222,-81.63818,2,0.1925,3521.27
battery,"Norton, OH",41.029222,-81.63818,3,0.1875,2921.27
battery,"Norton, OH",41.029222,-81.63818,4,0.179,2321.27
battery,"Norton, OH",41.029222,-81.63818,5,0.169,1721.27
battery,"Marumsco, VA",38.637024,-77.261804,1,0.8235,4120.29
battery,"Marumsco, VA",38.637024,-77.261804,2,0.8195,3520.29
battery,"Marumsco, VA",38.637024,-77.261804,3,0.798,2920.29
