0,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,longitude,latitude,FIPS,45,46,total waste
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p1_[Tonnes],0.0,5.237640932362863e-13,1.9080677282741342e-10,1.4182377939015767e-08,1.963382720006951e-07,1.260572001481598e-06,5.257328498160503e-06,1.6673641398978076e-05,4.384730034545272e-05,0.0001007363262334,0.000209108657807,0.000401217121138,0.0007230082370613,0.0012378586044364,0.0020306934912613,0.0032121377361669,0.0049220852469049,0.0073317303985408,0.0106426955043627,0.0150814809944455,0.0208872131904454,0.0282908434257755,0.0383838291403319,0.0484989411127364,0.2801861584857333,0.2175444938532335,0.0431045150555395,0.2317297847990377,0.0613942633041428,0.0792843341440911,0.1939064971560177,0.1118337301343046,0.1352246988555554,0.379768390667107,0.3224146043089838,0.1262717569603286,0.3049741874982396,0.1180974117146913,0.1281531445707807,0.227053285018113,0.1083881437417181,0,-121.4522522,47.82099062,53061,53,3.2513502290094904
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p10_[Tonnes],0.0,1.647161049096761e-08,1.5739162866261529e-06,2.213993096709593e-05,0.0001416430180924,0.0005902785236143,0.0018789196299807,0.004973535317107,0.0115203156889997,0.0241322260517164,0.0467474783709941,0.0850651263716942,0.1470541753104595,0.2435184187142193,0.3886760209919493,0.6006801973618708,0.901964620263118,1.3192450203328885,1.882953583072062,2.6258420607665567,3.5804945022606507,4.775588979794922,34.49884423924023,5.221897668283729,21.281600216808613,18.07372744450909,7.67973313597864,65.4092695935154,8.44934490634531,10.682532077148728,43.00990583186172,12.206568059582702,14.45987281145306,51.61164326041983,40.79390679917276,7.975824494820375,21.14196532675295,6.860186429166768,7.410771936911071,14.69139659621347,5.691198119564711,1,-117.1590386,35.12010447,6071,6,413.7912797799089
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p100_[Tonnes],0.0,0.0,0.0,0.0,1.3748955969593628e-13,2.172125813595329e-11,4.1358818036322904e-10,3.312220201681201e-09,1.666780106585479e-08,6.32662567080941e-08,2.0346739081530266e-07,5.961474096383544e-07,1.631723005892606e-06,4.164259773495232e-06,9.859540130103289e-06,2.167058459827143e-05,4.4449186384612965e-05,8.569902067374956e-05,0.0001564710518735,0.000272393032005,0.0004548084769306,0.0007319715830969,0.0011401963646342,0.0017247828404756,0.0025404322603035,0.0036507120036137,0.0051259431179249,0.0129827063810615,0.0090092600195709,0.0119007469830905,0.0185654212875708,0.018988593059635,0.023386288630929,0.0330247622934594,0.0357387801182283,0.034843029061576,0.1129887790143105,0.0226996238196003,0.0236435000754202,0.0662574875042442,0.0094275416400157,2,-78.25771359,38.79110825,51187,51,0.44942258823066167
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p101_[Tonnes],0.0,8.068123711516825e-10,7.729727386051884e-08,1.1039643539095915e-06,7.215527852984343e-06,3.070092542275554e-05,9.937890332080238e-05,0.0002661155593594,0.0006203679966319,0.0013021053666642,0.0025188828108011,0.004567352563256,0.0078610749299262,0.0129666122636327,0.0206480622996765,0.0319175268483719,0.0480864117617271,0.0708095923104809,0.1021115968043897,0.1443819723153709,0.200327598253526,0.2728754161178399,1.7496483847202615,0.3459981814240989,1.4918283723515873,1.28365271385058,0.5828500936672056,1.232545061171361,1.0523037398895692,1.3949216047887307,2.040061016539183,2.26626852245056,2.809849730496219,5.655246439954632,5.439738866564472,3.8119275369779086,8.302498101623684,3.883569375423353,4.25056916054441,6.761142631580641,3.943923996029509,3,-82.19247661,28.70869529,12119,12,59.21994269567466
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p102_[Tonnes],0.0,5.572541855508635e-10,5.3057109479550815e-08,7.307931552564284e-07,4.532495676396659e-06,1.8284977096895415e-05,5.64319250223522e-05,0.0001450854201471,0.0003267579233107,0.0006657299507149,0.0012541270877791,0.002219082200288,0.0037315018136567,0.0060166442426533,0.0093659184883479,0.014148330482732,0.0208189634611525,0.0299207810629319,0.0420751109938206,0.0579559297514515,0.0782444252205186,0.1035645110435555,1.09074321518197,0.078702426743881,0.3027201999921446,0.2730279034472168,0.1536161085350637,0.3410560270419193,0.2802780805466563,0.3743171264978419,0.5578820062981575,0.6166429378550986,0.7705956720915831,1.070058068135468,1.196793001308167,1.2369471152805471,3.2939542772678427,1.076131047985619,1.175109505151114,2.3291408662033284,0.9524423436189976,4,-80.56373053,26.67709172,12099,12,17.540690862130994
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p103_[Tonnes],0.0,0.0,0.0,0.0,3.609730118054052e-12,5.702824263077093e-10,1.0858477104659092e-08,8.694428587996866e-08,4.3722181196870875e-07,1.6482145173751564e-06,5.131067469224158e-06,1.39934893926372e-05,3.461424943511757e-05,7.916974347014295e-05,0.0001692818760898,0.0003408960846291,0.0006504609225004,0.0011824381777589,0.0020581053633516,0.0034454988849721,0.0055701515180713,0.0087259430736611,0.0132848380004046,0.0197034655469483,0.0285233679386315,0.0403603269843765,0.0558766513574966,0.2317868860695303,0.0887604333506909,0.1167011840331308,0.2340621329324776,0.1784841000228798,0.2201659953661112,0.3933474111913367,0.3913581682662988,0.3071438216088541,0.8854517013410497,0.249109063080932,0.2738727151293623,0.6018921286055303,0.2142096108583641,5,-84.55437763,43.57419001,26111,26,4.566371869948192
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p104_[Tonnes],0.0,0.0,0.0,0.0,2.778020266794984e-13,4.3888492664761345e-11,8.37187712261082e-10,6.932799839244266e-09,3.828345674232935e-08,1.6386988189837637e-07,5.749779198619396e-07,1.7122715764216449e-06,4.457013698221011e-06,1.0394492282863453e-05,2.2155484084693165e-05,4.383936966235148e-05,8.151965269226508e-05,0.0001438277128322,0.0002426017033533,0.0003935718225888,0.0006170268915721,0.0009383652832669,0.0013883703860167,0.0020029629285576,0.0028220704427888,0.0038871299002069,0.0052366365161177,0.0189092245967309,0.0079809536484255,0.0101028939055974,0.0189288750407006,0.0141796133872627,0.0165499841167686,0.0699259663896751,0.0530517730466578,0.0040288916067158,0.0112297740025127,0.0035669987675976,0.0040905770275641,0.0084559208561343,0.0042387831932746,6,-85.90993949,42.06225929,26027,26,0.26307765640232783
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p105_[Tonnes],0.0,0.0,1.3331670918979384e-10,1.2765700133734557e-08,1.8169043843795747e-07,1.17604998118104e-06,4.92101532899399e-06,1.5628677556348582e-05,4.11198399468023e-05,9.448558269643495e-05,0.0001961731478295,0.0003765976134744,0.0006793728839434,0.0011651925677253,0.0019162471147255,0.0030408649419836,0.0046778139813692,0.0069993742782102,0.0102119015597134,0.0145522056639789,0.0202778054867337,0.0276492452361478,0.0369035378717251,0.0482198639846833,0.2683756924558731,0.2107927214118946,0.0480960895775198,0.2027862805725963,0.0738107107841723,0.0955218262628727,0.1952663455115242,0.1399576757205751,0.1689797526535606,0.4590933817516848,0.3921028471833765,0.1604202155216597,0.4283468288212667,0.1346254865681792,0.1436051709430821,0.2895319937733789,0.101862615686865,7,-86.25965362,40.72939342,18017,18,3.69019935728729
WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_p106_[Tonnes],0.0,0.0,3.5551122450611696e-11,3.4041867023292142e-09,4.847867138915311e-08,3.180191772226484e-07,1.3961252855531136e-06,4.83379647255034e-06,1.4236283703579191e-05,3.704204990356692e-05,8.711493800985807e-05,0.0001882427408236,0.0003786101353602,0.0007162777738632,0.0012856388749516,0.0022047292504829,0.0036331144266446,0.0057798352245389,0.0089105227761639,0.0133522576528698,0.0194940205737245,0.0277796751114051,0.0386894195596884,0.0527047490993579,0.1253698332139104,0.1272286464219079,0.1043984024819166,1.3749327687692745,0.0701911806034616,0.0866290373718069,0.7726838660481674,0.0406075944975143,0.0481722968090151,0.168877238270868,0.1341361898254074,0.0281120106389366,0.0778131919320337,0.0237795690319893,0.0261480465354344,0.0543482282695096,0.0213843006203286,8,-86.10103966,39.94240296,18057,18,3.4600744876723186
