plant type,location name,year,product name,amount produced (tonne),amount sent (tonne),amount disposed (tonne),disposal cost ($)
PV Recycling Plant,"Murco Wall Products, Inc., AZ",25,Contaminated glass,200.100467,0.0,200.100467,34455.814957
PV Recycling Plant,"Murco Wall Products, Inc., AZ",26,Contaminated glass,200.100467,0.0,200.100467,34455.814957
PV Recycling Plant,"Murco Wall Products, Inc., AZ",1,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",2,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",3,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",4,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",5,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",6,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",7,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",8,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",9,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",10,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",11,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",12,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",13,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",14,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",15,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",16,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",17,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",18,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",19,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",20,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",21,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",22,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",23,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",24,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",25,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",26,Tellurium (CdTe),0.5026,0.0,0.5026,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",1,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",2,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",3,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",4,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",5,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",6,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",7,Aluminium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",8,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",9,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",10,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",11,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",12,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",13,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",14,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",15,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",16,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",17,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",18,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",19,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",20,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",21,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",22,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",23,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",24,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",25,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",26,Aluminium (CdTe),29.276351,0.0,29.276351,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",1,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",2,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",3,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",4,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",5,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",6,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",7,Copper (cSi),0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",8,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",9,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",10,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",11,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",12,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",13,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",14,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",15,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",16,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",17,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",18,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",19,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",20,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",21,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",22,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",23,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",24,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",25,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",26,Copper (cSi),3.305718,0.0,3.305718,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",1,Cadmium waste,0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",2,Cadmium waste,0.0,0.0,0.0,0.0
PV Recycling Plant,"Murco Wall Products, Inc., AZ",3,Cadmium waste,0.0,0.0,0.0,0.0
