,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,state
56,"Apache County, Arizona",35.34591005,-109.516242,24.22727866357516,23.78966597020192,341.43477798684324,338.1489725909942,149.13927253144072,147.35064867204017,112.87924178666356,111.8792862597719,38.911592173614935,38.719896561308055,35.48065822349967,35.34111823519398,31.758085656628708,31.6466719035754,25.79239614679542,25.71072872788016,24.00974903429065,23.94047623525608,25.64473311354537,25.57677681702741,21.73026666134875,21.677025012391493,20.929883583439604,20.88219826324265,17.756956621464237,17.719150841052446,Arizona
57,"Ferry County, Washington",47.92035993,-118.472439,9175.160454883156,9009.431289236923,581.0652349069458,575.4733403276796,1115.2767832762931,1101.901294509691,801.8694683010806,794.7660027392837,637.4101973258767,634.2700344273283,484.1265813045701,482.2225856946756,350.5075343424133,349.27788340259366,337.2243932542797,336.15662717176457,342.9703866851448,341.9808503664721,356.1626121307221,355.2188124050085,162.49768098099003,162.0995430003574,455.7661612402426,454.7277725054445,497.99099616953447,496.9307391305848,Washington
58,"Pima County, Arizona",32.04276153,-111.6857101,4906.558703096408,4817.932473173025,65146.75717004996,64519.815862273535,103519.57830795347,102278.070390328,200979.90009350696,199199.49336228127,852.3286042435371,848.1296587738136,97553.07549446888,97169.41420701669,716.6551237926419,714.1409534534747,659.1155837421546,657.0286016647748,623.180225550101,621.3822293084417,579.6233659250223,578.0874147747751,576.2788495920342,574.8669002271399,620.4213911122368,619.0078623377319,630.680785289524,629.3380225747823,Arizona
59,"Valencia County, New Mexico",34.6249543,-106.5737299,3583.6128742078017,3518.8827613599697,4856.265323119432,4809.530942701409,68813.7667978136,67988.48487803053,1958.46886675232,1941.119514147211,1499.000889239942,1491.6161517553055,1171.2368800042848,1166.6305849488365,1244.4610525899257,1240.095232877214,1093.7135175056846,1090.2504518990986,990.2912916985364,987.434108579399,1027.0917028695364,1024.3699998203256,946.0556641080587,943.7377190801652,1019.4294389126584,1017.1068354916238,973.7343821438152,971.6612347562594,New Mexico
60,"Pennington County, South Dakota",44.05773319,-103.324472,54.68788498715222,53.70006819697783,87.27402854053605,86.43414493059214,147.23899565185826,145.47316176929343,134.6680083983574,133.4750342326739,124.94375610822564,124.3282282284046,3415.916622141436,3402.482345851965,113.14488360833413,112.74794859600748,110.38826768404152,110.03874122481017,106.66930275847506,106.3615410587342,111.84753825124264,111.55115207164968,136.41622135685355,136.08198594765466,146.35448956883675,146.0210447759152,129.43093638067634,129.1553690262241,South Dakota
61,"Grand County, Colorado",40.03368077,-105.8666298,56051.73542088375,55039.28366159245,122796.69778489016,121614.96095493664,7390.525110226174,7301.890712851982,32411.878265677635,32124.753402897662,7269.311864961758,7233.500038429809,7634.651036191388,7604.625124338305,6425.8386790066525,6403.295544276055,2092.819772459192,2086.1931997243914,2045.280648115566,2039.3796153682504,2236.872982028589,2230.9454645548585,2901.8295939847803,2894.719778215629,5304.022969092788,5291.9386193349455,3840.15270661284,3831.9767577118646,Colorado
62,"Custer County, Colorado",38.1055194,-105.2752917,1364.314974722424,1339.671614690604,2301.244781112539,2279.098699323412,3161.5596807783804,3123.6431683670244,2727.123514984808,2702.96493464566,2551.8281554467617,2539.256727925172,15981.922949130774,15919.068496787298,6746.868471292947,6723.199099471511,62971.81043478218,62772.420459792665,366.0113772702832,364.9553632092534,378.9955300236596,377.99122506547457,431.1343162354847,430.0779876466015,493.9915478106124,492.8660687778204,537.0973983997944,535.953881144191,Colorado
63,"Dawson County, Montana",47.1804594,-105.0375055,24.96235400761357,24.511463789116537,48.622050950707134,48.15413553121451,91.00558200933068,89.91415416100048,102.33018030614888,101.42367502009868,112.79228964602066,112.23662523293996,111.472443935173,111.03403990599357,73.55348032045393,73.29543991520916,79.5638619896675,79.31193598749833,69.22769305762493,69.02795768921447,61.26098287109531,61.09864663236212,41.02587553143742,40.925357424722506,66.26933583158767,66.11835197705396,71.59246772996475,71.44004244832242,Montana
64,"Mercer County, North Dakota",47.15958973,-102.0734343,95.8507458775357,94.1194122165098,119280.7027601069,118132.80218869838,271.60669797681874,268.3493251056191,254.5647974084218,252.30970185594012,247.9972405349669,246.775497084772,233.9155551694122,232.9956011587722,215.3497260547728,214.5942358952532,275.970756150765,275.09693972740314,290.1331902926404,289.2960995693807,286.44012228462225,285.6810810499786,265.86528038196343,265.21387991143,375.8356463116668,374.9793661959961,417.7252844062776,416.83591858130137,North Dakota
65,"Eddy County, North Dakota",47.70645859,-99.03324693,102.05457737800911,100.21118509703442,165.00654930586066,163.4186050042976,300.90786501478294,297.29908392237627,57104.26024599892,56598.39468791903,275.16246265405925,273.8068913752745,249.83639730828537,248.85382906676267,225.4400785354997,224.6491893896664,314.77787947235174,313.7811866175347,378.6315614410048,377.53913569234805,383.8901883047506,382.8729129308458,520.7747716444046,519.4988136449103,659.6520149988339,658.1491056573468,724.4951207225095,722.9526208433165,North Dakota
66,"Hughes County, South Dakota",44.48283152,-99.79847762,161.3291798563986,158.41512178586518,2126.955786554435,2106.48697889108,555.4810063317079,548.8191354206823,10612.049067183943,10518.040842567843,559.9110782233903,557.1527100615702,542.9399517113619,540.8046521339062,524.5929430658119,522.7525654925486,504.70369510594696,503.1056331088489,512.740610297227,511.2612538406789,548.1467409752578,546.6942001240766,622.4847547327597,620.9595955937015,5177.4281560769805,5165.632231917391,387032.6102483553,386208.5912350091,South Dakota
67,"Morrill County, Nebraska",41.74325238,-102.6958257,30.96035923699144,30.40112819905102,77.21822949277568,76.47511809498168,177.0477353173866,174.9244059067865,164.2380001333654,162.78307632842544,143.00889347565575,142.30436878599957,133.06593413701555,132.54260622194698,20098.3731367718,20027.864000747533,97.50528459114147,97.19654999828572,99.44284167630512,99.15592972328848,81.25608150785536,81.04076000911384,91.1426862179626,90.9193761693441,97.43220299373716,97.21021963779872,137.02643936305253,136.73470066099893,Nebraska
68,"Grant County, Washington",47.4129124,-119.5470861,55758.29701174623,54751.1455742263,11708.384346941157,11595.708442363746,91892.86971337124,90790.80064404896,81672.29142786186,80948.7867522941,75835.63181669095,75462.03214976093,132.87861972357928,132.3560284873766,79.97945178339818,79.69886777759008,66.70719293688126,66.49597548196816,63.834027571549896,63.649853977847805,68.3165535969902,68.1355207138338,50.375843506200056,50.252416904139366,110.4747134428976,110.22301485780088,115.83094063214963,115.58432860285988,Washington
69,"Valley County, Nebraska",41.52161835,-99.18350983,197.3375045433781,193.77303500200048,280.13400993130006,277.43813387901173,748.7726788454745,739.7926653593015,768.435430383861,761.6281446198059,729.4100925456792,725.81669771132,755.8507443498229,752.8780992719602,761.3979363127526,758.7267991866412,682.958422502897,680.795945962338,728.802257684005,726.6995213221893,595.6350930778615,594.0567122531331,857.2957835331151,855.1953104063588,965.3262135346152,963.1268754731584,1043.9925306930431,1041.7697988810378,Nebraska
70,"Cass County, Nebraska",40.93518639,-96.34583201,477949.6428127988,469316.5299736524,433.9991738334504,429.8225728568769,839.9192842727799,829.8461516476743,715.7904690252087,709.4495455368062,659.5258235140418,656.276709316745,715.6874612579389,712.8727722139712,744.35053503663,741.7392036235115,730.0644376561476,727.7528075956501,779.3615065423098,777.1128969070793,835.1857006869327,832.972531734379,1012.48960510109,1010.0088892880832,1263.2676777447905,1260.3895287351415,1337.8038448117177,1334.9555685294038,Nebraska
71,"Beltrami County, Minnesota",48.02901973,-95.4795737,224.60245248770667,220.54550141465216,341.89716762385257,338.60691241075506,556.6654665484086,549.9893904332932,47298.72694628791,46879.72498741342,155.4303648026379,154.66464648355753,167.69031471820108,167.03081442349534,180.53796034103053,179.90459685849376,282.32003263593504,281.4261122633484,294.5319458052492,293.6821638161961,242.1801654702452,241.5384092444114,277.70164433546194,277.0212434138818,306.4216477976521,305.7235161366584,305.6407796393519,304.99004942435744,Minnesota
72,"Aitkin County, Minnesota",46.26358649,-93.66377494,4221.402639450564,4145.152252252093,7107.262047715807,7038.865148829899,10791.34001299348,10661.9197208429,48463.46106110984,48034.14115274311,2676.177841445467,2662.993812694625,15250.14597071547,15190.169485019836,2451.431856481629,2442.83174039031,3160.899009900528,3150.890538329249,3040.887093124759,3032.1135420065034,2053.949083030888,2048.5062978671194,3000.535156895329,2993.183501161095,17901.58372023711,17860.797886511427,9009.307748033536,8990.126312968663,Minnesota
73,"Lyon County, Minnesota",44.42138655,-95.74181715,148.48049752285277,145.79852273993734,221.68467796619288,219.551290397026,356.041382857108,351.77138675545785,36003.486774776706,35684.545178270855,66.02281331975172,65.6975559113917,80200.6611969213,79885.24429413924,83.03313184051167,82.741834910774,133.15095567042053,132.72935486940096,143.53488769469664,143.12076160718428,117.62736473871104,117.31566252518374,139.0580598195474,138.71735160270995,20151.19280755269,20105.281607065222,188.5267789995956,188.1253925367833,Minnesota
74,"Sac County, Iowa",42.41935156,-95.02634463,409.3886060998989,401.9938981329227,297.8744506113589,295.0078490223956,74795.49276833283,73898.47214680025,594.1671887298611,588.903680977116,13424.618194928618,13358.48262295354,745.8968846759243,742.963386601867,822.1791557534584,819.2947858825821,851.1227008436942,848.4277595221326,883.9623619734803,881.4119585116349,47235.62408274955,47110.453816318426,337.9195953816539,337.0916535642121,429.57804780280594,428.5993244058316,459124.1566409752,458146.649773231,Iowa
75,"Rusk County, Wisconsin",45.46791696,-91.39624127,505.715665558337,496.5810203693686,795.0366122135542,787.3855591904506,1288.0379774815417,1272.590567693138,1642.7910046543616,1628.2381256782896,1925.59722884886,1916.1108902227345,2053.2767883895503,2045.2015656235187,2053.2306663482805,2046.0275201355216,424.0069963012477,422.664447249471,437.4645996085266,436.2024290939523,367.5400077462248,366.566058918681,415.0243666004121,414.00750923830014,481.0778746820626,479.9818173436437,295295.72695833805,294667.02207112603,Wisconsin
76,"Chaves County, New Mexico",33.48134861,-103.9155591,461.78896277248776,453.44775720107,713.333244950501,706.4684661511158,402.0659543039949,397.2439865773576,343.35688887027493,340.3152169624227,304.4339009394466,302.93412568514265,291.0967235833235,289.9518848052838,300.4540069157138,299.3999538190531,292.067935487082,291.1431499687695,276.70132962608096,275.902992435117,254.49485191848768,253.82046285221472,285.67889791101913,284.9789518020222,345.6007254146915,344.8133306264692,338.46042493424113,337.73981943995966,New Mexico
77,"Randall County, Texas",34.85870122,-101.7896096,525.00343713842,515.520400626285,1146.5324799697023,1135.4987984232205,2170.03361179792,2144.00844868775,2797.1706113699674,2772.3915096660025,3072.1525402240786,3057.017765998682,3051.712589986093,3039.71067230924,2799.0416494446704,2789.2220482732105,2530.63190246614,2522.619068973557,2209.8142881948875,2203.4385438723966,1958.7901787438575,1953.599556341441,2300.79013147947,2295.152931420511,28373.666992682345,28309.02222816113,2657.4658375808235,2651.807910265398,Texas
78,"Texas County, Oklahoma",36.74873009,-101.5000045,38.340285414102205,37.64775218336882,69.33360315691486,68.666369641015,59.25093012146756,58.54033508162256,59.46881024295694,58.94199800946849,53.95237802048543,53.68658488372806,52.71264238954599,52.505331649811005,48.938270870344496,48.76658557153412,77.6933626448374,77.44735927400136,68.44222568857761,68.24475654640409,47.33215605635088,47.20672998864498,269246.4361449621,268586.7514544966,69.33665075639439,69.17867852594586,74.95395172120635,74.79436960923888,Oklahoma
79,"Wasco County, Oregon",44.87742596,-120.8593635,10644.2856809832,10452.019987812617,3115.2408539592398,3085.261262343931,4615.59385143235,4560.239140712314,5373.70382399002,5326.1001658361765,17795.707870355258,17708.038388689714,49510.656856868736,49315.939035251824,2320.4926612843706,2312.351906229999,2362.4939381654563,2355.0134861347574,2343.111660555271,2336.351327369557,2417.011075048308,2410.606207406445,1816.638190255474,1812.187218055488,2620.848640582385,2614.877465152016,2110.745771388149,2106.251848649059,Oregon
80,"Cleveland County, Oklahoma",35.30086027,-97.47670229,166351.7803968382,163347.00005490315,4821.641384384416,4775.240208232787,4922.621437907229,4863.584552416308,5012.588540943749,4968.183869755192,4759.230679507333,4735.784616566827,5274.0443451153,5253.302337410562,5338.415633864002,5319.687397925665,8660.923293571785,8633.499891465854,7690.192411045499,7668.004709180454,5536.8704967518825,5522.198274912302,5712.464675503532,5698.468480994107,6982.846665880781,6966.937390617908,5058.866758053096,5048.096083220436,Oklahoma
81,"Rogers County, Oklahoma",36.28372003,-95.63163853,103100.48410381869,101238.19981001595,1181.6135176201838,1170.242232905437,28800.927013346503,28455.51815922952,20868.718399455705,20683.85012808549,39232.87246629086,39039.59408599669,50492.68393297319,50294.10394944673,21973.047070684755,21895.961201384227,3798.015940186656,3785.990141688963,3547.422303837596,3537.187300048364,2628.6518439168603,2621.6861467752,2744.745033818529,2738.020093262338,3038.2089749555225,3031.286912192085,2207.305803300805,2202.606297620852,Oklahoma
82,"Logan County, Kansas",38.7673038,-101.0284679,44.57354838954375,43.768424923767256,100.38660195258343,99.420529192475,194.67355310705972,192.33883766979503,159.6065708990832,158.19267521576177,115.35760319295358,114.78930091738334,103.6860039307618,103.27822277617264,96.81444549370909,96.47480094337776,96.68856402012015,96.38241543984851,93.73495468112525,93.46451109302836,103.90679931897036,103.63145540201526,108.36631743256562,108.10080750940404,109.34058209949238,109.09146744736591,279.64679003170806,279.0514028061731,Kansas
83,"McPherson County, Kansas",38.39197065,-97.48884753,124315.4270241771,122069.94128046928,1736.625057076799,1719.9126061168986,3049.942310473989,3013.364422613104,2889.2513323068542,2863.6565214931925,2502.7903412213104,2490.46049553431,2597.072958876345,2586.859069155704,2662.55611861694,2653.2153361435408,2675.164144169308,2666.6936728883343,2957.180211173527,2948.6481707017574,2796.006599864911,2788.5974272786616,3595.3585569333127,3586.5495155558224,7605.0777955328285,7587.750868301867,5784.029038365974,5771.714443225523,Kansas
84,"Caldwell County, Missouri",39.68010457,-93.93551551,334.12518578317054,328.0899465594505,566.8956713174907,561.4401378575385,1143.5915929455962,1129.8765253189845,1314.1780233777072,1302.5362054757084,1479.6396097075597,1472.3502543989707,1727.100760973301,1720.3083385083391,12370.994102922788,12327.594167016414,2040.0230853093467,2033.563684679932,2237.7252801525765,2231.2690071859083,2404.9307061011946,2398.557850378917,1645.153164455113,1641.1223502627297,1919.3626599047348,1914.9897056717716,2943.4764426660995,2937.2095791257448,Missouri
85,"Dade County, Missouri",37.39648815,-93.63067538,2396.1767595801807,2352.895077798282,37726.74626193513,37363.68205633135,32944.3602253827,32549.25927221568,34467.77867954796,34162.44135405963,34852.3240767887,34680.62620396951,17185.359787949994,17117.77240305049,1961.7294052460609,1954.8472638639687,1186.4765947531437,1182.7198099804002,1323.5739786872073,1319.7552101485594,4858.094690883416,4845.22116547513,878.5339106292347,876.3814016519761,125735.84231459071,125449.37374074016,1830.25218884878,1826.3554562146437,Missouri
86,"Johnson County, Arkansas",35.49289456,-93.59063588,278.87868493266774,273.8413526704498,809.8346632434943,802.0412008378171,1855.8146996063404,1833.55795667069,2217.1717929446745,2197.5306866320248,2313.525010365968,2302.127568917912,1877.7731903694744,1870.3881963433116,90264.21138805324,89947.54637663305,28268.641812830727,28179.133765577037,695.0262391753446,693.0209532008278,490.2442881254608,488.9451837026314,762.6564961318376,760.7879001281699,1008.5520986111932,1006.2542774328832,754.1841741165794,752.5784642033033,Arkansas
87,"Marion County, Texas",32.86217276,-94.5241288,210.57767547752357,206.7740512649313,512.4172486988562,507.4859895851002,28148.153441638395,27810.573285927432,119777.77621774146,118716.70912132984,6127.625779030941,6097.438400152746,295735.7790399395,294572.6955681263,1607.34255441723,1601.7036733975697,1517.3516535618128,1512.5472068393017,1417.7016670528562,1413.6113218129926,1322.6181735917858,1319.1133512804493,1382.6289857921238,1379.2413859873495,1390.058401639886,1386.8913806810535,1324.357795941084,1321.5381472204542,Texas
88,"St. Landry Parish, Louisiana",30.84054963,-92.01150228,13681.126440724507,13434.006874666662,7227.377047544403,7157.824219210167,13394.50608543539,13233.866082553215,6227.341321964306,6172.175604387043,4448.3527218688805,4426.4381804394025,7411.562085010093,7382.413547794284,3082.209267363761,3071.3962572256337,4958.862485987628,4943.161056090174,3668.195845260616,3657.6123862979584,9174.51130866181,9150.199657293151,6831.976922913012,6815.237794825788,116584.87532123733,116319.25573058588,882.9480073597211,881.0681504003974,Louisiana
89,"El Paso County, Texas",31.77308956,-106.2230818,39775.98865709668,39057.52259371724,220364.7925380048,218244.1069164468,1794.138452092854,1772.6213909726532,2141.6437077253954,2122.67167683401,2318.33157221509,2306.9104515299423,2230.920962781649,2222.1470927171063,1877.2865161702637,1870.7006174298824,1612.5385205217815,1607.432680098002,1508.7659405152572,1504.4128571224142,1524.834145824081,1520.79346889851,1327.073112676636,1323.821631141371,1447.1515941851158,1443.8544957150195,1380.3744187379814,1377.4355067795111,Texas
90,"Douglas County, Oregon",42.80834786,-122.7941288,32226.363112137285,31644.264488723624,6080.365105933401,6021.850573255717,6477.068100615319,6399.388772111954,857.6111530808118,850.0138925139148,7565.707570669036,7528.435568566858,4277.812824558446,4260.988842665197,759.3002071376357,756.6364292674574,774.0880586083135,771.6370349267659,757.1583439773235,754.9737947875437,63683.28819386999,63514.533058202185,601.531529550053,600.0577082190891,762.2651258646601,760.5284293151105,581.6951371365626,580.456668231671,Oregon
91,"King County, Texas",33.42197646,-100.4747257,136055.5818971271,133598.03598496562,69613.0945212977,68943.17131385968,859.5191817426676,849.210987998774,790.5237991068076,783.5208406394731,239.1402492721208,237.9621392552677,269.20895784635604,268.1502002947618,12437.968604620122,12394.33370868896,248.4131747800355,247.62661494692165,280.57642102516604,279.7669034412981,310.9393031704242,310.11534125232663,422.71671826255664,421.6810137554357,3830.7606040727137,3822.032841910308,451.2890909568986,450.3282654822039,Texas
92,"Pecos County, Texas",30.79490767,-102.5121274,86615.11222703132,85050.60004739955,4720.629163179487,4675.200080449151,1525.746690971569,1507.4484460589292,1364.2195014746922,1352.1343845940244,335.91961674405104,334.26472900955986,373.4568461505462,371.98809763927954,346.2058722092739,344.99131236555473,356.45671079279066,355.328048711153,412.7741045073982,411.5831708767563,464.3391709905492,463.1087128590872,664.0545649972847,662.4275550489467,730.8445582855767,729.1794483657286,660.8061061835401,659.3992045912398,Texas
93,"Ector County, Texas",31.77998214,-102.3887614,765.8651947742723,752.0315184749246,1140.133346548172,1129.1612472085435,1425.0116719362825,1407.9215397860644,1225.7695631509523,1214.9109231568525,243.91978093125968,242.71812483991428,240.5782264269669,239.63206915190293,201.3294246810762,200.6231205591494,202.91422876827272,202.2717339325713,275.5754892236147,274.7804003013367,326.3782542093916,325.513380423345,525.9289321599548,524.640345875262,579.2833851323007,577.9635825832476,518.0060661447592,516.9031956469528,Texas
94,"Johnson County, Texas",32.37182664,-97.11815228,20006.49350293788,19645.1200433616,30571.11459810585,30276.912777495032,42289.28750837744,41782.11305760633,38125.76906191876,37788.02695019807,8474.201080645773,8432.453440052763,89555.68635593561,89203.47757367187,235771.17411563292,234944.04140826443,7694.696373780039,7670.332371746004,44874.80443722944,44745.33189234546,76967.61822855979,76763.66078188013,13571.121333839114,13537.870527980496,15748.315847959191,15712.435883277163,13886.345070615029,13856.780088075884,Texas
95,"Hays County, Texas",30.14290618,-98.02819061,3314.1834333426077,3254.3199728715595,99888.25747469468,98926.9805440682,84797.95188728349,83780.97200398735,175611.39347395618,174055.7169765776,665680.0716431246,662400.6389135472,7622.80113316665,7592.821825165139,6550.34392072848,6527.363996564005,5611.492522979208,5593.724646431188,28107.323924270477,28026.22882415825,189267.70760594617,188766.1647588284,6085.7379772421045,6070.827220274427,6457.640776810455,6442.9280973571,5988.234350003399,5975.484987727157,Texas
96,"McMullen County, Texas",28.14593418,-98.36237296,2958.113175435232,2904.681343821749,6144.693109443529,6085.559514752641,10064.78996938651,9944.08317516968,11531.497137949504,11429.343862343523,9955.328290513307,9906.283966039227,9849.63321313871,9810.896116021771,7897.864119461883,7870.156823368277,6948.929931072806,6926.92727693925,7263.881766462042,7242.9240537804035,8077.220180897317,8055.816254905048,11132.610508381911,11105.334334099176,9003.301669622682,8982.789117737993,8251.402772770376,8233.83496946001,Texas
97,"Tyler County, Texas",30.68456443,-94.49850005,4583.63618339989,4500.842841088755,21854.04932258719,21643.736379047277,3034.9389540801944,2998.541001126872,4001.02749358975,3965.5838682416825,363883.6770922898,362091.02610084624,4742.797533926168,4724.144838470199,4332.963507479038,4317.762599860397,3637.360147146616,3625.843039034906,3032.272930782122,3023.52423319882,2947.11536322955,2939.305765656064,214089.77450071432,213565.2299658062,3508.2548705274457,3500.2618849875744,1899.7404901028767,1895.6958121020648,Texas
98,"Brazoria County, Texas",29.5703565,-95.42461309,274583.145689703,269623.4029299506,113007.46039509164,111919.9305150754,267448.46046444064,264240.9572399241,46075.53655818885,45667.37039134893,75293.54165361293,74922.61256118095,798735.9695390436,795594.663446391,49154.275110801726,48981.832025663614,49394.5221040014,49238.12239976967,4074.799184981745,4063.0425962458826,5286.723531036183,5272.714176745273,5915.781051344526,5901.286708364192,7379.869999295669,7363.056171233733,7235.790662330061,7220.38516696747,Texas
99,"Blue Earth County, Minnesota",43.85294596,-93.84641518,483.9320343359842,475.19086270477845,660.8806030446931,654.5206034444768,924.028464114684,912.9466120335536,1020.044409773057,1011.008212957036,197.58231238863436,196.6089350417153,665.1202918945601,662.5044757738949,194.77066928053856,194.08737459193944,280.7392775345608,279.850362365381,349.0602042822171,348.0530976545023,192.4267129477244,191.9167990131495,189.4338463453648,188.9697116660751,759.9710874654995,758.2396175076399,307.30867861527315,306.65439732878724,Minnesota
100,"Chickasaw County, Iowa",42.91269261,-92.11168489,62.9498498294608,61.81279875105274,115.0132016087592,113.90636943229444,214.5272679121588,211.95444733065295,243.904274427515,241.7436165121541,270.3289300219647,268.9971708502093,300.35489446464203,299.1736447201435,343.5239638102528,342.3188126406999,366.9159621336219,365.7541825371968,390.5971510692024,389.47020226557913,403.3125108276389,402.2437680002579,208.49640545028183,207.985565311924,238.42531346289417,237.88210034036476,238.282274447688,237.7749551172515,Iowa
101,"Harney County, Oregon",43.19860125,-118.790355,11713.33865356176,11501.76286134187,967.718495824072,958.4056347441608,49549.54302729567,48955.29649935762,10763.610952524978,10668.260097124738,82.52174425044113,82.11520585380758,93.08996545856796,92.72385689852834,95.69918893735394,95.36345693137127,100.06081838554228,99.74399211141149,104.07719131764696,103.77690836392132,77243.42486122446,77038.73655112625,90.49521812954076,90.27349445209816,1877.7090675058016,1873.431014177709,437.5607727849688,436.6291758426906,Oregon
102,"Poweshiek County, Iowa",41.53491879,-92.68514792,632.7384832389534,621.3094492274944,1928.810808568455,1910.2488536330657,3063.302958096239,3026.5648362962397,1704.972907083299,1689.869181591764,1872.4009832637728,1863.1767127335595,2059.1634764296577,2051.065102222209,2300.179113967401,2292.1096229233635,2405.674466546046,2398.0572904095216,2541.447470667568,2534.114900067142,2666.0384873647768,2658.9737188926906,1582.5783338400229,1578.7008351691222,1602.9142136066032,1599.2622354568268,1574.7774861180678,1571.4246766751685,Iowa
103,"Knox County, Missouri",39.96993092,-92.01395166,27.49093815701568,26.99437460741917,72.21892614743756,71.52392565974023,181.24977405588584,179.07604969150705,181.9415898472041,180.3298364773241,6784.4623335693805,6751.039089015322,185.29686884423944,184.568124671887,22667.63096871155,22588.108359371763,2874.993734086701,2865.890534976231,1765.1132675123513,1760.0205721876737,48498.63878860974,48370.121643836064,8468.864860118525,8448.115168594908,2309.667724015268,2304.4055234622087,1456.1877108921888,1453.0873872269394,Missouri
104,"Franklin County, Missouri",38.4997353,-91.3675038,411.5114004804452,404.0783488852288,979.3262874708884,969.9017185425504,2506.291523646572,2476.233627146757,2557.2401126308528,2534.586466630581,2620.659256988241,2607.748737195718,2888.678115705693,2877.3173876170167,3348.3825274802616,3336.635728001282,3759.735735232194,3747.83114476482,4328.538093800582,4316.04941892701,4830.273033629155,4817.473233175682,2637.129831790485,2630.6685608384514,2997.766871967899,2990.936949928644,6920.142319476681,6905.408861118609,Missouri
105,"Iron County, Missouri",37.67809039,-91.06236394,3806.374692247709,3737.6208753542487,48.87916516260955,48.40877539861752,115.70993159846806,114.32222505468698,127.65237404197252,126.52154879081291,135.8260511884503,135.1569123381657,155.62260423598042,155.01056439617818,183.03398291100524,182.3918628791842,203.67826329862575,203.03334927210145,233.9969848681558,233.32185802345973,251.2925179434422,250.6266147817093,146.64676416559237,146.28746275157377,158.54640151044333,158.1851794380911,313.2362261688943,312.5693247264902,Missouri
106,"Iron County, Michigan",46.39589899,-88.25976999,18.14110837841373,17.813429012997048,41.76581861371198,41.36388430294213,74.8742526016114,73.97628741521294,81.11874326864893,80.40014227184835,99.64177548063454,99.150896282557,105.66605031993237,105.25048194650844,6787.628737547054,6763.816370512118,4625.278725016103,4610.633533732366,3029.095070231321,3020.3555413942213,350355.8587560164,349427.44641812966,244.26453013045213,243.6660539787974,286.34236272176656,285.68997843124214,235.04905129493991,234.5486157186929,Michigan
107,"Langlade County, Wisconsin",45.19646292,-88.88363925,1104.2362574588496,1084.290649474678,88.13109686312546,87.28296523657478,23380.26441177905,23099.865439354227,364.6779348320885,361.4473876499948,558.263900030722,555.5136465929361,812.7910883560135,809.5945056362193,1078.4745293729657,1074.69102377414,1177.729784635137,1174.000695211132,1172.838781434654,1169.4549132780055,1043.3898180793112,1040.6249264523535,1030.3866304782357,1027.8620648976505,1033.4513851899835,1031.0968350552776,862.8045636403349,860.9675934563877,Wisconsin
108,"Waushara County, Wisconsin",44.06230241,-89.11741448,44174.75045126361,43376.83039625008,784.714425907383,777.1627086803039,110296.07131953316,108973.29307734562,1537.2270596262726,1523.6093326639866,41041.41147984806,40839.2234411663,1908.1431437703136,1900.6387093742544,1933.447345293268,1926.6644230668103,865.2176367532894,862.4780661142751,759.9075949739422,757.7151136599441,655.6984583724625,653.9609148906787,724.3501803050731,722.5754391745131,808.9707269533617,807.1276193225453,734.2204197673188,732.6572140584069,Wisconsin
109,"Richland County, Wisconsin",43.41560313,-90.49937312,80955.95092211557,79493.65908903065,351.72444863825257,348.3396203615263,566.8461412861694,560.0479685734798,705.102513667755,698.8562708297687,781.9042660753346,778.0522618607062,787.9867041626939,784.8876732825096,742.359009644419,739.7546649029987,118.6081594349233,118.23260602808938,109.62799635951266,109.31169825287576,100.73046937949464,100.46354245866308,112.27727995874795,112.00218772823834,121002.15391366131,120726.47027543698,159.45356956993027,159.1140819670969,Wisconsin
110,"Rock County, Wisconsin",42.83835582,-89.33478091,185.1154391873749,181.77173447118852,2170.5842076873346,2149.695540915261,227671.0874634816,224940.6333569215,912.1196470256084,904.0395158359116,1088.0123753974328,1082.6523480418657,1148.1985022229978,1143.6828135747337,1128.6873624740242,1124.727700155687,481.4405187134386,479.9161157731003,417.6179543556354,416.4130452754122,364.1814777249265,363.21642870776407,417.588483821127,416.5653440773453,485.4855627350731,484.3794631995581,504.0981201876136,503.02486066211736,Wisconsin
111,"Waukesha County, Wisconsin",43.07262373,-88.23565775,606.0061009213902,595.0599288107132,1190.926570210779,1179.465661121402,2639.2185854435024,2607.566497754108,3312.6033222442197,3283.2581924573083,3666.7627188814818,3648.698633468482,10691.26052113899,10649.213432872046,3169.544061337413,3158.424663173447,2107.8631730217007,2101.188967810698,1762.740501065305,1757.654651633644,141750.6537964175,141375.02697985628,8322.450860816189,8302.059900405942,106420.59895038827,106178.13700279692,1001.4989584321428,999.3666983544584,Wisconsin
