,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,state
15,"Delaware County, Ohio",40.17734323,-82.81856565,1274.1094444820114,1251.095449662596,2137.114411860981,2116.547842434621,3755.3978441434047,3710.3594443204447,5301.601349255697,5254.636420304601,33876.43938860386,33709.54915285097,23568.79329579717,23476.100845725985,10685.142502382332,10647.656873022574,5051.726646243806,5035.731177117319,5508.544236176556,5492.651013915022,5550.4369437405485,5535.728772004739,6617.061102369678,6600.848542725034,6294.609396195949,6280.268157107077,5457.603397909101,5445.983785380084,Ohio
16,"Greene County, Ohio",39.78941957,-83.9413805,449.4400980369167,441.3219476435929,714.1331209160064,707.2606444919709,150533.82471872697,148728.4760270738,40670.59639412916,40310.310596647,182819.4049201382,181918.75614659587,2601.5147593370093,2591.2834006962457,2899.3345901271146,2889.1631411444564,996.0501747925376,992.8963442440912,1032.8124029788337,1029.832538177674,1019.0468332397623,1016.3464483904172,1097.1054733846795,1094.4174389765733,1090.1322075787514,1087.6485194508089,833.9879887933246,832.212371076701,Ohio
17,"Clermont County, Ohio",39.20877458,-84.23150769,444.0300460592242,436.0096163983906,165216.57276503404,163626.6072979076,1044.0594100937244,1031.5380296429,1677.8007736272325,1662.9377560337732,68153.59231924362,67817.83775663772,2199.079337370784,2190.430695536491,2720.735053286844,2711.1901674071405,1449.8804260945783,1445.2896160178025,1727.184047611654,1722.2007854686387,1920.3881178012705,1915.2992574966988,2259.583001350719,2254.046763493054,2469.364815186729,2463.7387709029263,2219.494478203231,2214.769021997144,Ohio
18,"Allegheny County, Pennsylvania",40.37731547,-79.86635294,3301.4411629912856,3241.807863708604,4775.447557508767,4729.490928706702,7824.224918972015,7730.389169783686,1343.0354365228018,1331.137981452183,132871.6379756997,132217.05386394385,1180.6823064321593,1176.0388639629002,1051.1111284248032,1047.423619141023,1408.2806528153626,1403.8215616410046,1254.9746710453153,1251.3538248608502,1084.8379596730804,1081.9632341013594,1941.7878514856543,1937.030248242701,96318.02446945263,96098.57958724612,5164.761953740017,5153.765820761563,Pennsylvania
19,"Upshur County, West Virginia",38.8763551,-80.19443111,686.509011790946,674.1087310228666,221816.9917529762,219682.33085905563,1504.2573402808232,1486.2168166559177,1735.5294394280677,1720.1550248982535,2457.446616955979,2445.340154392151,2073.3450377202007,2065.1908896067503,528.2839042382825,526.4305780307388,802.3042444676183,799.7638788320447,937.899247244137,935.19322537043,1048.0761576877874,1045.2988476713454,1368.0471930402143,1364.695320302345,1531.5928329992505,1528.1033489626204,8334.491049244694,8316.746345286198,West Virginia
20,"Boone County, West Virginia",38.05258266,-81.7519919,1301.7155329173142,1278.2028946108846,144286.4332726536,142897.88948168285,79.52765313763281,78.57387982581704,116.44374614856008,115.4122139935755,173.98151092666708,173.12440150492054,257.7566417318483,256.7429243834719,181.36106886751125,180.72481775468412,493.7965834392138,492.2330570336355,684.6577934120326,682.6824224215761,904.6478065116664,902.250569062892,1167.761147911044,1164.899998985817,13002.863650622332,12973.23875021687,6092.972821992781,6080.000464314955,West Virginia
21,"Wythe County, Virginia",37.06277512,-80.92007066,4974.671980316118,4884.815433314515,2808.636729940109,2781.6077501254845,25098.621296503705,24797.614109550163,66795.0523389015,66203.33963160377,102421.03443405592,101916.4633843456,28979.26883940752,28865.29781864781,41472.31431218079,41326.82109085489,2530.8953326694814,2522.881665068092,2352.406568964745,2345.6194181591823,1771.9870389597377,1767.2914285155834,2346.4262327933698,2340.677219045062,27645.36397118591,27582.37852610821,1363.926110654083,1361.0222182733942,Virginia
22,"Clinton County, Pennsylvania",41.3405889,-78.01141702,286.7289972327852,281.5498662833444,443.0836455419412,438.8196199440853,743.4708683924898,734.5544393969299,176.29618762661477,174.73444479067038,172.52336584284814,171.6734398849247,150.9400382344768,150.34641420874922,128.22733964693288,127.77749234478216,149.85411141508524,149.37962279357623,134.5279916675366,134.1398522280948,110.6759819879294,110.38270032981713,289.17544211395125,288.4669290700926,220.3308149445349,219.82882718058,71014.32402007701,70863.12964610703,Pennsylvania
23,"Lander County, Nevada",39.59882101,-116.7842291,18033.77901035418,17708.038314752084,1029.60528270969,1019.6968527206026,1399.630496800867,1382.8447604992832,923.79420328376,915.6106515105304,823.4351727688377,819.378569046876,994.9038101786164,990.9910060484596,511.9534077057351,510.1573721651287,478.1209503886848,476.6070583204443,461.6052790718173,460.2734579984374,1212.9315009218467,1209.7173386855834,101.50280241692153,101.2541088937964,404.3693701935342,403.44808064987046,3668.6900386049415,3660.8791455023056,Nevada
24,"Franklin County, Pennsylvania",39.90665131,-77.895377,180.322895425042,177.06575750874546,278.27708093964293,275.5990750859807,455.1971629653669,449.7379938773611,161.22345326005305,159.79523421286424,129.69631698439238,129.05737590001473,129.93527570352546,129.42426018803096,126.52790386667375,126.08401852710476,173.59152013405006,173.0418708764069,145.34153176647737,144.92219315918686,115.15406020140144,114.8489120282602,200.75225862027887,200.26039253103988,171.8467000139599,171.4551753844851,134.17811163145296,133.8924372147979,Pennsylvania
25,"Allegany County, Maryland",39.55126096,-79.01946377,487.9862097221144,479.17180829755193,934.0180622476266,925.0295180610937,485.9930045138613,480.16450160768005,381.1483337109927,377.7718813462597,302.1656818542852,300.67708084452084,241.64854404641923,240.69817737627696,188.84919499535783,188.18667402973605,152.35690120837688,151.87448791087638,141.7544527497065,141.3454635635405,108167.67041595108,107881.03556380048,2960.3167451868503,2953.0636291802302,71198.04646834635,71035.8333518851,205029.1552315991,204592.6340762041,Maryland
26,"Centre County, Pennsylvania",40.92107394,-77.39607808,14857.396671258668,14589.030361360265,22070.25060761377,21857.85704606207,34457.47569534201,34044.22798320493,5941.397864987826,5888.765214922854,513472.57998468826,510942.9882839996,3683.809081074504,3669.321224821796,3279.608743151869,3268.1032159430924,5428.811999553922,5411.622551111196,5302.910192296416,5287.610264274487,64064.65495452038,63894.88923034095,13103.105216523967,13071.001103902605,9374.987415935697,9353.628038804469,421137.2356708248,420240.60556723183,Pennsylvania
27,"Anne Arundel County, Maryland",39.07725918,-76.76367486,5458.922492025287,5360.319020796696,30601.68557560228,30307.189554490255,247817.4807349672,244845.41139806152,10575.024687497627,10481.344448191412,30335.207593925574,30185.76302305765,2808.565648365945,2797.519990327133,3023.4937428338226,3012.886718567169,2044.343804327682,2037.8707228456587,1754.178699373773,1749.1175524063945,2181.0533566181093,2175.273756262451,535799.5577702351,534486.7873191941,29271.31707324644,29204.627159675743,5057.506747700885,5046.738968423686,Maryland
28,"Accomack County, Virginia",37.81184868,-75.60492375,11.025806737774374,10.826649702841497,56.96383905077674,56.415646242695146,120.9835745935725,119.53262137085233,134.5858318505909,133.3935856566037,137.68923327294047,137.01091556847456,135.0191960956036,134.48818630075868,140.8933967437751,140.39911436537943,114.5509285803712,114.1882217338161,113.73868188733074,113.41052365287425,77.897551486557,77.69112979819687,173.11677301924112,172.69261704355316,101.7367418010646,101.50495125673416,49.498860865437486,49.39347439046853,Virginia
29,"Kent County, Delaware",39.04284209,-75.53282965,1665.7156592536471,1635.6281563953132,2970.25360079798,2941.669297329872,1805.780935546779,1784.12424639075,1352.0242726805818,1340.047188829206,255290.44470619276,254032.77172546,915.8348546215996,912.2330165694748,871.9140718314407,868.8552218701096,730.5913560232723,728.2780575616392,694.7905874441353,692.7859813707281,1343.941034952223,1340.3797089259592,5772.2665454353055,5758.123829476535,782.7568120278629,780.9734285193454,392.0392450072529,391.2045665245881,Delaware
30,"Mercer County, New Jersey",40.24746962,-74.6629847,8134.906706857992,7987.967445384917,13089.9078923887,12963.936864371057,18986.13005171684,18758.429831434325,3232.3615709519536,3203.727273213719,24907.645216673965,24784.9392045522,49972.2760664109,49775.74276722602,85919.68599124986,85618.26244888193,3125.432847575473,3115.536673827143,21576.660839255557,21514.40797322102,28569.755340889493,28494.04799167301,15128.700332862603,15091.633279574453,7116.57106670834,7100.357122246227,6390.614763680246,6377.0087058628815,New Jersey
31,"Madison County, New York",43.01255158,-75.57684419,126181.96548617347,123902.76481579228,124982.28297077488,123779.51311179252,182749.2483147753,180557.5407901565,14368.536216955914,14241.250659610989,13832.139396974357,13763.996196372687,245924.1330782429,244956.95117204325,283038.63609604543,282045.6796235584,849.937177987994,847.245990431346,970.339925143436,967.5403055999884,31623.63872840903,31539.83885570654,79374.44505737953,79179.96855114141,170608.3563313917,170219.65306567572,3060.1028601799444,3053.5876909853764,New York
32,"Suffolk County, New York",40.80291312,-73.25855327,6060.79627861162,5951.321276474574,7614.839554603422,7541.557971969782,8611.012994583427,8507.741314131361,7502.275371235857,7435.815483633951,6143.765070718602,6113.498182593177,4910.354044225221,4891.042374706808,3811.689753927605,3798.317579497712,391.54914946483103,390.3093728952847,455.3737855655903,454.0599435638252,1568.885862071677,1564.7284519565585,556.7501339763912,555.3860322075526,872.8429421569581,870.8543121193151,1797.4069242314772,1793.5801214219246,New York
33,"Orange County, Vermont",44.03042544,-72.66603564,784.1532664738454,769.9892562387644,1047.917081321894,1037.8324273200024,520.849799340021,514.6032596965669,536.1234753757938,531.3741554493579,544.4652553758486,541.7829801288374,7812.192140027439,7781.467986236538,12496.913260173837,12453.071574533476,514.6360280796536,513.0065169689037,550.889117589229,549.2996952642153,22638.482115699917,22578.492121007468,11392.581251055915,11364.668118597,892.5098158352422,890.4763780391183,3577.364749672745,3569.748294383582,Vermont
34,"Clark County, Nevada",36.23284216,-115.0174041,18114.52349453505,17787.324326783113,7695.710295991797,7621.65045192859,17722.868004362674,17510.318056709362,10255.15490065653,10164.308269692954,117787.96377193544,117207.68847153404,37699.52305116839,37551.25660772892,1601.9438143230384,1596.3238731696583,1314.9411537152214,1310.7776068528758,2698.283251943701,2690.4981795890003,1073.0960493387097,1070.2524388008958,475.19046549836287,474.0261942841076,20124.43706137788,20078.58681948668,33530.239562183364,33458.851378889034,Nevada
35,"Grafton County, New Hampshire",43.71401219,-71.56225601,536.7936213260801,527.0976209755638,1381.405401235777,1368.1114147590663,43122.63376914319,42605.46501586646,1332.4845224662088,1320.680534047719,13712.163822188866,13644.611674021337,54149.04334490437,53936.083460464935,838.8547853714884,835.9119140373828,698.4759974314208,696.2643870188083,716.6010163245979,714.5334829188587,634.6098728567094,632.9282122793846,568.4570385004349,567.0642534710198,578.4327866247469,577.1149220254213,122460.47873326248,122199.75196195777,New Hampshire
36,"Worcester County, Massachusetts",42.31304362,-71.90533052,1821.458421738299,1788.557767196249,3065.56174998238,3036.0602463605405,140572.8029647771,138886.91657752384,4788.580275880095,4746.16001120574,137569.71481890237,136891.98591489275,172091.06904240936,171414.26125574362,3047.6099092158324,3036.918280586216,2542.0131884988887,2533.9643180189337,2844.855382070976,2836.647420593197,2553.930565092168,2547.162872794525,3734.571971176226,3725.42184094572,3539.108403365682,3531.0451230921226,52342.27718509636,52230.836881462295,Massachusetts
37,"Capitol Region COG, Connecticut",41.60246114,-72.75108047,10246.80259752252,10061.716565144174,11373.989742424572,11264.531891972583,89422.76323191283,88350.3180927131,3336.33606599562,3306.780696594172,12384.424936731417,12323.41381411472,5748.989293186144,5726.379399827137,6090.784703210184,6069.417005227334,1496.8283831258236,1492.088919994393,33193.29026630672,33097.52116340484,67115.28048523123,66937.43087060098,1588.7166595252656,1584.824121251474,2188.0744456893053,2183.0892755548643,119049.4921809288,118796.0276343022,
38,"Kent County, Rhode Island",41.66667273,-71.59672773,617.5611567321075,606.4062678618793,911.7638876187482,902.9895069907926,3533.6835032704994,3491.304118429478,1748.683836746328,1733.1928922674022,1059.0919731397612,1053.8744204018917,6140.862723143185,6116.711651672738,755.0782270506363,752.4292607359117,598.2571209238731,596.3628372506754,1370.650927433427,1366.6963327349551,9.737193935819626,9.711391224774609,80.4977250859736,80.30049641466104,10750.532003689765,10726.038672953358,179350.25285130064,178968.403843014,Rhode Island
39,"Piscataquis County, Maine",45.39211237,-69.24794622,737.7568424885302,724.4308819719107,17561.82505797647,17392.818432826294,2696.8381211547594,2664.4950037010944,1570.9626125217612,1557.0460347518626,1770.382927345055,1761.6612426151978,877.9330497710146,874.4802737056289,6133.568056466754,6112.050265874228,923.6786818596162,920.7540038488884,963.0871973319988,960.308503319902,958.2023731586748,955.6632207991528,979.9848608979148,977.5837854412496,947.257403091184,945.0992318622204,33470.43706865077,33399.176208973135,Maine
40,"Kootenai County, Idaho",47.64818073,-116.6294762,254.79836959025195,250.1959954510903,395.60424760678,391.7971410809847,581.5390070134006,574.5646231005584,339.8764739231608,336.86563372632264,246.404063315254,245.19016855655667,883.9611146517075,880.48463113147,170.075836202211,169.47917595575143,142.97785860234958,142.5251425147233,155.84090795878973,155.39127660766755,169.72398706546983,169.27423336594163,59.57042597738737,59.4244715923101,188.2916044933361,187.86261283579216,210.82564836797968,210.37678608052332,Idaho
41,"Custer County, Idaho",44.43004937,-115.2177288,868.0668001580012,852.387075838977,1250.347166666411,1238.314422107872,2009.088790258938,1984.9938346854228,62460.60549242425,61907.29004942022,998.4698511856634,993.5509496758258,805.1116094732911,801.9452289663965,2400.178849786648,2391.758539553053,595.7279591300271,593.8416836354625,567.9342087968735,566.2956080662017,533.2545620145926,531.8414841332449,238.7737295140134,238.188706454466,4636.483565494248,4625.920095204167,737434.9656282914,735864.9159304271,Idaho
42,"Bingham County, Idaho",43.02868119,-112.4327899,463.6412698432272,455.2666064040301,729.7596440899938,722.7367854627563,1421.0852162959015,1404.0421740377162,24879.381853759038,24658.984595622485,63478.61264106596,63165.88908392323,443.1338050009548,441.391027694565,314.20874041422354,313.1064329454988,324.7892125268407,323.760820417491,359.8321868126843,358.79400091879427,331.06459381786726,330.1873016423368,124.9942187462226,124.68796855519246,326.0885627170756,325.34562320364074,25775.619977202427,25720.741911686524,Idaho
43,"Missoula County, Montana",46.82138594,-113.6065082,152.33213967005165,149.58059341287566,303.15946434714147,300.24200230760385,524.2621565721475,517.9746926070268,602.9093746624668,597.5684231122435,663.0632733881945,659.796732157416,661.824265690954,659.221412335946,400.8000494896122,399.3939622896344,518.0609684857441,516.4206128593738,459.1179465356752,457.793301900777,418.72540055342506,417.6158149182922,280.2657615561768,279.5790782529269,377.4080060061639,376.5481435258232,63759.01666365305,63623.26933742799,Montana
44,"Judith Basin County, Montana",47.2494843,-110.2231123,128.3400540679798,126.02187225696215,289.93269476715795,287.1425208472191,459.0043609506797,453.4995322249516,519.1872084230879,514.587920632554,561.5312856330867,558.7649356171681,547.1676533280065,545.0157268483543,325.04263621113563,323.90232125657013,405.98651565855073,404.7010255218637,383.8681449737656,382.760610662409,358.3495858887071,357.39999087409285,249.28917423616497,248.67838712939025,340.0847642129057,339.30993664107774,356.2173815557054,355.4589702810121,Montana
45,"Valley County, Montana",47.83744486,-106.8433126,3.266570298657158,3.2075668651168665,6.713377141772919,6.648770803288976,11.224111536486465,11.0895010254254,13.291438619121411,13.17369467172096,15.040785846870495,14.966688322419994,15.14485892142616,15.085296513551004,10.276238309773266,10.240187198577807,10.801739585396362,10.767537637399233,9.05931428074122,9.03317639580688,8.04492690738556,8.023608555739516,5.128234441429678,5.115669678090313,7.706932837543297,7.6893738502403055,8.159974867982477,8.14260172096179,Montana
46,"Lewis County, Washington",46.60869095,-121.4945952,414.3928389066628,406.9077404411397,854.8000485679715,846.5738607480973,2041.7176880696725,2017.2314148764617,2075.853661257824,2057.4644400977804,19434.212185771157,19338.470711404563,2245.5088982022044,2236.677656024519,836.1728769724674,833.2394143125277,813.5801584190303,811.0040894396079,798.7369059352588,796.4323945017027,752.6017523142887,750.6074235913593,314.14322015855737,313.3735331910367,836.9631299450219,835.0562461974193,962.9057124615248,960.855620055568,Washington
47,"Musselshell County, Montana",46.4465773,-108.0131914,89.67634585203031,88.05653919585899,181.34722275847125,179.6020236121646,275.86513367393616,272.55668948153266,320.91220070690287,318.0693580046963,348.5031503969106,346.7862706427197,342.4447139514118,341.0979314007861,203.3209500732873,202.6076592796624,274.3900010493907,273.5211898294358,248.8689074462864,248.1508722103972,211.5105820649259,210.9500975487545,134.13700604955147,133.80835497961445,187.15747314993092,186.73106542535717,197.7132357453637,197.2922906851016,Montana
48,"Fremont County, Wyoming",43.04388094,-109.277895,84.8250038243217,83.29282602984385,145.86621570086544,144.46246883756123,222.8748863876803,220.20195301012103,204.523319311437,202.7115227376239,187.9421585004068,187.0162727902754,170.4196187611166,169.74938453211251,99.81496524144733,99.46479426424568,114.84073078426778,114.4771063262642,147.59327017388648,147.1674348630297,163.11100044276355,162.6787705785513,147.50146990583065,147.14007436458888,213.19089107212704,212.70517045818664,270.2294411955179,269.6541041525536,Wyoming
49,"Johnson County, Wyoming",44.32489043,-106.7112461,7.497522707862426,7.362096391461996,798.7298329547316,791.0432381373475,22.194405737761493,21.92822874109277,25.979907572642887,25.74976116348737,27.732262038629884,27.595640722071305,29.21940022339995,29.10448480272797,21051.34039773233,20977.488060854324,120099.0339266144,119718.75990867596,20.108506110891465,20.050489156998463,23.848335387609428,23.785139387717976,29.370823155634824,29.29886126577825,33.018702985930645,32.943475265810015,36.0528119948034,35.97605308151892,Wyoming
50,"Crook County, Wyoming",44.24892369,-105.0387513,1533.2116542201757,1505.5175458214771,17905.60711085604,17733.292091256393,78.56884279826406,77.626568476758,83.91401200239652,83.17064875192364,81.92767414092029,81.52406239485633,77.32965330254858,77.02552763358416,1020.9950537307236,1017.4131976952276,2139.9261195676954,2133.1503922618726,50.50688820719993,50.36116600445465,57.694191454793184,57.54130690089644,72.75357825597067,72.57532363377689,84.15770597828306,83.96596639499217,88.83621163895306,88.64707324201753,Wyoming
51,"Albany County, Wyoming",42.22317644,-105.8451005,88.94127050799192,87.33474137694438,404.3418113886895,400.45061871797816,222.8748863876803,220.20195301012103,217.95173894048176,216.020984955076,200.41763080034443,199.43028542825203,198.1138369802051,197.3346856374856,126.89967552476622,126.45448593543374,134.23110644478385,133.80608552237356,159.8206630576078,159.35954933843695,182.793706987018,182.30931967447995,213.6505089854493,213.1270407015016,257.0096433084701,256.4240888267162,272.33360767138566,271.75379071345446,Wyoming
52,"Sanpete County, Utah",39.1005072,-111.9317099,676.1888489222421,663.9749792790658,1514.9409161816916,1500.3618476224417,8221.96422991607,8123.35840233524,11291.424845887464,11191.398282079866,82849.50072280705,82441.34765367754,45594.32052107759,45415.00504975124,3363.9889126218995,3352.187362804407,28426.891694319667,28336.88257460681,7068.922095097709,7048.526879013391,2896.554869162583,2888.87925246976,1197.0283237505796,1194.0954668833242,26176.102125601145,26116.46415358895,32577.05870227605,32507.69990650857,Utah
53,"Duchesne County, Utah",40.52141335,-110.3182862,23.815690805944357,23.38551254519719,12411.175720657426,12291.736487219585,201.2444502361011,198.830930180957,7815.800824942293,7746.563531102598,394.31798846100367,392.375404669922,151.0738426536284,150.47969239563744,116.72964099789873,116.32012993552692,115.73645143607128,115.3699908246027,118.63489238667268,118.2926076319653,129.75985110513088,129.4159988654221,76.58681954017396,76.39917303660094,127.2288955396206,126.93902528793352,117.01131293499404,116.76218781198912,Utah
54,"Mohave County, Arizona",35.72391313,-113.7436192,204143.34960789245,200455.9473908842,408.5454324938072,404.61378617923816,544.9337203414992,538.3983427883517,135.4627635360374,134.26274892802044,142.25276104025767,141.55196139144644,19205.606155685116,19130.07345159924,100795.25883452893,100441.64879020338,14633.98110263363,14587.644986426949,191409.2420645986,190856.98914683756,410.5502712212452,409.4623489627797,264775.4038077083,264126.6736599498,459.4005366816093,458.35386761615655,182.01710521960248,181.62957829943173,Arizona
55,"Gila County, Arizona",34.1838784,-111.6056914,3409.758370135143,3348.168557889734,5820.307927315118,5764.29606084435,9407.86319795027,9295.03491136812,5463.97581680292,5415.572472394028,4953.026059579001,4928.62527538527,16794.07717276233,16728.028642390374,3637.9230149708455,3625.160449216751,2757.2572259132635,2748.5268202679645,2979.80230607665,2971.204996458097,21868.357704914957,21810.408472455565,15061.080671546222,15024.17929419416,18042.09650546177,18000.99053631208,2818.396526340737,2812.3959665342563,Arizona
