plant type,location name,year,product name,amount produced (tonne),amount sent (tonne),amount disposed (tonne),disposal cost ($)
PV Manufacturing Plant,"R D Morrow, Mississippi",1,PV Modules,1.719167338e7,0.0,1.719167338e7,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",2,PV Modules,4.97478019e6,0.0,4.97478019e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",3,PV Modules,4.16508703e6,0.0,4.16508703e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",4,PV Modules,4.12500422e6,0.0,4.12500422e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",5,PV Modules,5.39572805e6,0.0,5.39572805e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",6,PV Modules,5.33101721e6,0.0,5.33101721e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",7,PV Modules,3.17255054e6,0.0,3.17255054e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",8,PV Modules,3.14444609e6,0.0,3.14444609e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",9,PV Modules,6.40038378e6,0.0,6.40038378e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",10,PV Modules,6.36885268e6,0.0,6.36885268e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",11,PV Modules,5.65920654e6,0.0,5.65920654e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",12,PV Modules,5.63694974e6,0.0,5.63694974e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",13,PV Modules,3.74849788e6,0.0,3.74849788e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",14,PV Modules,3.73534739e6,0.0,3.73534739e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",15,PV Modules,843898.05,0.0,843898.05,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",16,PV Modules,841225.98,0.0,841225.98,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",17,PV Modules,2.27251093e6,0.0,2.27251093e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",18,PV Modules,2.2659543e6,0.0,2.2659543e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",19,PV Modules,2.71570264e6,0.0,2.71570264e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",20,PV Modules,2.70850627e6,0.0,2.70850627e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",21,PV Modules,4.38729421e6,0.0,4.38729421e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",22,PV Modules,4.37654484e6,0.0,4.37654484e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",23,PV Modules,2.58656768e6,0.0,2.58656768e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",24,PV Modules,2.58067461e6,0.0,2.58067461e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",25,PV Modules,4.22602033e6,0.0,4.22602033e6,0.0
PV Manufacturing Plant,"R D Morrow, Mississippi",26,PV Modules,4.21702285e6,0.0,4.21702285e6,0.0
