name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26
"Snohomish County, Washington",47.82099062,-121.4522522,8.503878499254833,5.562477971784595,8.52626654746657,12.747911758606786,18.6238132518246,26.62062306159276,37.26756255195764,51.916635164169875,68.76827594512078,283.1726183015345,284.8451564489145,102.1741516617693,442.3810153549948,159.85615707369186,211.00265040995606,582.9707103032397,311.962653006332,397.2121358903051,959.4908478148618,983.0878142402798,583.9060249678345,1135.4750053782022,862.1588184451921,1114.7984779415524,1643.432136189693,1753.1949519475681
"San Bernardino, California",35.12010447,-117.1590386,1610.5538556663942,1007.432674607253,1523.6941567219578,2249.456188066488,3246.0242006880194,4583.265049800329,6337.0627763715465,32972.70352356005,9044.922655304186,24880.68438619704,27069.510989337083,17507.661226341534,119588.48051207495,21722.32335999757,27435.902355888808,132090.66035713244,28710.49257234046,34274.265196618835,112918.51457029354,102937.81752062945,21925.840265727544,54349.0904130282,21755.463683023823,24839.956727353285,43917.86905644089,25794.080367413397
"Warren County, Virginia",38.79110825,-78.25771359,0.08635031937914538,0.10211275170855899,0.1979500982386937,0.36294747902838354,0.6340122840015732,1.061733842366413,1.7133666673802865,2.675786371151569,4.058023047965581,5.992718273875228,8.635498733515355,12.160823546762744,27.128574428773877,21.80640694707201,28.88460939499093,47.96187620287641,46.12467414697415,57.189323411784535,79.5812547907714,89.56422951738901,88.88385999422749,277.78316443858574,67.08875409760219,75.43588386865089,182.8581189198183,63.98581739010314
"Sumter County, Florida",28.70869529,-82.19247661,81.04726417612723,50.85392752919702,78.23619551228943,118.29563810403923,175.8661902607917,257.10458037618827,369.6518973182999,1717.3245864364417,612.0626492862797,1765.7666870558512,1982.8740693643263,1412.6580702332724,2707.5450238289304,2603.503050613873,3471.441074596004,5292.842097264857,5699.799928093524,7134.972493260472,13444.62083887172,14165.443893788673,10377.835263210442,21476.797897985158,11465.705472540481,12955.544310310406,19521.351178768517,13886.326489260984
"Palm Beach County, Florida",26.67709172,-80.56373053,34.720844454921675,20.034419765831757,29.742235365058214,43.43076519793537,62.44882493602356,88.49793472925651,123.7101833973628,995.8245024648855,153.3491888974633,394.9700209724956,471.4406424291367,416.65208402526514,821.9243716778062,829.5912940598873,1156.7285079296805,1813.1654950089305,2114.481157291016,2815.4293737754847,3964.385862242422,4981.6906508113125,5960.613815662275,12055.78356650423,8348.918361966651,10604.656386930874,15820.879818516458,15758.806874802307
"Midland County, Michigan",43.57419001,-84.55437763,1.4216230980196807,1.4614284592860134,2.6778142416828477,4.6962884235426525,7.9279915298484696,12.95036053263983,20.564977914094836,31.87242673114673,48.36537333436573,72.03893045042588,105.51437645332605,152.16882656757298,488.6822474483729,282.5694398156833,394.72758221341627,820.3027471318129,705.2208067626578,953.2276759896805,1540.1920471362655,1887.3134144018088,2077.9149131306926,3997.026878082592,3195.813605513523,4173.796001731027,6092.434084191295,6620.799059331701
"Cass County, Michigan",42.06225929,-85.90993949,0.18195591729455185,0.1798555888943112,0.3185774847999666,0.539158739950286,0.8772143057732167,1.3788154311670457,2.1018317350256606,3.116695262713502,4.506043577710151,6.362458312079701,8.78327033722249,11.861254975542504,36.635568726434705,18.669868266379318,23.704056704642646,50.67811602623043,32.98852962670579,39.13303050217347,152.4987112622864,136.95764720896622,19.292260078001256,44.42066406571177,40.116052320182156,65.10168929078732,114.77932404967255,169.51153313004136
"Cass County, Indiana",40.72939342,-86.25965362,8.054815391356062,5.340685285709115,8.253467727254861,12.448492595900769,18.353609033533893,26.482415724339003,37.428769410657594,51.850780287195704,70.44265500005467,275.627198430774,280.5112260733198,111.93357120090144,392.0468159759856,179.5449610072539,232.8832594332863,540.6451002683004,335.82295765659086,408.25920144782424,1028.208011914213,989.0579153919296,419.3210307277168,1068.8741253381254,384.2492575313256,422.98134269081726,781.2529477201635,370.11168263951333
"Hamilton County, Indiana",39.94240296,-86.10103966,8.374160096316803,6.608142835047461,10.754397913922531,16.919910578588077,25.84313782273333,38.46119261712311,55.95242714755179,79.78543359994569,111.77129828745868,202.5759959319348,251.49793019564245,268.66188882496783,2528.1469196285443,310.9757869892004,426.5719886872187,2782.9544765606915,518.6075457483454,760.9507531918352,1335.4507710585124,1749.1603828455413,2096.9459615542273,3037.039896062386,3990.0993208823716,5390.598401491401,7215.368325449823,9304.12580739086
"Lawrence County, Indiana",38.87073858,-86.34789005,0.8292737747798029,0.9058759806863477,1.6857385594780026,2.98418360312326,5.05858102945944,8.255349671934303,13.027172909184893,19.94863320069372,29.727049319973403,43.20345662628955,61.336288662099335,85.15761135157655,175.9861224616797,149.27616122410285,194.70286754278422,309.4558043905185,301.5756473012412,366.66048539304217,883.1904451790467,855.8298347781797,389.8403301835498,1056.5503381303283,332.9769828286612,362.75381293857845,725.618107591627,287.4960346278163
"McLean County, Kentucky",37.49153121,-87.22032662,0.02676330267569382,0.0302898800910423,0.0574645534954798,0.10340730081760391,0.17769938289285359,0.2932838631463553,0.4671115930335628,0.7207262244551014,1.080671143098276,1.578538567188274,2.250410468856635,3.1353887964957172,7.385356279566442,5.46512054420496,7.165846446435898,12.362393295280409,11.20207974129153,13.900747449819033,23.513588476819777,25.882266679078047,23.018870037557576,72.91685753499902,30.374351168603674,48.261623725025956,102.67568522812657,122.93147972610002
