,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27,amount 28
0,Snohomish County,47.82099062,-121.4522522,0.12453632330979547,0.0965379464753881,0.1566405762833562,0.246590489644309,0.377832394470421,0.56478336362217,0.8250167959731839,1.1792007700460452,1.6507039517256548,2.292271779861554,3.0448941604603084,12.598490156831051,12.850244543440208,4.457124784914505,19.53080069041104,6.913856803641038,9.080102541514284,19.60887353943828,13.830454556643804,17.27202558426885,44.071186200225,42.88735159954655,21.91662991033921,46.39045882331324,29.11204111911286,36.68778674658106,56.03343113534666,53.96315667849344
1,state,35.12010447,-117.1590386,21.584061430499244,15.95223030750358,25.571450336862675,39.844696188304255,60.49004472408899,89.63468242711794,129.82188235631656,183.9751329448114,255.30359888530936,1210.784099008085,379.2595930289529,1076.9779762403573,1176.6165470206206,722.6295357719144,5243.17835955786,879.2831702553252,1116.1279323483045,3896.527772041725,1363.7121283342854,1619.9407143850078,5499.333742558172,4845.280471919646,939.1528289196618,2500.7208526965364,836.0669870805833,926.7184602110576,1763.935335410912,826.1769582951972
2,Warren County,38.79110825,-78.25771359,0.0006331403350404246,0.000992428045903,0.0022358915571852,0.0046685479978575,0.0091189146543436,0.0168118055979019,0.029484798510837,0.0495179219585852,0.0800710327551667,0.1252180775446063,0.1900590900379482,0.2807784126943124,0.404600607456163,0.5695742087065455,1.2450610014783676,1.0213940902928098,1.350638775905067,2.0156769869479287,2.1723004902941683,2.6789754622745527,3.7353419809033848,4.1414806321051545,4.0383460525456805,13.269970185104556,2.6938909607543584,2.9084653243473646,7.7519512068826595,1.7817659863535336
3,Sumter County,28.70869529,-82.19247661,1.1302148112590227,0.8265819114757545,1.3354560366750072,2.1147065880158515,3.287542768679808,5.021022588791519,7.535179575399519,11.111757300914112,16.101898329930606,65.23543517069524,28.023001734813448,79.74048040526452,90.62543919073111,64.48249551746184,122.38519270054096,118.07616511877556,156.77469039727063,223.1572830784864,256.4862150177027,318.6552601865789,620.5257252739962,634.1033444827218,439.15913977687455,968.9513522676538,451.0299883580931,498.95129874275045,783.7531810557339,486.5207939162598
4,Palm Beach County,26.67709172,-80.56373053,0.47995047562994775,0.3244092206250862,0.5054314637948272,0.7724626786451735,1.1607248462511226,1.7169062968647,2.5015173538135973,3.591514683288307,5.083402251402517,36.31546576872962,6.959999961790268,17.727560433509247,21.23768962608864,18.408734370021858,36.04487322236095,35.69038157349442,49.01484965960689,71.92373826504588,86.96456309819587,113.40353012433415,158.90200482916438,193.2736203352087,221.5797563835616,496.09290612419903,277.743382749678,345.1221594427673,543.0119517031504,479.9865750198284
5,Midland County,43.57419001,-84.55437763,0.01195323877077199,0.0157025495706744,0.0323950237419579,0.0630830086683153,0.1166544293458479,0.2060789689053259,0.3497570758531923,0.5732445871427675,0.911425898687913,1.4111707177774393,2.134439407928272,3.161694099086456,4.595326547459991,6.562641409250251,21.32035667273188,11.83256176652612,16.270444047540877,29.10024708314448,28.50024373316096,37.59286263375695,62.21089367536202,72.74141414982935,74.33297142066174,158.19049347281813,104.03714143524611,133.82923713014202,203.9085477063057,203.32576470362608
6,Cass County,42.06225929,-85.90993949,0.0016581521785058023,0.0021770100718086,0.0043579001490634,0.0081794743461475,0.0145419986516922,0.0246855409543112,0.0402643814779751,0.0634205060486988,0.0968464195555094,0.1438210173186791,0.2081931259340896,0.2942757499479647,0.4066015626716584,0.5494807934370782,1.6577100278208945,0.8685865374150586,1.1022534507662438,1.909384730808125,1.5806837994977097,1.8597094300981465,7.445893165731849,6.417370420527444,0.6814913805290217,1.7268834711429024,1.1760022343446526,1.84493007676496,3.348392189962892,4.563055988471261
7,Cass County,40.72939342,-86.25965362,0.117494410735619,0.0919558323949933,0.1503269239640899,0.2386864106497528,0.3691577472224974,0.5573029570742937,0.8224733336179316,1.1879241299395875,1.680569581393086,2.3302598578909235,3.1685036037526224,12.333276421334872,12.749945262274176,5.044224622956587,17.517020527758405,8.111063558045705,10.520233787455208,19.609528643338564,15.727372685212943,19.018070053177865,49.41997320893744,46.070897318987726,18.392297240692727,49.93620871145728,15.375355510707813,16.523503321586475,32.715834569497964,12.357285861586824
8,Hamilton County,39.94240296,-86.10103966,0.0901952348506311,0.086220720520318,0.1512597615588812,0.2541590761954621,0.4112892156515822,0.6439332681383042,0.9792278180407912,1.4512405259873733,2.102163561032081,2.983534700950678,4.157319499905667,7.858393397217101,9.610171931836687,9.668166561646354,109.1810460377976,9.517733204919834,13.102569766254144,74.22631551846014,17.41985411449012,25.08744669498367,47.39816263602541,58.862758793606886,64.78446305005167,95.5621252046399,122.01312269171702,164.61715548616456,221.11788667185365,283.21855145850765
9,Lawrence County,38.87073858,-86.34789005,0.006967099398828579,0.0100995670863307,0.0214188412930986,0.0423846764717101,0.0790633268046072,0.1401860730814623,0.2378708385482891,0.3884022912951222,0.6130192833073291,0.9386173294995686,1.3982117014976687,2.030919085873556,2.8811023326495477,3.99619352456458,8.10133198286971,6.9977672498634576,9.109887746726342,13.153937727201086,14.192805253180456,17.175490590318443,42.51475553535694,40.00667240291312,17.385684401500853,49.90286539056443,13.561021294531894,14.434813446239142,31.01709832968785,9.574904679904993
