name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27,amount 28
Snohomish County,47.82099062,-121.4522522,3.895203838,3.01293293,4.880160039,7.666751461,11.72020333,17.47592295,25.46131192,36.29123567,50.65120627,70.31208855,92.74555398,392.5425999,390.1219705,130.7889941,582.0392681,197.4016818,255.258817,694.8695246,353.2102058,429.4793205,1130.042093,1066.460489,428.5420713,1003.127964,425.1398681,472.3933016,793.4863782,454.9107378
San Bernardino,35.12010447,-117.1590386,753.6950171,549.8302625,876.1517828,1357.18531,2048.463422,3018.048755,4346.378328,6124.624071,8451.077884,44349.65097,11959.22494,33946.67627,36517.87263,22715.06053,159090.4365,27861.15421,35188.89304,161673.5355,37712.62087,44866.63182,150366.1622,134245.2008,26904.48227,69110.03141,24749.16491,27440.84691,50829.62121,24790.95275
Warren County,38.79110825,-78.25771359,0.019208322,0.0292008,0.064918626,0.134250324,0.260392047,0.477581978,0.834342144,1.397091065,2.253975702,3.518624721,5.333293082,7.87052428,11.33198375,15.94252536,35.82173734,28.49297801,37.6823727,61.41448686,60.02683852,74.15608341,103.2796614,115.0148024,112.5114382,360.7321589,77.23238986,82.61154608,215.6293955,46.30280175
Sumter County,28.70869529,-82.19247661,38.7692328,27.7695525,44.33613546,69.33282436,106.4200375,160.5008836,237.9611433,346.890641,497.2694869,2313.815024,816.7904981,2418.184898,2683.698807,1848.069639,3561.059316,3394.472516,4518.659743,6804.070188,7397.499347,9234.464426,17612.86346,18297.82703,13175.26351,27724.03587,14206.06873,15906.66216,24236.22832,16430.70101
Palm Beach County,26.67709172,-80.56373053,17.49576073,11.65511734,17.97588986,27.14618806,40.24242506,58.65018345,84.10281294,118.7074279,164.9575871,1339.61257,196.762226,522.4059833,604.080544,488.9502056,980.1466787,908.2094532,1217.793539,1871.380946,2021.010346,2543.395345,3494.601782,4030.022609,4232.93186,10852.18454,3998.082442,4504.440221,8269.337,4368.007123
Midland County,43.57419001,-84.55437763,0.378092172,0.486262575,0.99108972,1.909986685,3.500691556,6.13497773,10.33019315,16.78388741,26.40982257,40.3720931,60.11163644,87.35596178,124.0985059,172.5291076,599.4330391,285.866347,376.9100824,819.4993934,574.066965,713.6661099,1228.527759,1305.006668,1048.40112,2909.381254,943.8851121,1081.595297,2160.466991,1077.929783
MISSING,CASS COUNTY,,LINE 9,IN ,pv_Modules_ia,,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,40.93518639,-96.34583201,0.273616393,0.309631886,0.581302952,1.035251886,1.762214752,2.884235121,4.560577337,6.992979709,10.42908041,15.16218303,21.52465784,29.87126919,40.54780136,53.84000037,393.0697523,64.36253172,81.06113225,394.7508914,83.28847929,98.70470401,323.2336048,288.4237834,58.86878294,193.1061686,40.19038815,44.09455548,118.0672789,30.30947191
Hamilton County,39.94240296,-86.10103966,2.987889301,2.89512845,5.105085307,8.613877597,13.98601035,21.95095862,33.42337089,49.5137508,71.52138669,100.897809,139.1652149,255.9771752,306.5612142,302.7718083,3287.768276,259.7295978,319.906004,3034.874345,125.968432,150.2707264,493.564028,442.9636855,97.0610334,257.3581771,90.91885618,103.9948094,197.3792899,106.3278751
Lawrence County,38.87073858,-86.34789005,0.201353651,0.288199446,0.60816522,1.199139352,2.231028728,3.948378922,6.690660526,10.91425042,17.21469796,26.34671905,39.23762938,56.98748958,80.84608723,112.1533097,232.9121281,196.1139346,255.5031421,399.0240256,395.373952,479.6691661,1171.382474,1116.699418,498.7398918,1378.342965,411.2666372,443.1909034,912.7349426,326.2559303
McLean County,37.49153121,-87.22032662,0.006268965,0.009148231,0.019775056,0.039889003,0.07571863,0.136315896,0.234332999,0.386863803,0.616298139,0.951095736,1.426322949,2.083704086,2.970817681,4.138923425,9.803633749,7.200706068,9.420618702,15.84465534,14.55251586,17.71934455,29.7121546,30.8020353,23.45064432,82.83087919,13.82590252,15.41871879,49.37854522,13.03858915
Jessamine County,37.83050346,-84.51931615,0.058003548,0.08971306,0.194243045,0.389431652,0.732281426,1.30447463,2.218875036,3.626504173,5.723503581,8.757203563,13.02982704,18.89751921,26.76130433,37.04532314,54.37790637,66.10294633,85.61133125,112.1314301,133.0436506,159.6390499,415.0494957,387.0039852,145.0357141,493.9151438,90.14571629,96.17528833,284.4566463,47.36708354
San Diego,33.03174695,-116.7176058,97.08532316,63.83968683,97.04675207,143.5462474,207.0811277,291.8253618,402.1418655,542.1843196,715.3382338,7536.334125,527.9353566,1499.800861,1627.466087,1046.610216,5748.257096,1455.273341,1863.108072,6318.252115,2357.685656,2838.072007,7996.973188,7387.796931,2440.506746,6542.316891,2098.707231,2280.767171,4488.459003,1806.192598
Knott County,37.37099172,-82.8503912,0.002246804,0.003373706,0.00742031,0.015188312,0.029182677,0.053067602,0.091992245,0.152946158,0.245124545,0.380266937,0.57290731,0.840436504,1.202827495,1.681812661,3.835975112,2.958825873,3.883318244,6.383015303,6.059316882,7.400381531,11.07736396,11.85746985,10.31880961,36.56435175,5.566836172,5.598968846,19.34989562,0.62785197
Cuyahoga County,41.28166353,-81.83937601,6.424662889,4.73994179,7.468452711,11.39424072,16.89140389,24.39330804,34.37610742,47.326155,63.68724664,85.63385469,107.5637986,617.3606992,580.9058617,77.46771256,366.3441161,115.8229113,150.2881044,430.6615411,207.1325342,253.1864385,514.3539222,513.1381501,312.7470377,966.7128341,234.9788189,258.9023429,618.1165109,191.0883894
Delaware County,40.17734323,-82.81856565,23.40420182,16.07615175,24.64737133,36.62191158,52.8869528,74.38160323,102.0084621,136.4946615,178.1968156,1027.451831,204.01594,1260.500191,1170.30995,98.38858164,724.4391464,120.3885068,154.1119748,736.9232498,170.0914949,208.86449,494.6006849,481.606598,244.5439639,665.7208816,236.446731,278.4521009,532.692584,307.1076486
Greene County,39.78941957,-83.9413805,3.150204602,2.200160404,3.397095983,5.084047928,7.397752369,10.48889298,14.51193377,19.60811933,25.88061724,121.4893738,33.46852756,194.2184637,182.2256693,22.5014594,160.0189695,29.12278214,38.03539475,167.511277,46.53821439,58.74919423,98.26920593,107.3084374,93.36912139,186.0173252,106.3643672,121.4834356,179.1156727,140.211504
Clermont County,39.20877458,-84.23150769,2.012820731,1.503421138,2.39708406,3.721114682,5.648119234,8.406413458,12.29029022,17.66859815,24.99039897,34.78699823,47.67094837,212.840638,213.3687662,74.8303364,253.7499474,134.5928369,184.0922429,382.0329146,307.2608124,397.7012641,537.8301143,648.7216447,736.9361407,926.250432,976.8383331,1084.711991,1200.152763,1209.111784
Allegheny County,40.37731547,-79.86635294,13.15759221,9.621337752,15.06770699,22.82281835,33.55324202,48.00044036,66.9339854,91.07062467,120.9516996,183.7514517,195.6055629,1207.914112,1121.529093,94.49828374,732.1130635,112.9183395,144.9030488,737.6006497,156.0579847,193.4767445,433.7010072,431.5061722,247.7257396,566.571435,270.9786961,316.2323624,514.7060036,366.123461
Upshur County,38.8763551,-80.19443111,0.512451126,0.56726588,1.053423242,1.858219421,3.13689265,5.097251314,8.009358338,12.21396418,18.12764748,26.24148277,37.10859215,51.31430191,69.42124297,91.88147841,767.8177897,101.5696409,127.9625136,750.0456222,116.6974989,140.2878667,409.2401304,375.8568168,115.4286349,319.6369169,101.1367535,113.7983247,229.2722888,105.2405258
Boone County,38.05258266,-81.7519919,0.053521711,0.058300214,0.107220913,0.187332493,0.313287619,0.504449293,0.785656879,1.187823791,1.748160365,2.509706326,3.519720965,4.826333935,6.47275247,8.488343872,81.29807721,8.306956263,10.32829626,76.83685769,6.95356116,8.248247851,27.04476327,24.15954901,5.006856129,16.45379224,3.681075451,4.312288429,11.10685474,4.622044605
Wythe County,37.06277512,-80.92007066,0.056718072,0.067046582,0.129848175,0.238687824,0.419176627,0.707083855,1.150807626,1.813978664,2.778013678,4.144283808,6.035335187,8.594297711,11.98127787,16.3652412,85.77421351,23.95389767,31.32623335,98.49452954,43.38643737,54.27126663,108.7558972,112.5417221,78.66225317,207.9404915,85.104203,105.5905751,193.2121479,142.9678855
Clinton County,41.3405889,-78.01141702,1.547698826,1.14867036,1.815035276,2.77531485,4.120834023,5.956752461,8.39775301,11.55974499,15.5465285,28.06737628,25.49370196,136.5350367,129.2482564,20.75480798,182.9743249,22.35953283,28.33736877,177.6411108,25.13106656,30.84478803,67.01840396,66.27845015,37.69427434,103.3257902,33.65843559,38.03541958,75.32171624,35.83320971
Lander County,39.59882101,-116.7842291,14.95888321,11.04983045,17.48898998,26.87412153,40.24101854,58.87060753,84.29294583,118.2624022,162.6945771,244.6872401,288.3220461,1481.14948,1431.274821,323.7083436,902.1782868,572.6923051,764.8188796,1414.675798,1228.115818,1541.882967,2604.088744,2808.344177,2357.672238,4570.576357,2561.26138,2792.701621,3967.249447,2668.463991
Franklin County,38.4997353,-91.3675038,2.282706199,1.927727945,3.23288882,5.231545742,8.19972433,12.48564956,18.5144845,26.78671339,37.86646072,55.49607945,70.54334443,207.4957379,219.4576559,125.4463851,1211.600408,122.5802868,152.8634106,1145.505218,103.6019646,124.073157,345.6727803,318.2902574,103.3783033,333.2253911,70.35253889,75.19382582,198.3416823,41.33514206
Allegany County,39.55126096,-79.01946377,10.05096638,7.80122257,12.61842327,19.76247303,30.07082937,44.56837001,64.46286266,91.11494939,125.9726904,170.4621833,225.8312002,978.1106557,961.806631,290.3801569,1797.466135,380.0008764,482.4242416,1892.316279,564.8318799,673.7821113,2229.947767,1997.826694,424.1033051,918.0142064,428.1135607,463.9973903,724.8194333,415.0408887
Centre County,40.92107394,-77.39607808,61.47677235,43.99023552,68.25885209,102.4676684,149.3211128,211.7424988,292.6351129,394.4903252,518.815832,1127.825944,786.7511418,5273.166627,4850.378376,223.3727856,899.5666272,357.0943004,470.1125417,1151.407535,699.2232797,871.9246143,1818.066616,1850.016393,1197.002304,2648.668838,1329.032486,1544.209924,2447.011947,1780.812257
Anne Arundel County,39.07725918,-76.76367486,37.50326147,29.47689075,48.91310447,79.57373423,127.2358433,200.126106,309.6089958,470.929475,703.9759499,1146.227895,1481.558842,4610.259287,5095.87223,3407.259924,7890.616386,6352.267713,8597.198359,14228.1535,14438.50243,18380.98639,30980.50189,34043.81124,29900.074,40428.50471,38310.94831,42199.5565,47947.57132,45272.37529
Accomack County,37.81184868,-75.60492375,0.365049416,0.533024117,1.109957132,2.146588088,3.906407019,6.755947774,11.18836329,17.84724904,27.54798234,41.29193377,60.26613101,85.8172204,119.3840587,162.3687463,217.8927404,280.4830172,355.9029955,441.9316707,528.9830623,616.4749002,2466.902694,2125.288592,140.562714,495.9877885,76.05215857,75.76068674,260.1721537,2.850109009
Kent County,41.66667273,-71.59672773,0.30244086,0.389834751,0.800313641,1.556273533,2.880338814,5.097728462,8.66598636,14.20778406,22.5450641,34.73133572,52.07673507,76.15735397,108.796297,151.9992462,514.0885158,255.1429861,337.2848158,715.8972523,517.3339262,642.4751074,995.3547552,1082.848996,962.9527777,2556.855152,818.1714861,876.4908755,1717.910555,647.8070967
Mercer County,47.15958973,-102.0734343,0.24726671,0.272892434,0.505756292,0.890273049,1.499619238,2.43136669,3.81179729,5.799531247,8.587474977,12.40155202,17.49398964,24.12817067,32.55143374,42.95213964,370.6433444,46.07622004,57.74419525,358.5076741,49.04288357,58.37414822,179.2175551,161.82746,40.50360267,129.8216651,27.68612985,29.57293507,77.48448667,16.72100593
Madison County,43.01255158,-75.57684419,43.00438542,33.42055086,54.3987922,85.92941626,132.1184969,198.155127,290.3830944,416.2786086,584.2906147,1004.144723,1063.719058,4153.600954,4193.800612,1645.729032,7421.597943,2455.081507,3159.589008,8751.565973,4291.854067,5175.006358,13676.93829,12782.99272,4809.429008,13807.17871,3804.448673,4094.072897,8904.889692,2870.789936
Suffolk County,40.80291312,-73.25855327,28.87786422,21.00115972,33.07951986,50.55342383,75.19400788,109.1039742,154.6706876,214.4553273,291.00178,830.9514527,459.8187636,2306.426792,2221.075058,487.8483324,1853.156048,765.5398973,990.268906,2348.054688,1412.148073,1710.934944,4437.365081,4182.566414,1683.905514,4580.635258,1463.738232,1617.678371,3213.435155,1380.550467
