plant type,location name,year,product name,amount produced (tonne),amount sent (tonne),amount disposed (tonne),disposal cost ($)
PV Recycling Plant,"Helen Of Troy L. P., TX",1,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",2,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",3,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",4,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",5,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",6,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",7,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",8,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",9,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",10,Tellurium (CdTe),0.004072,0.0,0.004072,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",11,Tellurium (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",12,Tellurium (CdTe),0.00787,0.0,0.00787,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",13,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",14,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",15,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",16,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",17,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",18,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",19,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",20,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",21,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",22,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",23,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",24,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",25,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",26,Tellurium (CdTe),1.005199,0.0,1.005199,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",1,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",2,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",3,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",4,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",5,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",6,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",7,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",8,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",9,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",10,Glass (CdTe),8.36878,0.0,8.36878,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",11,Glass (CdTe),0.0,0.0,0.0,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",12,Glass (CdTe),16.173799,0.0,16.173799,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",13,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",14,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",15,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",16,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",17,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",18,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",19,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",20,Glass (CdTe),2065.790302,0.0,2065.790302,0.0
