name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,amount 27,amount 28
Snohomish County,47.82099062,-121.4522522,0.009326022498199398,0.0076919854209972,0.0128495551187198,0.020790073945387,0.0326825730140513,0.0500415184258651,0.0747704693537319,0.1091868312488028,0.1560149536395873,0.2229937601608165,0.2990073530358414,0.9352802327695215,1.0758543036272998,0.5427239040504431,2.103745712425421,0.828765325541958,1.06040466490064,5.304295206328175,1.1391245260709566,1.3997126100810706,3.1352303446899907,3.914175806288888,1.542995184905121,3.1823283309497428,1.7090854437347671,1.9331132498656176,2.999512230377319,2.057001450942652
San Bernardino,35.12010447,-117.1590386,2.906391993469176,2.1661354202902303,3.4953496823865158,5.48162974226724,8.372533894795458,12.476142847828674,18.163204321872925,25.86364127245427,36.05510558401194,195.82094092698384,51.761075940977406,105.68777622314352,129.90585096732417,112.89299912809103,586.1932477755715,151.57117748965263,188.59263854698972,1493.191216186878,116.89764096747818,140.38469248138492,395.0863202924178,495.970042737377,96.11946959372143,215.9151898707512,102.08024024371616,116.1963331332672,194.19941854389128,121.86611748368006
Warren County,38.79110825,-78.25771359,8.331968934998684e-05,0.0001158577767299,0.0002462352155953,0.0004916355126951,0.0009280416998789,0.0016667037901442,0.0028644048787688,0.0047349190162511,0.0075611724562562,0.0117071408538835,0.0176277672781071,0.0258741019622682,0.0370894161186797,0.0519903060569278,0.1185016363723626,0.092256210134275,0.1217976183582494,0.2929000734512929,0.1823720487225015,0.2271084096830772,0.3088201233553018,0.3701167564640948,0.3581485345706569,1.0429238405967405,0.2903433083107604,0.3215118452844736,0.7452714695148802,0.2486375319959786
Sumter County,28.70869529,-82.19247661,0.1325003881253636,0.0929821989398107,0.1475198444086113,0.2295735224158848,0.3511764712937142,0.5285725625074195,0.7831122304825088,1.1421416070341135,1.639852989807118,9.497853909843922,2.5336979413648155,6.13491679135206,7.680096522145987,6.418287722135351,12.328292293579985,11.898908584984463,15.921521531594818,30.65503488341222,25.616140096523942,32.3705885004986,54.91257268847656,68.29886115626678,49.9392358899456,92.54997280029956,59.49734834866011,67.86107763015336,96.70151065311929,76.45794842029065
Palm Beach County,26.67709172,-80.56373053,0.07052270826438778,0.0462487289511942,0.0707214403273452,0.1057779414778267,0.1551714167285554,0.2236443212279958,0.3170249714054849,0.4422785796301861,0.6075192868163543,5.780985087197608,0.6173597887579328,1.3713881223855693,1.7655950855103422,1.6669121117492,3.34564290720574,3.1198753592777164,4.20464873462553,8.467782585315584,6.8382655623788535,8.728556299293771,11.768253844046216,14.475489616301438,15.480059869682156,34.43952658229888,17.096957168707405,19.84282307321042,32.719897519366064,22.36106839388841
Midland County,43.57419001,-84.55437763,0.0018367517538393726,0.002256649313859,0.0044585232659264,0.0083491981267866,0.014917051754882,0.0255662324158048,0.0422267198161848,0.0674737252019642,0.1046495544818943,0.1579750182428447,0.2326282964430602,0.3347566875123229,0.4713716542507726,0.6500627038357654,2.1170575565372327,1.0703022233130624,1.4000084069179937,5.353025593333209,1.821643753042644,2.2916488404078814,3.67034294706484,4.533157877295184,3.5903222779084247,8.835626831872451,3.765603646842066,4.435477271723376,8.033495343656412,5.092286764372526
Cass County,42.06225929,-85.90993949,0.00019569603367027656,0.000246238953359,0.0004837077714864,0.000894063254926,0.0015695855574641,0.0026365706967028,0.0042625771036693,0.0066634891246138,0.0101093803601001,0.0149274936974996,0.0214997264612686,0.0302508352276104,0.0416222968683987,0.0560257554900127,0.1690917505625613,0.0877962168900999,0.1109250488104551,0.4105822178678666,0.1309020137621661,0.1546314059531632,0.5156084194664182,0.6507107790444168,0.0529530799106235,0.1210465972494816,0.0642355177024751,0.0806400226082403,0.1376061146158488,0.1221479847836471
Cass County,40.72939342,-86.25965362,0.008607357037634709,0.0071249373634427,0.0119574946212543,0.0194580105081134,0.0307888449736347,0.0474757635122527,0.0714628757166663,0.1051525163872687,0.1514179906273604,0.213574798307535,0.2952951260758541,0.9042401743504588,1.048003402084415,0.5593623186827171,1.8457598817590783,0.8936711082029337,1.150769137095673,4.605876465556845,1.3994616820644554,1.7148293775525936,3.770021840132861,4.690120780496191,1.8808380045704287,4.293289612945683,1.916566066347133,2.140843174273314,3.653875067898948,2.0740668943935314
Hamilton County,39.94240296,-86.10103966,0.013980952436069484,0.0147736992756806,0.0268565191549797,0.0464385228418574,0.0769290380628915,0.1227838271309743,0.1896561326118261,0.2845006756848913,0.4155814196717845,0.5923095013066692,0.8248082028887833,1.2574153449524847,1.6329311295254916,1.910671166905224,12.299337259701566,2.290407976208945,2.7959197804743026,31.654116324094133,0.3932731601335357,0.4748599074861819,1.3075996401687373,1.6440731365385448,0.3605531722250823,0.8220438511247558,0.4046696008896605,0.4792888822019235,0.805983138350972,0.5770290034412127
Lawrence County,38.87073858,-86.34789005,0.0007273645596341208,0.0010028110658249,0.0020833015047668,0.004059849475802,0.0074876431820107,0.0131652663195488,0.0222016015234464,0.0360888066703753,0.0567769084768604,0.0867418371483313,0.129033133877838,0.1872797490502297,0.2656223782937594,0.3685296841109534,0.7745931856582802,0.6446223476039027,0.841016768928404,1.8606941811846287,1.242071611042812,1.5207400728976737,3.233635609578577,4.008469113076368,1.703728285340604,4.16126439785798,1.6263289041137572,1.79878854373366,3.313440756632166,1.607042426150757
