name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26
"Snohomish County, Washington",47.82099062,-121.4522522,3.854307434902888,3.815880902740655,0.1966170692351613,0.1951175366224252,0.3998311123826297,0.3973617510295847,0.3188985370437596,0.317243688075006,1.3365131590495587,1.330532936204389,0.1659111661737346,0.1652586629974455,0.1355130985683235,0.1350376913582472,0.1543970501365321,0.1539081770399413,0.1691962720957788,0.1687081079197373,0.1559636990528546,0.1555504089112905,0.058999839580482,0.0588552831976068,0.1994159135709027,0.1989615769926276,0.2501647255770357,0.2496321076919128
"San Bernardino, California",35.12010447,-117.1590386,19.042257757177985,18.852410957848623,16.960308822880506,16.83095822122157,14.314654654909058,14.2262471901263,11.059633002384992,11.002241637600276,6.861312531774739,6.83061161598312,4.3924428649022085,4.375168060637279,1.890668952764668,1.8840361057446555,1.294685892852924,1.2905864809730228,2.577997031362637,2.570559008165884,1.5766701404718244,1.572492102700774,12.7530724969968,12.721826004738176,8.287649366785336,8.268767311748586,3.038643299814676,3.03217381949823
"Warren County, Virginia",38.79110825,-78.25771359,0.0114403081425103,0.0113262509801773,3.644906708119188,3.6171082239872328,0.0500020083474649,0.0496931953932852,0.0476747626888445,0.0474273657186276,0.0405395027829474,0.0403581089380511,0.0316263569772821,0.0315019753647719,0.027959273499023,0.0278611867432011,0.0219773429202043,0.0219077552455776,0.0224189351617872,0.0223542521703984,0.0176232693270343,0.0175765692069472,0.037958113325709,0.0378651115887187,0.071188028268299,0.0710258379766698,7.002849276265308,6.987939729114907
"Sumter County, Florida",28.70869529,-82.19247661,5.996098396488385,5.936318715761811,4.903932662434071,4.866532008530588,52.96405485312973,52.6369482671127,20.531936743584243,20.425391085954043,48.51275374443211,48.29568361963749,13.273279191117169,13.221077419339444,20.35342866674585,20.28202474461456,0.9120632933508088,0.9091753935747906,5.963620447390312,5.946414241686934,27.369969028193243,27.29744100761561,32.00947318613024,31.931046300660206,0.853130515471249,0.8511867969771704,2.986761474300681,2.9804024539546323
"Palm Beach County, Florida",26.67709172,-80.56373053,1.3528441258705226,1.3393565903816578,13.97082520435002,13.864274394177473,8.454976014697023,8.40275798972343,1.7870847156250549,1.7778110597276564,1.0019265353666875,0.9974434190461252,45.6813714318957,45.50171360268518,9.893457286378275,9.858749048014486,0.3919551194954189,0.3907140574879332,0.3782334956758539,0.3771422184244061,0.1998943961461528,0.1993646935051996,0.1466234513281675,0.146264207033278,0.1564562399695689,0.1560997799887947,1.4761685037116072,1.4730256395659198
"Midland County, Michigan",43.57419001,-84.55437763,0.2292880073207795,0.2270020601988816,3.3637247848185616,3.338070781151813,0.9887866341585924,0.9826798770174372,1.21962204357717,1.2132931017770825,1.285028011933426,1.279278159175439,1.188095277244835,1.18342268069805,14.94259875656795,14.890177114223416,0.9216844695465248,0.918766105884082,0.7885660131107652,0.786290846682591,0.6788408209068805,0.6770419521914298,0.9268345259933772,0.9245636749613382,0.9449221996421694,0.942769348792736,0.7730754024833943,0.771429471847245
"Cass County, Michigan",42.06225929,-85.90993949,0.0134322129414499,0.0132982969600908,28.3748540539388,28.158448534311106,0.0475825879386151,0.0472887173515232,0.0548680336646317,0.0545833089061892,1.0080981237003876,1.00358739263223,0.0527295123251214,0.0525221352385165,0.0463493241102729,0.0461867213574986,0.0474546065738111,0.0473043492959504,0.0455747723785248,0.0454432802898938,0.0452339464540188,0.045114080457976,0.059391802053443,0.0592462853174936,1.1599715471752938,1.15732874152251,0.0510542040834254,0.0509455061759054
"Cass County, Indiana",40.72939342,-86.25965362,0.0802889444338629,0.0794884826757735,0.1914127724551203,0.1899529312729318,0.3904280875569901,0.388016799388815,1.2178383661989558,1.2115186803731897,0.4438924161218843,0.4419062212612386,0.4349603564302229,0.4332497240437721,0.4358264137421089,0.4342974470103047,0.4094024119652602,0.4081061059496194,0.4279284454666293,0.426693788612797,1.3342594645637336,1.3307237938509868,2.1851838871847824,2.179829935701274,16.40838665153853,16.371002823373658,0.3730673337047407,0.3722730477244616
"Hamilton County, Indiana",39.94240296,-86.10103966,0.0201239340405548,0.0199233031848951,0.0512495331116715,0.0508586700671383,0.3802333547787723,0.3778850293925007,0.1353703714043757,0.134667898694419,0.1324328594202316,0.1318402891144374,0.1271973419035939,0.1266970942619088,0.1361543180973939,0.1356766613602197,0.1347776443512327,0.1343508929056129,0.1503273604832844,0.1498936367897431,0.15167242833173,0.1512705096817026,18.48423915314832,18.43895064437984,0.2043580679595013,0.2038924714899065,0.0958336026809012,0.0956295663577711
"Lawrence County, Indiana",38.87073858,-86.34789005,0.0610897531297401,0.0604807027612705,0.1400578029783321,0.1389896289685619,0.2919649208007756,0.2901617422347706,0.3306144122775726,0.3288987665292902,0.344118635095931,0.3425788776239486,0.3409983312806114,0.3396572371312464,0.3419706690861467,0.3407709671869523,0.314864842487549,0.313867874278517,0.2991199629523268,0.2982569436408285,0.2660338040607496,0.2653288377820012,0.2906610272512484,0.2899488743531897,0.2760846085109911,0.2754555948375125,0.1962235089187886,0.195805735589273
